gene_id	excluded_mrna_id	excluded_protein_length	representative_mrna_id	representative_protein_length
evm.TU.utg3839.25	evm.utg3839.25.1.5c22f019	1288	evm.utg3839.25	1314
evm.TU.utg3839.29	evm.utg3839.29	2185	evm.utg3839.29.1.5c22f012	2374
evm.TU.utg3839.29	evm.utg3839.29.2.5c22f012	2185	evm.utg3839.29.1.5c22f012	2374
evm.TU.utg3839.29	evm.utg3839.29.3.5c22f012	2044	evm.utg3839.29.1.5c22f012	2374
evm.TU.utg3839.29	evm.utg3839.29.4.5c22f012	2182	evm.utg3839.29.1.5c22f012	2374
evm.TU.utg3839.30	evm.utg3839.30.1.5c22f012	5942	evm.utg3839.30	6053
evm.TU.utg3839.38	evm.utg3839.38.1.5c22f013	2919	evm.utg3839.38	2961
evm.TU.utg3839.88	evm.utg3839.88.1.5c22f014	426	evm.utg3839.88	537
evm.TU.utg3839.88	evm.utg3839.88.2.5c22f014	389	evm.utg3839.88	537
evm.TU.utg3839.88	evm.utg3839.88.2.5c22f014.1.5c27946e	328	evm.utg3839.88	537
evm.TU.utg3839.91	evm.utg3839.91.1.5c22f01a	1997	evm.utg3839.91	2013
evm.TU.utg3839.93	evm.utg3839.93.1.5c22f014	154	evm.utg3839.93	213
evm.TU.utg386.15	evm.utg386.15	524	evm.utg386.15.1.5c22f01c	586
evm.TU.utg386.15	evm.utg386.15.2.5c22f01c	568	evm.utg386.15.1.5c22f01c	586
evm.TU.utg386.17	evm.utg386.17.1.5c22f01b	746	evm.utg386.17	766
evm.TU.utg386.22	evm.utg386.22.1.5c22f01b	554	evm.utg386.22	731
evm.TU.utg386.27	evm.utg386.27.1.5c22f01d	241	evm.utg386.27	241
evm.TU.utg386.28	evm.utg386.28.1.5c22f01d	364	evm.utg386.28	405
evm.TU.utg386.42	evm.utg386.42.1.5c22f01e	121	evm.utg386.42	153
evm.TU.utg386.43	evm.utg386.43.1.5c22f01b	389	evm.utg386.43	391
evm.TU.utg386.5	evm.utg386.5.1.5c22f01c	5196	evm.utg386.5	6538
evm.TU.utg3871.10	evm.utg3871.10.1.5c22f01f	2974	evm.utg3871.10	3035
evm.TU.utg3871.10	evm.utg3871.10.2.5c22f01f	2974	evm.utg3871.10	3035
evm.TU.utg3871.2	evm.utg3871.2.1.5c22f01e	373	evm.utg3871.2	467
evm.TU.utg3871.2	evm.utg3871.2.1.5c22f01e.1.5c279476	287	evm.utg3871.2	467
evm.TU.utg3871.3	evm.utg3871.3.1.5c22f01f	1478	evm.utg3871.3	1507
evm.TU.utg3872.12	evm.utg3872.12.1.5c22f029	411	evm.utg3872.12	513
evm.TU.utg3872.17	evm.utg3872.17.1.5c22f029	469	evm.utg3872.17	549
evm.TU.utg3872.32	evm.utg3872.32.1.5c279478	189	evm.utg3872.32	216
evm.TU.utg3872.40	evm.utg3872.40.1.5c22f020	1552	evm.utg3872.40	1552
evm.TU.utg3872.45	evm.utg3872.45.1.5c22f020	490	evm.utg3872.45	681
evm.TU.utg3872.47	evm.utg3872.47.1.5c22f021	628	evm.utg3872.47	629
evm.TU.utg3872.47	evm.utg3872.47.2.5c22f021	480	evm.utg3872.47	629
evm.TU.utg3872.56	evm.utg3872.56.1.5c22f021	1040	evm.utg3872.56	1160
evm.TU.utg3872.58	evm.utg3872.58.1.5c22f021	164	evm.utg3872.58	197
evm.TU.utg3872.58	evm.utg3872.58.2.5c22f021	178	evm.utg3872.58	197
evm.TU.utg3872.59	evm.utg3872.59.1.5c22f021	129	evm.utg3872.59	173
evm.TU.utg3872.65	evm.utg3872.65.1.5c22f022	1258	evm.utg3872.65	1432
evm.TU.utg3872.65	evm.utg3872.65.2.5c22f022	1328	evm.utg3872.65	1432
evm.TU.utg3872.66	evm.utg3872.66.1.5c22f022	611	evm.utg3872.66	851
evm.TU.utg3872.66	evm.utg3872.66.1.5c22f022.1.5c27947a	493	evm.utg3872.66	851
evm.TU.utg3872.69	evm.utg3872.69	1511	evm.utg3872.69.1.5c22f022	1535
evm.TU.utg3872.78	evm.utg3872.78.1.5c22f029	297	evm.utg3872.78	420
evm.TU.utg3872.78	evm.utg3872.78.1.5c22f029.1.5c279480	226	evm.utg3872.78	420
evm.TU.utg3876.19	evm.utg3876.19	898	evm.utg3876.19.1.5c22f025	1180
evm.TU.utg3878.26	evm.utg3878.26.1.5c22f027	492	evm.utg3878.26	673
evm.TU.utg3878.29	evm.utg3878.29.1.5c22f028	1281	evm.utg3878.29	1570
evm.TU.utg3878.29	evm.utg3878.29.2.5c22f028	1217	evm.utg3878.29	1570
evm.TU.utg3878.30	evm.utg3878.30.1.5c22f026	184	evm.utg3878.30	184
evm.TU.utg3878.37	evm.utg3878.37.1.5c22f026	1307	evm.utg3878.37	1650
evm.TU.utg3878.8	evm.utg3878.8.1.5c22f027	196	evm.utg3878.8	231
evm.TU.utg3878.8	evm.utg3878.8.2.5c22f027	226	evm.utg3878.8	231
evm.TU.utg3884.14	evm.utg3884.14.1.5c22f02e	1102	evm.utg3884.14	1147
evm.TU.utg3884.20	evm.utg3884.20.1.5c22f02b	682	evm.utg3884.20	841
evm.TU.utg3884.20	evm.utg3884.20.1.5c22f02b.1.5c279481	586	evm.utg3884.20	841
evm.TU.utg3884.22	evm.utg3884.22.1.5c22f02b	889	evm.utg3884.22	913
evm.TU.utg3884.22	evm.utg3884.22.2.5c22f02b	748	evm.utg3884.22	913
evm.TU.utg3884.24	evm.utg3884.24.1.5c22f02e	251	evm.utg3884.24	331
evm.TU.utg3884.25	evm.utg3884.25.1.5c22f02b	443	evm.utg3884.25	457
evm.TU.utg3884.25	evm.utg3884.25.2.5c22f02b	356	evm.utg3884.25	457
evm.TU.utg3884.25	evm.utg3884.25.3.5c22f02b	331	evm.utg3884.25	457
evm.TU.utg3884.25	evm.utg3884.25.3.5c22f02b.1.5c279481	244	evm.utg3884.25	457
evm.TU.utg3884.30	evm.utg3884.30	647	evm.utg3884.30.1.5c22f02b	660
evm.TU.utg3884.40	evm.utg3884.40.1.5c22f02e	329	evm.utg3884.40	365
evm.TU.utg3884.42	evm.utg3884.42.1.5c22f02c	905	evm.utg3884.42	981
evm.TU.utg3884.42	evm.utg3884.42.2.5c22f02c	848	evm.utg3884.42	981
evm.TU.utg3884.42	evm.utg3884.42.3.5c22f02c	836	evm.utg3884.42	981
evm.TU.utg3884.43	evm.utg3884.43	366	evm.utg3884.43.1.5c22f02c	369
evm.TU.utg3884.43	evm.utg3884.43.2.5c22f02c	326	evm.utg3884.43.1.5c22f02c	369
evm.TU.utg3884.44	evm.utg3884.44.1.5c22f02d	284	evm.utg3884.44	368
evm.TU.utg3884.44	evm.utg3884.44.1.5c22f02d.1.5c279483	229	evm.utg3884.44	368
evm.TU.utg3884.9	evm.utg3884.9.1.5c22f02a	3084	evm.utg3884.9	3310
evm.TU.utg3884.9	evm.utg3884.9.1.5c279480	2359	evm.utg3884.9	3310
evm.TU.utg3884.9	evm.utg3884.9.2.5c22f02a	2165	evm.utg3884.9	3310
evm.TU.utg389.101	evm.utg389.101.1.5c22f031	200	evm.utg389.101	270
evm.TU.utg389.106	evm.utg389.106	514	evm.utg389.106.2.5c22f031	528
evm.TU.utg389.106	evm.utg389.106.1.5c22f031	468	evm.utg389.106.2.5c22f031	528
evm.TU.utg389.106	evm.utg389.106.1.5c22f031.1.5c279486	353	evm.utg389.106.2.5c22f031	528
evm.TU.utg389.106	evm.utg389.106.3.5c22f031	482	evm.utg389.106.2.5c22f031	528
evm.TU.utg389.107	evm.utg389.107.1.5c22f032	406	evm.utg389.107	406
evm.TU.utg389.107	evm.utg389.107.2.5c22f032	351	evm.utg389.107	406
evm.TU.utg389.12	evm.utg389.12.1.5c22f032	816	evm.utg389.12	913
evm.TU.utg389.12	evm.utg389.12.2.5c22f032	701	evm.utg389.12	913
evm.TU.utg389.3	evm.utg389.3.1.5c22f02f	454	evm.utg389.3	518
evm.TU.utg389.3	evm.utg389.3.2.5c22f02f	424	evm.utg389.3	518
evm.TU.utg389.64	evm.utg389.64	293	evm.utg389.64.1.5c22f030	353
evm.TU.utg389.64	evm.utg389.64.2.5c22f030	257	evm.utg389.64.1.5c22f030	353
evm.TU.utg389.64	evm.utg389.64.2.5c22f030.1.5c279485	197	evm.utg389.64.1.5c22f030	353
evm.TU.utg389.97	evm.utg389.97	1248	evm.utg389.97.1.5c22f033	1260
evm.TU.utg389.97	evm.utg389.97.2.5c22f033	1058	evm.utg389.97.1.5c22f033	1260
evm.TU.utg389.97	evm.utg389.97.2.5c22f033.2.5c279488	761	evm.utg389.97.1.5c22f033	1260
evm.TU.utg389.97	evm.utg389.97.3.5c22f033	1111	evm.utg389.97.1.5c22f033	1260
evm.TU.utg389.97	evm.utg389.97.3.5c22f033.1.5c279488	797	evm.utg389.97.1.5c22f033	1260
evm.TU.utg3891.17	evm.utg3891.17.1.5c22f032	287	evm.utg3891.17	332
evm.TU.utg3891.25	evm.utg3891.25.1.5c22f031	342	evm.utg3891.25	409
evm.TU.utg3891.7	evm.utg3891.7.1.5c22f032	445	evm.utg3891.7	571
evm.TU.utg3899.13	evm.utg3899.13.1.5c22f036	510	evm.utg3899.13	562
evm.TU.utg3899.13	evm.utg3899.13.1.5c22f036.1.5c27948a	367	evm.utg3899.13	562
evm.TU.utg3899.17	evm.utg3899.17.1.5c22f036	726	evm.utg3899.17	966
evm.TU.utg3899.17	evm.utg3899.17.1.5c22f036.1.5c27948b	589	evm.utg3899.17	966
evm.TU.utg3899.24	evm.utg3899.24.1.5c22f035	132	evm.utg3899.24	153
evm.TU.utg3899.6	evm.utg3899.6.1.5c22f035	1012	evm.utg3899.6	1047
evm.TU.utg3899.6	evm.utg3899.6.1.5c22f035.1.5c27948a	871	evm.utg3899.6	1047
evm.TU.utg3906.13	evm.utg3906.13	878	evm.utg3906.13.1.5c22f039	903
evm.TU.utg3906.19	evm.utg3906.19	1135	evm.utg3906.19.1.5c22f03a	1136
evm.TU.utg3906.19	evm.utg3906.19.2.5c22f03a	940	evm.utg3906.19.1.5c22f03a	1136
evm.TU.utg3906.4	evm.utg3906.4.1.5c22f038	671	evm.utg3906.4	764
evm.TU.utg3906.4	evm.utg3906.4.2.5c22f038	652	evm.utg3906.4	764
evm.TU.utg3906.4	evm.utg3906.4.3.5c22f038	568	evm.utg3906.4	764
evm.TU.utg3906.4	evm.utg3906.4.4.5c22f038	705	evm.utg3906.4	764
evm.TU.utg3906.4	evm.utg3906.4.4.5c22f038.1.5c27948d	581	evm.utg3906.4	764
evm.TU.utg3906.6	evm.utg3906.6.1.5c22f039	501	evm.utg3906.6	584
evm.TU.utg3906.9	evm.utg3906.9.1.5c22f039	305	evm.utg3906.9	409
evm.TU.utg3951.3	evm.utg3951.3.1.5c22f040	251	evm.utg3951.3	290
evm.TU.utg3951.3	evm.utg3951.3.1.5c22f040.1.5c279493	188	evm.utg3951.3	290
evm.TU.utg3951.3	evm.utg3951.3.2.5c22f040	290	evm.utg3951.3	290
evm.TU.utg3980.14	evm.utg3980.14.1.5c22f042	527	evm.utg3980.14	527
evm.TU.utg4.15	evm.utg4.15.1.5c22f047	318	evm.utg4.15	335
evm.TU.utg4.18	evm.utg4.18.1.5c22f04a	1534	evm.utg4.18	1546
evm.TU.utg4.31	evm.utg4.31.1.5c22f04a	894	evm.utg4.31	1131
evm.TU.utg4.34	evm.utg4.34.1.5c22f04a	159	evm.utg4.34	203
evm.TU.utg4.34	evm.utg4.34.1.5c22f04a.1.5c27949c	120	evm.utg4.34	203
evm.TU.utg4.45	evm.utg4.45.1.5c22f04b	191	evm.utg4.45	202
evm.TU.utg4.48	evm.utg4.48.1.5c22f048	457	evm.utg4.48	510
evm.TU.utg4.53	evm.utg4.53.1.5c22f048	853	evm.utg4.53	1123
evm.TU.utg4.53	evm.utg4.53.1.5c22f048.1.5c27949a	982	evm.utg4.53	1123
evm.TU.utg4.66	evm.utg4.66.1.5c22f049	4234	evm.utg4.66	4836
evm.TU.utg401.32	evm.utg401.32.1.5c22f045	470	evm.utg401.32	480
evm.TU.utg401.34	evm.utg401.34.1.5c22f045	284	evm.utg401.34	352
evm.TU.utg401.34	evm.utg401.34.2.5c22f045	259	evm.utg401.34	352
evm.TU.utg401.40	evm.utg401.40.1.5c22f045	158	evm.utg401.40	209
evm.TU.utg401.41	evm.utg401.41.1.5c22f046	658	evm.utg401.41	934
evm.TU.utg401.45	evm.utg401.45.1.5c22f046	1312	evm.utg401.45	1761
evm.TU.utg401.45	evm.utg401.45.1.5c22f046.1.5c279498	940	evm.utg401.45	1761
evm.TU.utg401.45	evm.utg401.45.2.5c22f046	1281	evm.utg401.45	1761
evm.TU.utg401.47	evm.utg401.47.1.5c22f046	463	evm.utg401.47	463
evm.TU.utg401.50	evm.utg401.50	386	utg401.equina_smart_1411512.mrna1	587
evm.TU.utg401.50	evm.utg401.50.1.5c22f046	386	utg401.equina_smart_1411512.mrna1	587
evm.TU.utg401.50	evm.utg401.50.2.5c22f047	386	utg401.equina_smart_1411512.mrna1	587
evm.TU.utg401.52	evm.utg401.52.1.5c22f047	343	evm.utg401.52	453
evm.TU.utg401.6	evm.utg401.6.1.5c22f044	452	evm.utg401.6	520
evm.TU.utg401.6	evm.utg401.6.2.5c22f044	445	evm.utg401.6	520
evm.TU.utg401.60	evm.utg401.60.1.5c22f047	726	evm.utg401.60	820
evm.TU.utg401.60	evm.utg401.60.1.5c22f047.1.5c279499	726	evm.utg401.60	820
evm.TU.utg401.60	evm.utg401.60.2.5c22f048	820	evm.utg401.60	820
evm.TU.utg401.60	evm.utg401.60.3.5c22f048	805	evm.utg401.60	820
evm.TU.utg401.61	evm.utg401.61.1.5c22f051	984	evm.utg401.61	1090
evm.TU.utg401.61	evm.utg401.61.2.5c22f052	978	evm.utg401.61	1090
evm.TU.utg401.61	evm.utg401.61.3.5c22f052	964	evm.utg401.61	1090
evm.TU.utg40104.5	evm.utg40104.5	630	evm.utg40104.5.2.5c22f04c	765
evm.TU.utg40104.5	evm.utg40104.5.1.5c22f04c	620	evm.utg40104.5.2.5c22f04c	765
evm.TU.utg402.1	evm.utg402.1.1.5c22f050	265	evm.utg402.1	308
evm.TU.utg402.1	evm.utg402.1.1.5c22f050.1.5c2794a0	197	evm.utg402.1	308
evm.TU.utg402.10	evm.utg402.10.1.5c22f051	390	evm.utg402.10	495
evm.TU.utg4028.9	evm.utg4028.9.1.5c22f053	836	evm.utg4028.9	841
evm.TU.utg4028.9	evm.utg4028.9.2.5c22f053	782	evm.utg4028.9	841
evm.TU.utg40335.6	evm.utg40335.6.1.5c22f054	338	evm.utg40335.6	447
evm.TU.utg40335.6	evm.utg40335.6.1.5c22f054.1.5c2794a4	274	evm.utg40335.6	447
evm.TU.utg4046.11	evm.utg4046.11.1.5c22f058	600	evm.utg4046.11	601
evm.TU.utg4046.34	evm.utg4046.34.1.5c22f058	1179	evm.utg4046.34	1461
evm.TU.utg4046.34	evm.utg4046.34.2.5c22f059	1187	evm.utg4046.34	1461
evm.TU.utg4046.34	evm.utg4046.34.3.5c22f059	1181	evm.utg4046.34	1461
evm.TU.utg4046.38	evm.utg4046.38.1.5c22f059	488	evm.utg4046.38	683
evm.TU.utg4046.38	evm.utg4046.38.1.5c22f059.1.5c2794a9	351	evm.utg4046.38	683
evm.TU.utg4046.6	evm.utg4046.6.1.5c22f056	144	evm.utg4046.6	205
evm.TU.utg4049.1	evm.utg4049.1.1.5c2794a8	379	evm.utg4049.1	529
evm.TU.utg4049.1	evm.utg4049.1.2.5c2794a8	349	evm.utg4049.1	529
evm.TU.utg4049.2	evm.utg4049.2.1.5c22f059	724	evm.utg4049.2	724
evm.TU.utg405.13	evm.utg405.13.1.5c22f05c	623	evm.utg405.13	776
evm.TU.utg405.14	evm.utg405.14.1.5c22f05a	2232	evm.utg405.14	2756
evm.TU.utg405.15	evm.utg405.15.1.5c22f05c	1616	evm.utg405.15	1845
evm.TU.utg405.20	evm.utg405.20.1.5c22f05c	662	evm.utg405.20	938
evm.TU.utg405.35	evm.utg405.35.1.5c22f05d	1178	evm.utg405.35	1206
evm.TU.utg405.35	evm.utg405.35.2.5c22f05d	1163	evm.utg405.35	1206
evm.TU.utg405.35	evm.utg405.35.3.5c22f05d	1190	evm.utg405.35	1206
evm.TU.utg405.38	evm.utg405.38.1.5c22f05a	600	evm.utg405.38	776
evm.TU.utg405.77	evm.utg405.77.1.5c22f05b	505	evm.utg405.77	510
evm.TU.utg405.79	evm.utg405.79.1.5c22f05b	150	evm.utg405.79	164
evm.TU.utg40512.15	evm.utg40512.15.1.5c22f05d	577	evm.utg40512.15	859
evm.TU.utg40512.15	evm.utg40512.15.1.5c22f05d.1.5c2794aa	482	evm.utg40512.15	859
evm.TU.utg40512.15	evm.utg40512.15.1.5c22f05d.2.5c2794ab	482	evm.utg40512.15	859
evm.TU.utg40512.9	evm.utg40512.9.1.5c22f05d	259	evm.utg40512.9	350
evm.TU.utg4062.1	evm.utg4062.1.1.5c22f061	593	evm.utg4062.1	740
evm.TU.utg4062.19	evm.utg4062.19	588	evm.utg4062.19.1.5c22f062	595
evm.TU.utg4062.19	evm.utg4062.19.2.5c22f062	438	evm.utg4062.19.1.5c22f062	595
evm.TU.utg4062.19	evm.utg4062.19.3.5c22f062	388	evm.utg4062.19.1.5c22f062	595
evm.TU.utg4062.4	evm.utg4062.4.1.5c22f062	811	evm.utg4062.4	936
evm.TU.utg407.11	evm.utg407.11.1.5c22f063	186	evm.utg407.11	263
evm.TU.utg407.12	evm.utg407.12	2845	evm.utg407.12.2.5c22f064	2852
evm.TU.utg407.12	evm.utg407.12.1.5c22f064	2012	evm.utg407.12.2.5c22f064	2852
evm.TU.utg408.18	evm.utg408.18.1.5c22f065	1028	evm.utg408.18	1028
evm.TU.utg408.18	evm.utg408.18.2.5c22f065	741	evm.utg408.18	1028
evm.TU.utg408.4	evm.utg408.4	308	evm.utg408.4.1.5c22f064	314
evm.TU.utg408.49	evm.utg408.49	421	evm.utg408.49.1.5c22f065	439
evm.TU.utg408.49	evm.utg408.49.1.5c2794b3	327	evm.utg408.49.1.5c22f065	439
evm.TU.utg408.49	evm.utg408.49.2.5c22f065	421	evm.utg408.49.1.5c22f065	439
evm.TU.utg408.8	evm.utg408.8.1.5c22f064	209	evm.utg408.8	255
evm.TU.utg4082.10	evm.utg4082.10	824	evm.utg4082.10.1.5c22f06a	837
evm.TU.utg4082.10	evm.utg4082.10.2.5c22f06a	791	evm.utg4082.10.1.5c22f06a	837
evm.TU.utg4082.10	evm.utg4082.10.3.5c22f06a	721	evm.utg4082.10.1.5c22f06a	837
evm.TU.utg4082.22	evm.utg4082.22.1.5c22f067	337	evm.utg4082.22	431
evm.TU.utg4082.41	evm.utg4082.41.1.5c22f068	365	evm.utg4082.41	514
evm.TU.utg4082.50	evm.utg4082.50	306	evm.utg4082.50.1.5c22f068	320
evm.TU.utg4082.50	evm.utg4082.50.2.5c22f068	299	evm.utg4082.50.1.5c22f068	320
evm.TU.utg4082.52	evm.utg4082.52.1.5c22f06b	960	evm.utg4082.52	1342
evm.TU.utg4082.52	evm.utg4082.52.1.5c22f06b.1.5c2794b8	747	evm.utg4082.52	1342
evm.TU.utg4082.52	evm.utg4082.52.2.5c22f06b	1302	evm.utg4082.52	1342
evm.TU.utg4082.54	evm.utg4082.54.1.5c22f068	324	evm.utg4082.54	408
evm.TU.utg4082.54	evm.utg4082.54.1.5c22f068.2.5c2794b5	248	evm.utg4082.54	408
evm.TU.utg4082.54	evm.utg4082.54.1.5c22f068.3.5c2794b5	229	evm.utg4082.54	408
evm.TU.utg4082.54	evm.utg4082.54.2.5c22f068	332	evm.utg4082.54	408
evm.TU.utg4082.54	evm.utg4082.54.2.5c22f068.1.5c2794b5	256	evm.utg4082.54	408
evm.TU.utg4082.55	evm.utg4082.55.1.5c22f06b	381	evm.utg4082.55	517
evm.TU.utg4082.55	evm.utg4082.55.2.5c22f06b	455	evm.utg4082.55	517
evm.TU.utg4082.60	evm.utg4082.60.1.5c22f06c	474	evm.utg4082.60	547
evm.TU.utg4082.61	evm.utg4082.61.1.5c22f06c	219	evm.utg4082.61	303
evm.TU.utg4082.72	evm.utg4082.72	222	evm.utg4082.72.1.5c22f06c	238
evm.TU.utg4082.73	evm.utg4082.73	412	evm.utg4082.73.1.5c22f06c	418
evm.TU.utg4082.73	evm.utg4082.73.2.5c22f06c	311	evm.utg4082.73.1.5c22f06c	418
evm.TU.utg4082.73	evm.utg4082.73.3.5c22f06d	311	evm.utg4082.73.1.5c22f06c	418
evm.TU.utg4082.75	evm.utg4082.75.1.5c22f06d	469	evm.utg4082.75	499
evm.TU.utg40828.6	evm.utg40828.6.1.5c22f069	470	evm.utg40828.6	634
evm.TU.utg411.11	evm.utg411.11	1151	evm.utg411.11.1.5c22f078	1156
evm.TU.utg411.114	evm.utg411.114	354	evm.utg411.114.1.5c22f075	358
evm.TU.utg411.114	evm.utg411.114.2.5c22f075	306	evm.utg411.114.1.5c22f075	358
evm.TU.utg411.114	evm.utg411.114.3.5c22f075	270	evm.utg411.114.1.5c22f075	358
evm.TU.utg411.118	evm.utg411.118.1.5c22f076	397	evm.utg411.118	426
evm.TU.utg411.12	evm.utg411.12	635	evm.utg411.12.1.5c22f071	646
evm.TU.utg411.124	evm.utg411.124	121	evm.utg411.124.1.5c22f07c	129
evm.TU.utg411.127	evm.utg411.127.1.5c22f076	406	evm.utg411.127	514
evm.TU.utg411.130	evm.utg411.130.1.5c22f076	426	evm.utg411.130	486
evm.TU.utg411.138	evm.utg411.138.1.5c22f077	355	evm.utg411.138	395
evm.TU.utg411.138	evm.utg411.138.1.5c22f077.1.5c2794c1	270	evm.utg411.138	395
evm.TU.utg411.142	evm.utg411.142.1.5c22f077	460	evm.utg411.142	462
evm.TU.utg411.144	evm.utg411.144.1.5c22f077	205	evm.utg411.144	256
evm.TU.utg411.15	evm.utg411.15	169	evm.utg411.15.1.5c22f071	213
evm.TU.utg411.15	evm.utg411.15.1.5c22f071.1.5c2794bd	151	evm.utg411.15.1.5c22f071	213
evm.TU.utg411.29	evm.utg411.29.1.5c22f071	112	evm.utg411.29	158
evm.TU.utg411.29	evm.utg411.29.1.5c22f071.1.5c2794bd	88	evm.utg411.29	158
evm.TU.utg411.38	evm.utg411.38	723	evm.utg411.38.3.5c22f072	744
evm.TU.utg411.38	evm.utg411.38.1.5c22f072	597	evm.utg411.38.3.5c22f072	744
evm.TU.utg411.38	evm.utg411.38.2.5c22f072	672	evm.utg411.38.3.5c22f072	744
evm.TU.utg411.39	evm.utg411.39.1.5c22f072	1158	evm.utg411.39	1175
evm.TU.utg411.39	evm.utg411.39.2.5c22f072	879	evm.utg411.39	1175
evm.TU.utg411.39	evm.utg411.39.2.5c22f072.1.5c2794be	725	evm.utg411.39	1175
evm.TU.utg411.39	evm.utg411.39.3.5c22f072	834	evm.utg411.39	1175
evm.TU.utg411.39	evm.utg411.39.3.5c22f072.2.5c2794be	606	evm.utg411.39	1175
evm.TU.utg411.40	evm.utg411.40.1.5c22f078	246	evm.utg411.40	318
evm.TU.utg411.45	evm.utg411.45.1.5c22f073	561	evm.utg411.45	695
evm.TU.utg411.47	evm.utg411.47.1.5c22f073	390	evm.utg411.47	422
evm.TU.utg411.47	evm.utg411.47.2.5c22f073	346	evm.utg411.47	422
evm.TU.utg411.47	evm.utg411.47.3.5c22f073	314	evm.utg411.47	422
evm.TU.utg411.53	evm.utg411.53.1.5c2794c4	556	evm.utg411.53	720
evm.TU.utg411.56	evm.utg411.56	938	evm.utg411.56.2.5c22f073	965
evm.TU.utg411.56	evm.utg411.56.1.5c22f073	814	evm.utg411.56.2.5c22f073	965
evm.TU.utg411.56	evm.utg411.56.3.5c22f074	881	evm.utg411.56.2.5c22f073	965
evm.TU.utg411.59	evm.utg411.59.1.5c22f079	567	evm.utg411.59	567
evm.TU.utg411.60	evm.utg411.60.1.5c22f079	1257	evm.utg411.60	1403
evm.TU.utg411.61	evm.utg411.61.1.5c22f074	319	evm.utg411.61	419
evm.TU.utg411.61	evm.utg411.61.1.5c22f074.1.5c2794bf	279	evm.utg411.61	419
evm.TU.utg411.61	evm.utg411.61.2.5c22f074	382	evm.utg411.61	419
evm.TU.utg411.66	evm.utg411.66.1.5c2794bf	220	evm.utg411.66	259
evm.TU.utg411.7	evm.utg411.7.1.5c22f070	647	evm.utg411.7	689
evm.TU.utg411.8	evm.utg411.8.1.5c22f070	192	evm.utg411.8	209
evm.TU.utg411.8	evm.utg411.8.2.5c22f070	197	evm.utg411.8	209
evm.TU.utg411.91	evm.utg411.91.1.5c22f07a	846	evm.utg411.91	1029
evm.TU.utg411.92	evm.utg411.92.1.5c22f07a	741	evm.utg411.92	795
evm.TU.utg412866.2	evm.utg412866.2.1.5c2794bf	500	evm.utg412866.2	538
evm.TU.utg413.10	evm.utg413.10	321	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.1.5c22f07c	323	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.2.5c22f07d	321	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.3.5c22f07d	323	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.4.5c22f07d	321	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.6.5c22f07d	321	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.10	evm.utg413.10.7.5c22f07d	321	evm.utg413.10.5.5c22f07d	343
evm.TU.utg413.12	evm.utg413.12	229	evm.utg413.12.1.5c22f07f	372
evm.TU.utg413.13	evm.utg413.13.1.5c22f07d	359	evm.utg413.13	359
evm.TU.utg413.18	evm.utg413.18.1.5c22f07e	391	evm.utg413.18	509
evm.TU.utg413.19	evm.utg413.19.1.5c22f07f	1805	evm.utg413.19	1847
evm.TU.utg413.19	evm.utg413.19.1.5c22f07f.1.5c2794c8	1805	evm.utg413.19	1847
evm.TU.utg413.27	evm.utg413.27.1.5c22f07f	561	evm.utg413.27	711
evm.TU.utg413.30	evm.utg413.30	941	evm.utg413.30.3.5c22f07e.1.5c2794c8	1127
evm.TU.utg413.30	evm.utg413.30.1.5c22f07e	782	evm.utg413.30.3.5c22f07e.1.5c2794c8	1127
evm.TU.utg413.30	evm.utg413.30.2.5c22f07e	831	evm.utg413.30.3.5c22f07e.1.5c2794c8	1127
evm.TU.utg413.30	evm.utg413.30.3.5c22f07e	871	evm.utg413.30.3.5c22f07e.1.5c2794c8	1127
evm.TU.utg413.50	evm.utg413.50.1.5c22f080	300	evm.utg413.50	350
evm.TU.utg41358.11	evm.utg41358.11	249	evm.utg41358.11.1.5c22f082	256
evm.TU.utg415.100	evm.utg415.100	195	evm.utg415.100.2.5c22f088	256
evm.TU.utg415.100	evm.utg415.100.1.5c22f088	230	evm.utg415.100.2.5c22f088	256
evm.TU.utg415.100	evm.utg415.100.3.5c22f088	241	evm.utg415.100.2.5c22f088	256
evm.TU.utg415.100	evm.utg415.100.4.5c22f089	168	evm.utg415.100.2.5c22f088	256
evm.TU.utg415.129	evm.utg415.129.1.5c22f08b	648	evm.utg415.129	648
evm.TU.utg415.131	evm.utg415.131.1.5c22f08b	295	evm.utg415.131	355
evm.TU.utg415.134	evm.utg415.134.1.5c22f08b	144	evm.utg415.134	203
evm.TU.utg415.137	evm.utg415.137.1.5c22f097	168	evm.utg415.137	203
evm.TU.utg415.137	evm.utg415.137.1.5c22f097.1.5c2794db	138	evm.utg415.137	203
evm.TU.utg415.138	evm.utg415.138	285	evm.utg415.138.1.5c2794d1	449
evm.TU.utg415.138	evm.utg415.138.1.5c22f08c	378	evm.utg415.138.1.5c2794d1	449
