gene_id	isoform_count	mrna_ids
evm.TU.utg4290.32	1	evm.utg4290.32
evm.TU.utg4290.33	1	evm.utg4290.33
evm.TU.utg4290.34	1	evm.utg4290.34
evm.TU.utg4290.35	1	evm.utg4290.35
evm.TU.utg4290.36	1	evm.utg4290.36
evm.TU.utg4290.37	1	evm.utg4290.37
evm.TU.utg4290.38	1	evm.utg4290.38
evm.TU.utg4290.39	1	evm.utg4290.39
evm.TU.utg4290.4	1	evm.utg4290.4
evm.TU.utg4290.40	1	evm.utg4290.40
evm.TU.utg4290.41	1	evm.utg4290.41
evm.TU.utg4290.42	1	evm.utg4290.42
evm.TU.utg4290.43	1	evm.utg4290.43
evm.TU.utg4290.5	1	evm.utg4290.5
evm.TU.utg4290.6	1	evm.utg4290.6
evm.TU.utg4290.7	1	evm.utg4290.7
evm.TU.utg4290.8	1	evm.utg4290.8
evm.TU.utg42902.1	1	evm.utg42902.1
evm.TU.utg42902.2	1	evm.utg42902.2
evm.TU.utg4303.1	2	evm.utg4303.1,evm.utg4303.1.1.5c279509
evm.TU.utg4303.10	5	evm.utg4303.10,evm.utg4303.10.1.5c279509,evm.utg4303.10.2.5c27950a,evm.utg4303.10.3.5c27950a,evm.utg4303.10.4.5c27950a
evm.TU.utg4303.2	1	evm.utg4303.2
evm.TU.utg4303.3	1	evm.utg4303.3
evm.TU.utg4303.4	1	evm.utg4303.4
evm.TU.utg4303.5	1	evm.utg4303.5
evm.TU.utg4303.6	1	evm.utg4303.6
evm.TU.utg4303.7	1	evm.utg4303.7
evm.TU.utg4303.8	1	evm.utg4303.8
evm.TU.utg4303.9	2	evm.utg4303.9,evm.utg4303.9.1.5c22f0d0
evm.TU.utg431.1	1	evm.utg431.1
evm.TU.utg431.10	1	evm.utg431.10
evm.TU.utg431.11	1	evm.utg431.11
evm.TU.utg431.12	3	evm.utg431.12,evm.utg431.12.1.5c22f0d0,evm.utg431.12.2.5c22f0d0
evm.TU.utg431.13	2	evm.utg431.13,evm.utg431.13.1.5c22f0d4
evm.TU.utg431.14	1	evm.utg431.14
evm.TU.utg431.15	1	evm.utg431.15
evm.TU.utg431.16	1	evm.utg431.16
evm.TU.utg431.17	1	evm.utg431.17
evm.TU.utg431.18	1	evm.utg431.18
evm.TU.utg431.19	1	evm.utg431.19
evm.TU.utg431.2	1	evm.utg431.2
evm.TU.utg431.20	1	evm.utg431.20
evm.TU.utg431.21	1	evm.utg431.21
evm.TU.utg431.22	1	evm.utg431.22
evm.TU.utg431.23	1	evm.utg431.23
evm.TU.utg431.24	1	evm.utg431.24
evm.TU.utg431.25	1	evm.utg431.25
evm.TU.utg431.26	1	evm.utg431.26
evm.TU.utg431.27	1	evm.utg431.27
evm.TU.utg431.28.29	2	evm.utg431.28.29,evm.utg431.28.29.1.5c27950b
evm.TU.utg431.3	1	evm.utg431.3
evm.TU.utg431.30	1	evm.utg431.30
evm.TU.utg431.31	3	evm.utg431.31,evm.utg431.31.1.5c22f0d5,evm.utg431.31.2.5c22f0d5
evm.TU.utg431.32	1	evm.utg431.32
evm.TU.utg431.33	1	evm.utg431.33
evm.TU.utg431.34	1	evm.utg431.34
evm.TU.utg431.35	3	evm.utg431.35,evm.utg431.35.1.5c22f0d1,evm.utg431.35.2.5c22f0d2
evm.TU.utg431.36	2	evm.utg431.36,evm.utg431.36.1.5c22f0d2
evm.TU.utg431.37	1	evm.utg431.37
evm.TU.utg431.38	1	evm.utg431.38
evm.TU.utg431.39	1	evm.utg431.39
evm.TU.utg431.4	2	evm.utg431.4,evm.utg431.4.1.5c22f0d4
evm.TU.utg431.40	2	evm.utg431.40,evm.utg431.40.1.5c22f0d5
evm.TU.utg431.41	3	evm.utg431.41.1.5c22f0d2,evm.utg431.41,evm.utg431.41.1.5c22f0d2.1.5c27950c
evm.TU.utg431.42	1	evm.utg431.42
evm.TU.utg431.43	1	evm.utg431.43
evm.TU.utg431.44	1	evm.utg431.44
evm.TU.utg431.45	1	evm.utg431.45
evm.TU.utg431.46	3	evm.utg431.46,evm.utg431.46.1.5c22f0d3,evm.utg431.46.2.5c22f0d3
evm.TU.utg431.47	3	evm.utg431.47,evm.utg431.47.1.5c22f0d6,evm.utg431.47.1.5c22f0d6.1.5c27950f
evm.TU.utg431.48	1	evm.utg431.48
evm.TU.utg431.49	1	evm.utg431.49
evm.TU.utg431.5	1	evm.utg431.5
evm.TU.utg431.50	1	evm.utg431.50
evm.TU.utg431.51	1	evm.utg431.51
evm.TU.utg431.6	1	evm.utg431.6
evm.TU.utg431.7	1	evm.utg431.7
evm.TU.utg431.8	1	evm.utg431.8
evm.TU.utg431.9	2	evm.utg431.9,evm.utg431.9.1.5c22f0d0
evm.TU.utg43107.1	1	evm.utg43107.1
evm.TU.utg43107.2	1	evm.utg43107.2
evm.TU.utg43115.1	1	evm.utg43115.1
evm.TU.utg43115.10	1	evm.utg43115.10
evm.TU.utg43115.11	1	evm.utg43115.11
evm.TU.utg43115.12	1	evm.utg43115.12
evm.TU.utg43115.13	1	evm.utg43115.13
evm.TU.utg43115.14	1	evm.utg43115.14
evm.TU.utg43115.15	1	evm.utg43115.15
evm.TU.utg43115.16	1	evm.utg43115.16
evm.TU.utg43115.2	1	evm.utg43115.2
evm.TU.utg43115.3	1	evm.utg43115.3
evm.TU.utg43115.4	1	evm.utg43115.4
evm.TU.utg43115.5	1	evm.utg43115.5
evm.TU.utg43115.6	1	evm.utg43115.6
evm.TU.utg43115.7	1	evm.utg43115.7
evm.TU.utg43115.8	1	evm.utg43115.8
evm.TU.utg43115.9	1	evm.utg43115.9
evm.TU.utg4318.1	1	evm.utg4318.1
evm.TU.utg4318.10	1	evm.utg4318.10
evm.TU.utg4318.11	2	evm.utg4318.11,evm.utg4318.11.1.5c22f0d1
evm.TU.utg4318.12	1	evm.utg4318.12
evm.TU.utg4318.13	1	evm.utg4318.13
evm.TU.utg4318.14	1	evm.utg4318.14
evm.TU.utg4318.15	2	evm.utg4318.15.1.5c22f0d4,evm.utg4318.15
evm.TU.utg4318.16	1	evm.utg4318.16
evm.TU.utg4318.17	1	evm.utg4318.17
evm.TU.utg4318.18	1	evm.utg4318.18
evm.TU.utg4318.19	1	evm.utg4318.19
evm.TU.utg4318.2	1	evm.utg4318.2
evm.TU.utg4318.20	1	evm.utg4318.20
evm.TU.utg4318.21	1	evm.utg4318.21
evm.TU.utg4318.22	1	evm.utg4318.22
evm.TU.utg4318.23	1	evm.utg4318.23
evm.TU.utg4318.24	1	evm.utg4318.24
evm.TU.utg4318.25	1	evm.utg4318.25
evm.TU.utg4318.26	1	evm.utg4318.26
evm.TU.utg4318.27	1	evm.utg4318.27
evm.TU.utg4318.28	1	evm.utg4318.28
evm.TU.utg4318.29	1	evm.utg4318.29
evm.TU.utg4318.3	1	evm.utg4318.3
evm.TU.utg4318.30	1	evm.utg4318.30
evm.TU.utg4318.31	1	evm.utg4318.31
evm.TU.utg4318.32	1	evm.utg4318.32
evm.TU.utg4318.34	1	evm.utg4318.34
evm.TU.utg4318.35	1	evm.utg4318.35
evm.TU.utg4318.36	1	evm.utg4318.36
evm.TU.utg4318.4	1	evm.utg4318.4
evm.TU.utg4318.5	1	evm.utg4318.5
evm.TU.utg4318.6	1	evm.utg4318.6
evm.TU.utg4318.7	1	evm.utg4318.7
evm.TU.utg4318.8	1	evm.utg4318.8
evm.TU.utg4318.9	1	evm.utg4318.9
evm.TU.utg432.1	1	evm.utg432.1
evm.TU.utg432.10	1	evm.utg432.10
evm.TU.utg432.100	1	evm.utg432.100
evm.TU.utg432.101	1	evm.utg432.101
evm.TU.utg432.102	2	evm.utg432.102,evm.utg432.102.1.5c22f0e3
evm.TU.utg432.103	1	evm.utg432.103
evm.TU.utg432.104	2	evm.utg432.104.1.5c22f0e3,evm.utg432.104
evm.TU.utg432.105	1	evm.utg432.105
evm.TU.utg432.106	1	evm.utg432.106
evm.TU.utg432.107	2	evm.utg432.107.1.5c22f0ed,evm.utg432.107
evm.TU.utg432.108	2	evm.utg432.108,evm.utg432.108.1.5c22f0ed
evm.TU.utg432.109	2	evm.utg432.109,evm.utg432.109.1.5c22f0ed
evm.TU.utg432.11	1	evm.utg432.11
evm.TU.utg432.110	1	evm.utg432.110
evm.TU.utg432.111	1	evm.utg432.111
evm.TU.utg432.112	1	evm.utg432.112
evm.TU.utg432.113	1	evm.utg432.113
evm.TU.utg432.114	1	evm.utg432.114
evm.TU.utg432.115	1	evm.utg432.115
evm.TU.utg432.116	1	evm.utg432.116
evm.TU.utg432.117	1	evm.utg432.117
evm.TU.utg432.118	1	evm.utg432.118
evm.TU.utg432.119	1	evm.utg432.119
evm.TU.utg432.12	2	evm.utg432.12.1.5c22f0e0,evm.utg432.12
evm.TU.utg432.120	1	evm.utg432.120
evm.TU.utg432.121	1	evm.utg432.121
evm.TU.utg432.122	4	evm.utg432.122,evm.utg432.122.1.5c22f0ed,evm.utg432.122.1.5c279523,evm.utg432.122.2.5c279523
evm.TU.utg432.123	1	evm.utg432.123
evm.TU.utg432.124	4	evm.utg432.124,evm.utg432.124.1.5c22f0e4,evm.utg432.124.2.5c22f0e4,evm.utg432.124.3.5c22f0e4
evm.TU.utg432.125	2	evm.utg432.125,evm.utg432.125.1.5c22f0e4
evm.TU.utg432.126	1	evm.utg432.126
evm.TU.utg432.127	1	evm.utg432.127
evm.TU.utg432.128	2	evm.utg432.128,evm.utg432.128.1.5c22f0e5
evm.TU.utg432.129	1	evm.utg432.129
evm.TU.utg432.13	1	evm.utg432.13
evm.TU.utg432.130	1	evm.utg432.130
evm.TU.utg432.131	1	evm.utg432.131
evm.TU.utg432.132	1	evm.utg432.132
evm.TU.utg432.133	1	evm.utg432.133
evm.TU.utg432.134	1	evm.utg432.134
evm.TU.utg432.135	1	evm.utg432.135
evm.TU.utg432.136	1	evm.utg432.136
evm.TU.utg432.137	1	evm.utg432.137
evm.TU.utg432.138	1	evm.utg432.138
evm.TU.utg432.139	4	evm.utg432.139.1.5c22f0ee,evm.utg432.139.2.5c22f0ee,evm.utg432.139.3.5c22f0ee,evm.utg432.139
evm.TU.utg432.140	1	evm.utg432.140
evm.TU.utg432.141	1	evm.utg432.141
evm.TU.utg432.142	1	evm.utg432.142
evm.TU.utg432.143	4	evm.utg432.143.3.5c22f0e6,evm.utg432.143,evm.utg432.143.1.5c22f0e6,evm.utg432.143.2.5c22f0e6
evm.TU.utg432.144	1	evm.utg432.144
evm.TU.utg432.145	1	evm.utg432.145
evm.TU.utg432.146	1	evm.utg432.146
evm.TU.utg432.147	1	evm.utg432.147
evm.TU.utg432.148	1	evm.utg432.148
evm.TU.utg432.149	1	evm.utg432.149
evm.TU.utg432.150	1	evm.utg432.150
evm.TU.utg432.151	1	evm.utg432.151
evm.TU.utg432.152	3	evm.utg432.152,evm.utg432.152.2.5c22f0e7,evm.utg432.152.1.5c22f0e7
evm.TU.utg432.153	3	evm.utg432.153.2.5c22f0e8,evm.utg432.153.1.5c22f0e7,evm.utg432.153
evm.TU.utg432.154	1	evm.utg432.154
evm.TU.utg432.155	1	evm.utg432.155
evm.TU.utg432.156	1	evm.utg432.156
evm.TU.utg432.157	1	evm.utg432.157
evm.TU.utg432.17	1	evm.utg432.17
evm.TU.utg432.18	1	evm.utg432.18
evm.TU.utg432.19	1	evm.utg432.19
evm.TU.utg432.2	1	evm.utg432.2
evm.TU.utg432.20	1	evm.utg432.20
evm.TU.utg432.21	1	evm.utg432.21
evm.TU.utg432.22	3	evm.utg432.22,evm.utg432.22.1.5c22f0e0,evm.utg432.22.2.5c22f0e0
evm.TU.utg432.23	1	evm.utg432.23
evm.TU.utg432.24	1	evm.utg432.24
evm.TU.utg432.25	1	evm.utg432.25
evm.TU.utg432.26	1	evm.utg432.26
evm.TU.utg432.27	1	evm.utg432.27
evm.TU.utg432.28	1	evm.utg432.28
evm.TU.utg432.29	1	evm.utg432.29
evm.TU.utg432.3	1	evm.utg432.3
evm.TU.utg432.30	2	evm.utg432.30.1.5c22f0e9,evm.utg432.30
evm.TU.utg432.31	1	evm.utg432.31
evm.TU.utg432.32	1	evm.utg432.32
evm.TU.utg432.33	1	evm.utg432.33
evm.TU.utg432.34	2	evm.utg432.34,evm.utg432.34.1.5c22f0e1
evm.TU.utg432.35	1	evm.utg432.35
evm.TU.utg432.36	2	evm.utg432.36,evm.utg432.36.1.5c22f0e9
evm.TU.utg432.37	3	evm.utg432.37,evm.utg432.37.1.5c22f0ea,evm.utg432.37.2.5c22f0ea
evm.TU.utg432.38	1	evm.utg432.38
evm.TU.utg432.39	1	evm.utg432.39
evm.TU.utg432.4	1	evm.utg432.4
evm.TU.utg432.40	1	evm.utg432.40
evm.TU.utg432.41	1	evm.utg432.41
evm.TU.utg432.42	1	evm.utg432.42
evm.TU.utg432.43	1	evm.utg432.43
evm.TU.utg432.44	1	evm.utg432.44
evm.TU.utg432.45	1	evm.utg432.45
evm.TU.utg432.46	1	evm.utg432.46
evm.TU.utg432.47	1	evm.utg432.47
evm.TU.utg432.48	1	evm.utg432.48
evm.TU.utg432.49	1	evm.utg432.49
evm.TU.utg432.5	1	evm.utg432.5
evm.TU.utg432.50	1	evm.utg432.50
evm.TU.utg432.51	1	evm.utg432.51
evm.TU.utg432.52	1	evm.utg432.52
evm.TU.utg432.53	1	evm.utg432.53
evm.TU.utg432.54	1	evm.utg432.54
evm.TU.utg432.55	1	evm.utg432.55
evm.TU.utg432.56	1	evm.utg432.56
evm.TU.utg432.57	1	evm.utg432.57
evm.TU.utg432.58	1	evm.utg432.58
evm.TU.utg432.59	1	evm.utg432.59
evm.TU.utg432.6	1	evm.utg432.6
evm.TU.utg432.60	1	evm.utg432.60
evm.TU.utg432.61	2	evm.utg432.61,evm.utg432.61.1.5c22f0e2
evm.TU.utg432.62	1	evm.utg432.62
evm.TU.utg432.63	1	evm.utg432.63
evm.TU.utg432.64	1	evm.utg432.64
evm.TU.utg432.65	1	evm.utg432.65
evm.TU.utg432.66	1	evm.utg432.66
evm.TU.utg432.67	1	evm.utg432.67
evm.TU.utg432.68	3	evm.utg432.68.1.5c22f0e2,evm.utg432.68,evm.utg432.68.1.5c22f0e2.1.5c27951c
evm.TU.utg432.69	1	evm.utg432.69
evm.TU.utg432.7	1	evm.utg432.7
evm.TU.utg432.70	1	evm.utg432.70
evm.TU.utg432.71	1	evm.utg432.71
evm.TU.utg432.72	1	evm.utg432.72
evm.TU.utg432.73	1	evm.utg432.73
evm.TU.utg432.74	1	evm.utg432.74
evm.TU.utg432.75	1	evm.utg432.75
evm.TU.utg432.76	1	evm.utg432.76
evm.TU.utg432.77	1	evm.utg432.77
evm.TU.utg432.78	3	evm.utg432.78,evm.utg432.78.1.5c22f0eb,evm.utg432.78.2.5c22f0eb
evm.TU.utg432.79	1	evm.utg432.79
evm.TU.utg432.8	1	evm.utg432.8
evm.TU.utg432.80	5	evm.utg432.80.2.5c22f0e2,evm.utg432.80.1.5c22f0e2,evm.utg432.80,evm.utg432.80.3.5c22f0e2.1.5c27951d,evm.utg432.80.3.5c22f0e2
evm.TU.utg432.81.82	4	evm.utg432.81.82.1.5c279521,evm.utg432.81.82.2.5c279521,evm.utg432.81.82,evm.utg432.81.82.3.5c279522
evm.TU.utg432.83	1	evm.utg432.83
evm.TU.utg432.84	1	evm.utg432.84
evm.TU.utg432.85	2	evm.utg432.85,evm.utg432.85.1.5c22f0e2
evm.TU.utg432.86	1	evm.utg432.86
evm.TU.utg432.87	1	evm.utg432.87
evm.TU.utg432.88	2	evm.utg432.88,evm.utg432.88.1.5c22f0eb
evm.TU.utg432.89	1	evm.utg432.89
evm.TU.utg432.9	1	evm.utg432.9
evm.TU.utg432.90	1	evm.utg432.90
evm.TU.utg432.91	1	evm.utg432.91
evm.TU.utg432.92.93	2	evm.utg432.92.93,evm.utg432.92.93.1.5c279522
evm.TU.utg432.94	2	evm.utg432.94,evm.utg432.94.1.5c22f0e2
evm.TU.utg432.95	1	evm.utg432.95
evm.TU.utg432.96	1	evm.utg432.96
evm.TU.utg432.97	1	evm.utg432.97
evm.TU.utg432.98	3	evm.utg432.98.1.5c22f0ec,evm.utg432.98.2.5c22f0ec,evm.utg432.98
evm.TU.utg432.99	1	evm.utg432.99
evm.TU.utg4321.1	1	evm.utg4321.1
evm.TU.utg4321.2	1	evm.utg4321.2
evm.TU.utg4321.3	1	evm.utg4321.3
evm.TU.utg4321.4	1	evm.utg4321.4
evm.TU.utg4321.5	1	evm.utg4321.5
evm.TU.utg4321.6	1	evm.utg4321.6
evm.TU.utg4321.7	1	evm.utg4321.7
evm.TU.utg4321.8	1	evm.utg4321.8
evm.TU.utg4321.9	1	evm.utg4321.9
evm.TU.utg4326.1	1	evm.utg4326.1
evm.TU.utg4326.14	1	evm.utg4326.14
evm.TU.utg4326.15	4	evm.utg4326.15,evm.utg4326.15.1.5c22f0db,evm.utg4326.15.2.5c22f0db,evm.utg4326.15.2.5c22f0db.1.5c279513
evm.TU.utg4326.16	2	evm.utg4326.16,evm.utg4326.16.1.5c22f0dc
evm.TU.utg4326.17	3	evm.utg4326.17,evm.utg4326.17.1.5c22f0dd,evm.utg4326.17.1.5c22f0dd.1.5c279514
evm.TU.utg4326.18	1	evm.utg4326.18
evm.TU.utg4326.19	1	evm.utg4326.19
evm.TU.utg4326.2	1	evm.utg4326.2
evm.TU.utg4326.20	2	evm.utg4326.20.1.5c22f0dc,evm.utg4326.20
evm.TU.utg4326.21	1	evm.utg4326.21
evm.TU.utg4326.22	1	evm.utg4326.22
evm.TU.utg4326.23	1	evm.utg4326.23
evm.TU.utg4326.24	2	evm.utg4326.24,evm.utg4326.24.1.5c22f0dc
evm.TU.utg4326.25	2	evm.utg4326.25,evm.utg4326.25.1.5c22f0dd
evm.TU.utg4326.26	2	evm.utg4326.26.1.5c22f0dd,evm.utg4326.26
evm.TU.utg4326.27.28	3	evm.utg4326.27.28,evm.utg4326.27.28.1.5c279515,evm.utg4326.27.28.2.5c279515
evm.TU.utg4326.29	1	evm.utg4326.29
evm.TU.utg4326.3	1	evm.utg4326.3
evm.TU.utg4326.30	1	evm.utg4326.30
evm.TU.utg4326.31	1	evm.utg4326.31
evm.TU.utg4326.32	1	evm.utg4326.32
evm.TU.utg4326.33	1	evm.utg4326.33
evm.TU.utg4326.34	1	evm.utg4326.34
evm.TU.utg4326.35	1	evm.utg4326.35
evm.TU.utg4326.36	1	evm.utg4326.36
evm.TU.utg4326.37	1	evm.utg4326.37
evm.TU.utg4326.38	1	evm.utg4326.38
evm.TU.utg4326.39	1	evm.utg4326.39
evm.TU.utg4326.4	1	evm.utg4326.4
evm.TU.utg4326.40	1	evm.utg4326.40
evm.TU.utg4326.41	1	evm.utg4326.41
evm.TU.utg4326.42	1	evm.utg4326.42
evm.TU.utg4326.43	1	evm.utg4326.43
evm.TU.utg4326.44	1	evm.utg4326.44
evm.TU.utg4326.45	1	evm.utg4326.45
evm.TU.utg4326.46	1	evm.utg4326.46
evm.TU.utg4326.47	1	evm.utg4326.47
evm.TU.utg4326.48	1	evm.utg4326.48
evm.TU.utg4326.49	1	evm.utg4326.49
evm.TU.utg4326.5	1	evm.utg4326.5
evm.TU.utg4326.50	1	evm.utg4326.50
evm.TU.utg4326.6	1	evm.utg4326.6
evm.TU.utg4326.7	1	evm.utg4326.7
evm.TU.utg4326.8	1	evm.utg4326.8
evm.TU.utg4327.1	1	evm.utg4327.1
evm.TU.utg4327.10	1	evm.utg4327.10
evm.TU.utg4327.11	1	evm.utg4327.11
evm.TU.utg4327.12	1	evm.utg4327.12
evm.TU.utg4327.2	1	evm.utg4327.2
evm.TU.utg4327.3	1	evm.utg4327.3
evm.TU.utg4327.4	1	evm.utg4327.4
evm.TU.utg4327.5	1	evm.utg4327.5
evm.TU.utg4327.6	1	evm.utg4327.6
evm.TU.utg4327.7	1	evm.utg4327.7
evm.TU.utg4327.8	1	evm.utg4327.8
evm.TU.utg4327.9	1	evm.utg4327.9
evm.TU.utg4328.1	1	evm.utg4328.1
evm.TU.utg4328.10	1	evm.utg4328.10
evm.TU.utg4328.11	1	evm.utg4328.11
evm.TU.utg4328.12	1	evm.utg4328.12
evm.TU.utg4328.13	1	evm.utg4328.13
evm.TU.utg4328.5	1	evm.utg4328.5
evm.TU.utg4328.6	1	evm.utg4328.6
evm.TU.utg4328.7	1	evm.utg4328.7
evm.TU.utg4328.8	1	evm.utg4328.8
evm.TU.utg4328.9	1	evm.utg4328.9
evm.TU.utg43378.1	1	evm.utg43378.1
evm.TU.utg43378.10	1	evm.utg43378.10
evm.TU.utg43378.11	1	evm.utg43378.11
evm.TU.utg43378.12	1	evm.utg43378.12
evm.TU.utg43378.13	1	evm.utg43378.13
evm.TU.utg43378.14	1	evm.utg43378.14
evm.TU.utg43378.15	1	evm.utg43378.15
evm.TU.utg43378.16	1	evm.utg43378.16
evm.TU.utg43378.17	1	evm.utg43378.17
evm.TU.utg43378.2	1	evm.utg43378.2
evm.TU.utg43378.3	1	evm.utg43378.3
evm.TU.utg43378.4	1	evm.utg43378.4
evm.TU.utg43378.5	1	evm.utg43378.5
evm.TU.utg43378.6	1	evm.utg43378.6
evm.TU.utg43378.7	1	evm.utg43378.7
evm.TU.utg43378.8	1	evm.utg43378.8
evm.TU.utg43378.9	1	evm.utg43378.9
evm.TU.utg4341.1	1	evm.utg4341.1
evm.TU.utg4341.2	1	evm.utg4341.2
evm.TU.utg4341.3	1	evm.utg4341.3
evm.TU.utg4341.4	1	evm.utg4341.4
evm.TU.utg4341.5	1	evm.utg4341.5
evm.TU.utg4341.6	1	evm.utg4341.6
evm.TU.utg43451.1	1	evm.utg43451.1
evm.TU.utg43451.10	1	evm.utg43451.10
evm.TU.utg43451.11	1	evm.utg43451.11
evm.TU.utg43451.12	1	evm.utg43451.12
evm.TU.utg43451.13	1	evm.utg43451.13
evm.TU.utg43451.14	1	evm.utg43451.14
evm.TU.utg43451.15	1	evm.utg43451.15
evm.TU.utg43451.16	1	evm.utg43451.16
evm.TU.utg43451.17	1	evm.utg43451.17
evm.TU.utg43451.18	1	evm.utg43451.18
evm.TU.utg43451.19	1	evm.utg43451.19
evm.TU.utg43451.2	1	evm.utg43451.2
evm.TU.utg43451.20	1	evm.utg43451.20
evm.TU.utg43451.21	1	evm.utg43451.21
evm.TU.utg43451.22	1	evm.utg43451.22
evm.TU.utg43451.23	1	evm.utg43451.23
evm.TU.utg43451.24	1	evm.utg43451.24
evm.TU.utg43451.25	1	evm.utg43451.25
evm.TU.utg43451.26	1	evm.utg43451.26
evm.TU.utg43451.27	1	evm.utg43451.27
evm.TU.utg43451.28	1	evm.utg43451.28
evm.TU.utg43451.29	1	evm.utg43451.29
evm.TU.utg43451.3	1	evm.utg43451.3
evm.TU.utg43451.30	1	evm.utg43451.30
evm.TU.utg43451.31	1	evm.utg43451.31
evm.TU.utg43451.32.34	1	evm.utg43451.32.34
evm.TU.utg43451.33	1	evm.utg43451.33
evm.TU.utg43451.35	1	evm.utg43451.35
evm.TU.utg43451.36	1	evm.utg43451.36
evm.TU.utg43451.37	1	evm.utg43451.37
evm.TU.utg43451.38	1	evm.utg43451.38
evm.TU.utg43451.39	1	evm.utg43451.39
evm.TU.utg43451.4	1	evm.utg43451.4
evm.TU.utg43451.5	1	evm.utg43451.5
evm.TU.utg43451.6	1	evm.utg43451.6
evm.TU.utg43451.7	1	evm.utg43451.7
evm.TU.utg43451.8	1	evm.utg43451.8
evm.TU.utg43451.9	1	evm.utg43451.9
evm.TU.utg435.1	1	evm.utg435.1
evm.TU.utg435.10	1	evm.utg435.10
evm.TU.utg435.11	1	evm.utg435.11
evm.TU.utg435.12	1	evm.utg435.12
evm.TU.utg435.13	1	evm.utg435.13
evm.TU.utg435.14	1	evm.utg435.14
evm.TU.utg435.15	1	evm.utg435.15
evm.TU.utg435.16	1	evm.utg435.16
evm.TU.utg435.17	1	evm.utg435.17
evm.TU.utg435.18	1	evm.utg435.18
evm.TU.utg435.19	1	evm.utg435.19
evm.TU.utg435.2	1	evm.utg435.2
evm.TU.utg435.20	1	evm.utg435.20
evm.TU.utg435.21	1	evm.utg435.21
evm.TU.utg435.22	1	evm.utg435.22
evm.TU.utg435.23	1	evm.utg435.23
evm.TU.utg435.24	1	evm.utg435.24
evm.TU.utg435.25	1	evm.utg435.25
evm.TU.utg435.26	1	evm.utg435.26
evm.TU.utg435.27	1	evm.utg435.27
evm.TU.utg435.28	1	evm.utg435.28
evm.TU.utg435.29	1	evm.utg435.29
evm.TU.utg435.3	3	evm.utg435.3.1.5c22f0e3,evm.utg435.3,evm.utg435.3.2.5c22f0e3
evm.TU.utg435.30	1	evm.utg435.30
evm.TU.utg435.31	2	evm.utg435.31,evm.utg435.31.1.5c22f0e4
evm.TU.utg435.32	1	evm.utg435.32
evm.TU.utg435.33	1	evm.utg435.33
evm.TU.utg435.34	1	evm.utg435.34
evm.TU.utg435.35	2	evm.utg435.35,evm.utg435.35.1.5c22f0ea
evm.TU.utg435.36	1	evm.utg435.36
evm.TU.utg435.37	1	evm.utg435.37
evm.TU.utg435.38	1	evm.utg435.38
evm.TU.utg435.39	1	evm.utg435.39
evm.TU.utg435.4	1	evm.utg435.4
evm.TU.utg435.40	1	evm.utg435.40
evm.TU.utg435.41	1	evm.utg435.41
evm.TU.utg435.42	1	evm.utg435.42
evm.TU.utg435.43	1	evm.utg435.43
evm.TU.utg435.44	1	evm.utg435.44
evm.TU.utg435.45	9	evm.utg435.45,evm.utg435.45.2.5c22f0e5.1.5c279519,evm.utg435.45.1.5c22f0e5,evm.utg435.45.2.5c22f0e5,evm.utg435.45.3.5c22f0e5,evm.utg435.45.4.5c22f0e5,evm.utg435.45.5.5c22f0e6,evm.utg435.45.6.5c22f0e6,evm.utg435.45.7.5c22f0e6
evm.TU.utg435.46	1	evm.utg435.46
evm.TU.utg435.47	1	evm.utg435.47
evm.TU.utg435.48	2	evm.utg435.48,evm.utg435.48.1.5c22f0e6
evm.TU.utg435.49	1	evm.utg435.49
evm.TU.utg435.5	1	evm.utg435.5
evm.TU.utg435.50	1	evm.utg435.50
evm.TU.utg435.51	1	evm.utg435.51
evm.TU.utg435.52	1	evm.utg435.52
evm.TU.utg435.53	1	evm.utg435.53
evm.TU.utg435.54	1	evm.utg435.54
evm.TU.utg435.55	3	evm.utg435.55,evm.utg435.55.1.5c27951d,evm.utg435.55.2.5c27951d
evm.TU.utg435.56	1	evm.utg435.56
evm.TU.utg435.57	1	evm.utg435.57
evm.TU.utg435.58	1	evm.utg435.58
evm.TU.utg435.59	1	evm.utg435.59
evm.TU.utg435.6	1	evm.utg435.6
evm.TU.utg435.60	1	evm.utg435.60
evm.TU.utg435.61	1	evm.utg435.61
evm.TU.utg435.62	1	evm.utg435.62
evm.TU.utg435.63	1	evm.utg435.63
evm.TU.utg435.64	1	evm.utg435.64
evm.TU.utg435.65	1	evm.utg435.65
evm.TU.utg435.66	1	evm.utg435.66
evm.TU.utg435.67	1	evm.utg435.67
evm.TU.utg435.68	4	evm.utg435.68,evm.utg435.68.2.5c22f0e7,evm.utg435.68.1.5c22f0e7,evm.utg435.68.3.5c22f0e7
evm.TU.utg435.69	1	evm.utg435.69
evm.TU.utg435.7	1	evm.utg435.7
evm.TU.utg435.70	1	evm.utg435.70
evm.TU.utg435.71	1	evm.utg435.71
evm.TU.utg435.72	1	evm.utg435.72
evm.TU.utg435.73	5	evm.utg435.73.1.5c22f0e8,evm.utg435.73,evm.utg435.73.2.5c22f0e8,evm.utg435.73.3.5c22f0e8,evm.utg435.73.4.5c22f0e8
evm.TU.utg435.74	3	evm.utg435.74,evm.utg435.74.1.5c22f0eb,evm.utg435.74.2.5c22f0ec
evm.TU.utg435.75	3	evm.utg435.75.1.5c27951b,evm.utg435.75,evm.utg435.75.2.5c27951b
