mrna_id	protein_length
evm.utg1226.9	181
evm.utg1226.10	184
evm.utg1226.11	1124
evm.utg1226.12	455
evm.utg1226.13	211
evm.utg1226.13.1.5c22e966	211
evm.utg1226.14	126
evm.utg1226.15	673
evm.utg1226.16	138
evm.utg1226.17	369
evm.utg1226.18	548
evm.utg1226.18.1.5c22e964	389
evm.utg1226.19	111
evm.utg1226.20	1093
evm.utg1226.21	1033
evm.utg1226.22	1075
evm.utg1226.23	341
evm.utg1226.23.1.5c22e960	333
evm.utg1226.23.2.5c22e960	253
evm.utg1226.24	519
evm.utg1226.25	125
evm.utg1226.25.1.5c22e961	95
evm.utg1226.26.1.5c22e961	196
evm.utg1226.26	231
evm.utg1226.26.2.5c22e961	226
evm.utg1226.26.3.5c22e961	191
evm.utg1226.26.3.5c22e961.1.5c278f5f	134
evm.utg1226.27	139
evm.utg1226.28	400
evm.utg1226.29	201
evm.utg1226.30	144
evm.utg1226.31	370
evm.utg1230.1	857
evm.utg1230.2	366
evm.utg1230.2.1.5c22e95e	276
evm.utg1230.2.1.5c22e95e.1.5c278f5c	200
evm.utg1230.3	247
evm.utg1230.4	788
evm.utg1230.4.1.5c22e95e	759
evm.utg1230.5	459
utg1230.equina_smart_1141811.mrna1	53
evm.utg1230.6	936
evm.utg1230.7	225
evm.utg1230.8	299
evm.utg1230.9	616
evm.utg1230.10	127
evm.utg1230.11	485
evm.utg1230.12	1136
evm.utg1230.13	505
evm.utg1230.14	102
evm.utg1230.15	80
evm.utg1230.16	169
evm.utg1230.17	225
evm.utg1230.18	211
evm.utg1230.19	233
evm.utg1230.20	186
evm.utg1230.21	287
evm.utg1230.22	304
evm.utg1230.23	302
evm.utg1230.24	152
evm.utg1230.25	288
evm.utg1230.26	316
evm.utg1230.27	290
evm.utg1230.28	307
evm.utg1230.29	307
evm.utg1230.30	536
evm.utg1230.31	106
evm.utg1230.32	117
evm.utg1230.33	823
evm.utg1230.34	139
evm.utg1230.35	144
evm.utg1230.35.1.5c278f5d	106
utg1230.equina_smart_1431290.mrna1	37
evm.utg1230.36	69
evm.utg1230.37.2.5c22e961	973
evm.utg1230.37.1.5c22e960	870
evm.utg1230.37	1043
evm.utg1231.1	407
evm.utg1231.2	462
evm.utg1231.3	343
evm.utg1231.4	207
evm.utg1231.5	510
evm.utg1231.6	768
evm.utg1231.7	231
evm.utg1231.8	183
evm.utg1231.9	1037
evm.utg1231.10	594
evm.utg1231.11	1415
evm.utg1231.11.1.5c22e965	1365
utg1231.equina_smart_1431318.mrna1	196
utg1231.equina_smart_1285135.mrna2	108
evm.utg1231.12.1.5c22e966	889
evm.utg1231.12	1543
evm.utg1231.12.1.5c278f5e	1092
evm.utg1231.13	430
evm.utg1231.14	117
evm.utg1234.1	120
evm.utg1234.2	287
evm.utg1234.3	114
evm.utg1234.4	287
evm.utg1234.5	428
evm.utg1234.6	183
evm.utg1234.7	73
evm.utg1234.8	334
evm.utg1234.9	305
evm.utg1234.10	373
evm.utg1234.11	322
evm.utg1234.12.1.5c22e969	193
evm.utg1234.12.2.5c22e969	193
evm.utg1234.12	160
evm.utg1234.13	292
evm.utg1234.14	1538
evm.utg1234.15	381
evm.utg1234.15.1.5c22e96b	305
evm.utg1234.16	571
utg1234.equina_smart_1740197.mrna7	206
evm.utg1234.17	281
evm.utg1234.18	204
evm.utg1234.19	193
evm.utg1234.20	739
evm.utg1234.21	332
evm.utg1234.22	93
evm.utg1234.23	545
evm.utg1234.24	125
evm.utg1234.24.1.5c22e96b	88
evm.utg1234.25	277
evm.utg1234.26	416
evm.utg1234.27	220
evm.utg1234.28	822
evm.utg1234.29	314
evm.utg1234.30	275
utg1234.equina_smart_392576.mrna1	105
evm.utg1234.31	248
evm.utg1236.1	152
evm.utg1236.2	932
evm.utg1236.3	378
evm.utg1236.3.1.5c22e970	346
evm.utg1236.4	873
evm.utg1236.5	749
evm.utg1236.5.1.5c22e96d	725
evm.utg1236.5.2.5c22e96d	744
evm.utg1236.6	364
evm.utg1236.7	221
evm.utg1236.7.1.5c22e96d	229
evm.utg1236.8	94
evm.utg1236.9	448
evm.utg1236.10	602
evm.utg1236.11	94
evm.utg1236.12	113
evm.utg1236.13	857
evm.utg1236.14	145
evm.utg1236.15	907
evm.utg1236.16	124
evm.utg1236.17	1505
evm.utg1236.18	236
evm.utg1236.19	380
evm.utg1236.20	318
evm.utg1236.21	159
evm.utg1236.22	612
evm.utg1236.23	215
evm.utg1236.24	147
evm.utg1236.25	132
evm.utg1236.26	753
evm.utg1236.27	352
evm.utg1236.28	466
evm.utg1236.29	94
evm.utg1236.30	625
evm.utg1236.31	104
evm.utg1236.32	126
evm.utg1236.33	286
evm.utg1236.34	325
evm.utg1236.35	371
evm.utg1236.36	927
evm.utg1236.36.1.5c22e96e	818
evm.utg1236.37	211
evm.utg1236.38	324
evm.utg1236.39	321
evm.utg1236.40	926
utg1236.equina_smart_1597874.mrna6	128
evm.utg1236.41	2502
evm.utg1236.42	307
evm.utg1236.42.1.5c22e971	235
evm.utg1236.43	491
evm.utg1236.44	1497
evm.utg1236.44.1.5c22e96e	1326
evm.utg1239.1	159
evm.utg1239.2	82
evm.utg1239.3	124
evm.utg1239.4	158
evm.utg1239.5	407
evm.utg1239.6	193
evm.utg1239.7	268
evm.utg1239.8	191
evm.utg1239.9	191
evm.utg1239.10	279
evm.utg1239.11	156
evm.utg1239.12	764
evm.utg1239.13	331
evm.utg1239.14	92
evm.utg1239.15	263
evm.utg1239.16	507
evm.utg1239.17	389
evm.utg1239.18	201
evm.utg1239.19	122
evm.utg1239.20	124
evm.utg1239.21	232
evm.utg1239.22	1182
evm.utg1239.22.1.5c22e972	1127
evm.utg1239.23	122
evm.utg1239.24	121
evm.utg1239.25	1246
utg1239.evm.utg1162.14.mrna2	169
evm.utg1239.26	215
evm.utg1239.27	72
evm.utg1239.28	154
evm.utg1239.29	212
evm.utg1243.1	203
evm.utg1243.2	1289
evm.utg1243.3	432
evm.utg1243.4	512
evm.utg1243.5	252
evm.utg1243.6	95
evm.utg1243.7	226
evm.utg1243.8	1347
utg1243.equina_smart_1796609.mrna2	32
evm.utg1243.9	182
evm.utg1243.10	318
evm.utg1243.11	374
evm.utg1243.12	140
evm.utg1243.13	420
evm.utg1243.14	370
evm.utg1243.15	968
evm.utg1243.16	423
evm.utg1243.17	420
evm.utg1243.18	366
evm.utg1243.19	212
evm.utg1249.1	78
evm.utg1249.2	210
evm.utg1249.3	68
evm.utg1249.4	111
evm.utg1249.6	572
evm.utg1249.7	225
evm.utg1249.7.1.5c22e97e.1.5c278f6d	254
evm.utg1249.7.1.5c22e97e	253
evm.utg1249.7.1.5c22e97e.2.5c278f6e	196
evm.utg1249.8	130
evm.utg1249.9	477
evm.utg1249.10	1088
evm.utg1249.11	292
evm.utg1249.12	268
evm.utg1249.13	166
evm.utg1249.14	859
evm.utg1249.15	590
evm.utg1249.16	135
evm.utg1249.17	160
evm.utg1249.18	175
evm.utg1249.19	890
evm.utg1249.20	94
evm.utg1249.21	324
evm.utg1249.22	161
evm.utg1249.23	141
evm.utg1249.24	207
evm.utg1249.25	1034
evm.utg1249.26	342
evm.utg1249.27	426
evm.utg1249.28	208
evm.utg1249.29	113
evm.utg1251.1	320
evm.utg1251.2	566
evm.utg1251.3	464
evm.utg1251.4	602
utg1251.equina_smart_672733.mrna1	226
evm.utg1251.5	470
evm.utg1251.5.1.5c22e97f	435
evm.utg1251.5.2.5c22e97f	348
evm.utg1251.6	507
evm.utg1251.6.1.5c22e982	531
evm.utg1251.6.2.5c22e982	456
evm.utg1251.6.3.5c22e982	371
evm.utg1251.7	361
evm.utg1251.8	526
evm.utg1251.8.1.5c22e980	497
evm.utg1251.9	92
evm.utg1251.10	827
evm.utg1251.11	1999
evm.utg1251.11.1.5c22e981	1903
evm.utg1251.12	266
evm.utg1253.1	294
evm.utg1253.2	220
evm.utg1253.3	331
evm.utg1253.4	388
evm.utg1253.5	600
evm.utg1253.6	212
evm.utg1253.7	1236
evm.utg1253.8	180
evm.utg1253.9	145
evm.utg1253.10	202
evm.utg1253.11	425
evm.utg1253.12	173
evm.utg1253.13	162
evm.utg1253.14	170
evm.utg1253.15	132
evm.utg1253.16	89
evm.utg1253.17	151
evm.utg1253.18	144
evm.utg1253.19	376
evm.utg1253.20	740
evm.utg1253.21	175
evm.utg1253.22	262
evm.utg1253.23	520
evm.utg1253.24.1.5c22e987	1342
evm.utg1253.24	1342
evm.utg1253.25	112
evm.utg1253.26	184
evm.utg1253.27	250
evm.utg1253.28	187
evm.utg1253.29	116
evm.utg1253.30	172
evm.utg1253.31	196
evm.utg1253.32	189
evm.utg1253.33	877
evm.utg1253.34	134
evm.utg1253.35	124
evm.utg1253.36	454
evm.utg1253.37	383
evm.utg1253.38	95
evm.utg1253.39	448
evm.utg1253.40	386
evm.utg1253.42	230
evm.utg1253.43	202
evm.utg1253.44	422
evm.utg1253.45	345
evm.utg1253.46	386
evm.utg1253.47	95
evm.utg1253.48	455
utg1253.evm.utg560.14.mrna8	78
evm.utg1253.49	111
evm.utg1253.50	238
evm.utg1253.51	789
evm.utg1253.52	647
evm.utg1253.53	234
evm.utg1253.54	334
evm.utg1253.55	99
evm.utg1253.56	119
evm.utg1253.57	125
evm.utg1253.58	153
evm.utg1253.59	230
evm.utg1253.60	185
evm.utg1253.61	99
evm.utg1253.62	191
evm.utg1253.63	194
evm.utg1253.64	115
evm.utg1253.65	94
evm.utg1253.66	108
evm.utg1253.67	120
evm.utg1253.68	302
evm.utg1253.69	158
evm.utg1253.70	124
evm.utg1253.71	609
evm.utg1253.72	302
evm.utg1253.73	676
evm.utg1253.74	416
evm.utg1253.75	490
evm.utg1253.76	251
evm.utg1253.77	222
evm.utg1253.80	229
evm.utg1253.81	145
evm.utg1253.82	493
evm.utg1253.83	222
evm.utg1253.83.1.5c22e986	227
evm.utg1253.84	202
evm.utg1253.85	230
evm.utg1253.86	214
evm.utg1253.87	307
evm.utg1253.90	342
utg1253.equina_smart_1847890.mrna4	503
evm.utg1253.91	78
evm.utg1253.92	721
evm.utg1253.93	201
evm.utg1256.1	122
evm.utg1256.2	393
evm.utg1256.3	393
utg1256.evm.utg14366.23.mrna7	97
evm.utg1256.4	124
evm.utg1256.5	372
evm.utg1256.6	108
evm.utg1256.7	460
evm.utg1256.8	121
evm.utg1256.9	96
evm.utg1256.10	442
evm.utg1256.11	96
evm.utg1256.12	241
evm.utg1256.13	167
evm.utg1256.14	132
evm.utg1256.15	230
evm.utg1256.16	94
evm.utg1256.17	319
evm.utg1256.18	155
evm.utg1256.19	317
evm.utg1256.20	124
evm.utg1256.21	97
evm.utg1256.22	267
evm.utg1256.23	362
utg1256.evm.utg3725.51.mrna7	118
evm.utg1256.24	439
evm.utg1256.25	319
evm.utg1256.26	744
evm.utg1256.27	318
evm.utg1256.28	199
evm.utg1257.1	197
evm.utg1257.2	239
evm.utg1257.3	113
evm.utg1257.4	154
evm.utg1257.5	190
evm.utg1257.6	532
evm.utg1257.7	378
evm.utg1257.8	1029
evm.utg1257.9	282
evm.utg1257.10	134
evm.utg1265.1	386
evm.utg1265.2	150
evm.utg1265.3	418
evm.utg1265.4	312
evm.utg1270.1	512
evm.utg1270.2	183
evm.utg1270.3	174
evm.utg1270.4	315
evm.utg1270.5	221
evm.utg1270.6	147
evm.utg1270.7	323
evm.utg1270.8	881
evm.utg1270.9	158
evm.utg1270.10	239
evm.utg1270.11	747
evm.utg1270.12	137
evm.utg1270.13	123
evm.utg1270.14	725
evm.utg1270.14.1.5c22e9b0	506
evm.utg1270.14.2.5c22e9b0	494
evm.utg1270.14.2.5c22e9b0.1.5c278f89	672
evm.utg1270.14.3.5c22e9b0	550
evm.utg1270.15	1116
evm.utg1270.16	272
evm.utg1270.17	336
evm.utg1270.18	311
evm.utg1270.19	79
evm.utg1270.20	547
evm.utg1270.21.1.5c22e9b2	138
evm.utg1270.21	186
evm.utg1270.22.2.5c22e9b1	707
evm.utg1270.22.1.5c22e9b1	747
evm.utg1270.22	890
evm.utg1270.23.1.5c22e9b2	1001
evm.utg1270.23.2.5c22e9b3	1045
evm.utg1270.23	889
evm.utg1270.24	130
evm.utg1270.25	395
evm.utg1270.26	288
evm.utg1270.27	280
evm.utg1270.28	201
evm.utg1270.29	537
evm.utg1270.29.1.5c22e9b1	537
evm.utg1270.30	424
evm.utg1270.30.1.5c22e9b3	334
evm.utg1270.31	372
evm.utg1270.31.1.5c278f89	279
evm.utg1270.31.2.5c278f89	301
evm.utg1270.32	399
utg1270.equina_smart_1889403.mrna3	162
evm.utg1270.33	212
evm.utg1270.34	139
evm.utg1270.35	124
evm.utg1270.36	470
utg1270.evm.utg50879.4.mrna2	72
evm.utg1270.37	197
evm.utg1270.40	222
evm.utg1271.1	384
evm.utg1271.2	859
evm.utg1271.3	384
evm.utg1271.4	859
evm.utg1271.5	301
evm.utg1271.6	247
evm.utg1271.8	999
evm.utg1271.9	306
evm.utg1271.10	132
evm.utg1271.11	1022
evm.utg1271.12	144
evm.utg1271.13	354
evm.utg1271.14	165
evm.utg1271.15	236
evm.utg1271.16	283
evm.utg1271.17	89
evm.utg1271.18	163
evm.utg1271.19	168
evm.utg1271.20	279
evm.utg1271.21	403
evm.utg1271.22	654
evm.utg1271.23	152
evm.utg1271.24	322
evm.utg1271.25	429
evm.utg1271.26	157
evm.utg1271.27	243
evm.utg1271.28	368
evm.utg1271.29	150
evm.utg1271.30	196
evm.utg1271.31	223
evm.utg1271.32	141
evm.utg1271.33	106
evm.utg1271.34	114
evm.utg1271.35	79
evm.utg1271.36	78
evm.utg1271.37	174
evm.utg1271.38	98
evm.utg1271.39	524
evm.utg1271.40	317
evm.utg1271.42	137
evm.utg1271.45	203
evm.utg1271.47	145
evm.utg1271.48	492
evm.utg1271.49	471
evm.utg1271.50	121
evm.utg1271.51	200
evm.utg1271.54	216
evm.utg1271.55	242
evm.utg1271.56	153
evm.utg1271.57	623
evm.utg1271.58	278
evm.utg1271.59	127
evm.utg1271.60	166
evm.utg1271.61	643
evm.utg1271.63	311
evm.utg1271.64	118
evm.utg1271.65	962
evm.utg1271.66	588
evm.utg1271.67	141
evm.utg1271.68	153
evm.utg1271.69	189
evm.utg1271.70	82
evm.utg1271.71	133
evm.utg1271.72	295
utg1271.evm.utg616.112.mrna7	112
utg1271.evm.utg48.47.mrna3	192
evm.utg1271.73	249
evm.utg1271.74	92
evm.utg1271.75	191
evm.utg1271.76	687
evm.utg1271.77	303
evm.utg1271.78	326
evm.utg1271.79	99
evm.utg1271.80	464
evm.utg1271.81	250
evm.utg1271.82	386
evm.utg1271.85	293
evm.utg1271.86	117
evm.utg1271.87	189
evm.utg1271.88	233
evm.utg1271.89	453
evm.utg1271.90	1367
evm.utg1271.91	240
evm.utg1271.92	423
evm.utg1271.93	439
evm.utg1271.94	135
evm.utg1271.95	116
evm.utg1271.96	128
evm.utg1271.97	246
evm.utg1271.98	428
evm.utg1271.99	487
evm.utg1271.100	105
evm.utg1271.101	72
evm.utg1271.102	246
evm.utg1271.103	233
evm.utg1271.104	213
evm.utg1271.105	143
utg1271.evm.utg580.50.mrna4	142
evm.utg1271.106	99
evm.utg1271.107	148
evm.utg1271.108	1444
evm.utg1271.109	120
evm.utg1271.110	334
evm.utg1271.111	97
evm.utg1271.112	216
evm.utg1271.113	207
evm.utg1271.114	126
evm.utg1271.115	813
utg1271.equina_smart_1835967.mrna6	51
evm.utg1271.117	235
evm.utg1271.118	229
utg1271.evm.utg589.40.mrna4	85
evm.utg1271.119	509
evm.utg1272.1	503
evm.utg1272.1.1.5c22e9b7	447
evm.utg1272.2	109
evm.utg1272.3	778
evm.utg1272.4	158
evm.utg1272.5	260
evm.utg1272.7	194
evm.utg1272.8	1055
evm.utg1272.9	147
evm.utg1272.10	305
evm.utg1272.11	393
evm.utg1272.12	414
evm.utg1272.12.1.5c278f8d	307
evm.utg1272.13	608
evm.utg1272.13.1.5c22e9c5	491
evm.utg1272.14	722
evm.utg1272.15	211
evm.utg1272.16	840
evm.utg1272.17	1285
evm.utg1272.17.1.5c22e9b9	1198
evm.utg1272.18	343
evm.utg1272.19	202
evm.utg1272.19.1.5c22e9b9	144
evm.utg1272.20	435
evm.utg1272.21	262
evm.utg1272.22	143
evm.utg1272.23	566
utg1272.equina_smart_1484717.mrna1	107
evm.utg1272.24	751
evm.utg1272.25	235
evm.utg1272.26	107
evm.utg1272.27	159
evm.utg1272.28	359
evm.utg1272.28.1.5c22e9ba	272
evm.utg1272.28.2.5c22e9ba	341
evm.utg1272.29	750
evm.utg1272.29.1.5c22e9c6	763
evm.utg1272.29.1.5c278f94	554
evm.utg1272.29.2.5c278f94	537
evm.utg1272.30	180
evm.utg1272.31	294
evm.utg1272.32	341
evm.utg1272.33	700
evm.utg1272.33.1.5c22e9ba	686
evm.utg1272.33.2.5c22e9bb.1.5c278f8e	438
evm.utg1272.33.2.5c22e9bb	625
evm.utg1272.34	249
evm.utg1272.34.1.5c22e9c6	201
evm.utg1272.35	123
evm.utg1272.36	70
evm.utg1272.37	862
evm.utg1272.37.1.5c22e9bb	862
evm.utg1272.38	311
evm.utg1272.39	435
evm.utg1272.40	344
evm.utg1272.41	327
evm.utg1272.42	208
evm.utg1272.43	69
evm.utg1272.44	83
evm.utg1272.45	697
evm.utg1272.45.1.5c22e9bc	443
evm.utg1272.45.1.5c22e9bc.1.5c278f8f	404
evm.utg1272.45.2.5c22e9bc	672
evm.utg1272.45.1.5c22e9bc.2.5c278f8f	328
evm.utg1272.46	590
evm.utg1272.46.1.5c22e9bc	569
evm.utg1272.47	81
utg1272.equina_smart_1431727.mrna1	56
evm.utg1272.48	2550
evm.utg1272.49	978
evm.utg1272.49.1.5c22e9bc	865
evm.utg1272.50	561
evm.utg1272.51	150
evm.utg1272.52	739
evm.utg1272.52.1.5c22e9bd	720
evm.utg1272.52.2.5c22e9be	578
evm.utg1272.53	525
evm.utg1272.53.1.5c22e9be	446
evm.utg1272.54	517
evm.utg1272.54.1.5c22e9c7	376
evm.utg1272.54.1.5c22e9c7.1.5c278f94	326
evm.utg1272.55	346
evm.utg1272.56	188
evm.utg1272.57	193
evm.utg1272.58	216
evm.utg1272.59	90
evm.utg1272.60	494
evm.utg1272.60.1.5c22e9be	369
evm.utg1272.61	354
evm.utg1272.62	332
evm.utg1272.63	228
evm.utg1272.64	2467
utg1272.equina_smart_1694720.mrna1	49
evm.utg1272.65	349
evm.utg1272.66	298
evm.utg1272.66.1.5c22e9bf	254
evm.utg1272.67	95
evm.utg1272.68	575
evm.utg1272.69	356
evm.utg1272.70	436
evm.utg1272.71	251
evm.utg1272.72	215
evm.utg1272.73	302
evm.utg1272.74	1012
evm.utg1272.75	726
utg1272.equina_smart_16100.mrna1	75
evm.utg1272.76	1764
evm.utg1272.76.1.5c22e9c0	1651
evm.utg1272.77	286
evm.utg1272.77.1.5c22e9c7	279
evm.utg1272.77.2.5c22e9c8	212
evm.utg1272.77.3.5c22e9c8	205
evm.utg1272.78	1294
utg1272.equina_smart_1609707.mrna3	520
evm.utg1272.79	200
evm.utg1272.80	302
evm.utg1272.81	314
evm.utg1272.82	1175
evm.utg1272.82.1.5c22e9c8	1133
evm.utg1272.82.2.5c22e9c8	827
evm.utg1272.82.2.5c22e9c8.1.5c278f95	785
evm.utg1272.83	801
utg1272.equina_smart_1324832.mrna1	60
evm.utg1272.84	297
evm.utg1272.85	121
evm.utg1272.86	239
evm.utg1272.87	604
evm.utg1272.88	204
evm.utg1272.89	1392
evm.utg1272.90	281
evm.utg1272.91	1330
evm.utg1272.92	99
evm.utg1272.93	129
evm.utg1272.94	988
evm.utg1272.95	97
evm.utg1272.96	146
evm.utg1272.97	2251
evm.utg1272.98	116
evm.utg1272.99	866
evm.utg1272.100	118
evm.utg1272.101	138
evm.utg1272.102	431
evm.utg1272.103	213
evm.utg1272.104	1181
evm.utg1272.105	213
evm.utg1272.106	1798
evm.utg1272.107	124
evm.utg1272.108	231
evm.utg1272.109	141
evm.utg1272.110	976
evm.utg1272.111	408
evm.utg1272.112	365
evm.utg1272.113	326
evm.utg1272.114	297
evm.utg1272.115	721
evm.utg1272.115.1.5c278f91	518
evm.utg1272.116	739
evm.utg1272.117	417
evm.utg1272.117.1.5c22e9c2	393
evm.utg1272.117.2.5c22e9c2	339
evm.utg1272.118	141
evm.utg1272.119	384
evm.utg1272.120	587
evm.utg1272.121	138
evm.utg1272.122	86
evm.utg1272.123	171
evm.utg1272.124	331
evm.utg1272.125	132
evm.utg1272.126	335
evm.utg1272.127	775
evm.utg1272.128	231
evm.utg1272.129	1068
evm.utg1272.133	406
evm.utg1272.133.1.5c22e9c9	406
evm.utg1272.130	360
evm.utg1272.131	127
evm.utg1272.132	125
evm.utg1272.134	103
evm.utg1272.135	226
evm.utg1272.136	2167
evm.utg1272.137	337
evm.utg1272.140	410
evm.utg1272.138	534
evm.utg1272.139	67
evm.utg1272.141	520
evm.utg1272.142	320
evm.utg1272.143	378
evm.utg1272.144	118
evm.utg1272.145	361
evm.utg1272.146	156
evm.utg1272.147	895
evm.utg1272.148	535
evm.utg1272.149	144
evm.utg1272.150	302
evm.utg1272.151	685
evm.utg1272.152	581
utg1272.equina_smart_262350.mrna2	701
evm.utg1272.153	205
evm.utg1272.154	143
evm.utg1272.155	120
evm.utg1272.156	209
evm.utg1272.157	209
evm.utg1272.158	88
evm.utg1272.159	418
evm.utg1272.160	85
evm.utg1272.161	484
evm.utg1272.162	320
evm.utg1272.163	708
evm.utg1272.164	463
evm.utg1272.165	499
evm.utg1272.166	247
evm.utg1272.167	237
evm.utg1272.168	870
evm.utg1272.169	480
evm.utg1272.170	700
evm.utg1272.171	400
evm.utg1272.172	386
evm.utg1272.173	354
evm.utg1272.174	124
evm.utg1272.175	82
evm.utg1272.176	279
evm.utg1272.177	287
evm.utg1272.178	698
evm.utg1272.179	410
evm.utg1272.180	382
evm.utg1277.1	63
evm.utg1277.2.2.5c22e9cb	1995
evm.utg1277.2	1966
evm.utg1277.2.1.5c22e9ca	1768
evm.utg1277.3	938
evm.utg1277.4	590
evm.utg1277.4.1.5c22e9bd	555
evm.utg1277.5	534
evm.utg1277.5.1.5c22e9cb	379
evm.utg1277.5.2.5c22e9cb	408
evm.utg1277.5.3.5c22e9cb	563
evm.utg1277.5.1.5c22e9cb.1.5c278f97	274
evm.utg1277.6	118
evm.utg1277.7	1015
evm.utg1277.8	407
evm.utg1277.9	192
utg1277.equina_smart_1489033.mrna1	123
evm.utg1277.10	488
evm.utg1277.11	643
evm.utg1277.12	233
evm.utg1277.13	321
evm.utg1277.14	181
evm.utg1277.15	181
evm.utg1277.16	118
evm.utg1277.17	245
evm.utg1277.17.1.5c22e9cc	194
evm.utg1277.17.1.5c22e9cc.1.5c278f98	220
evm.utg1277.18	303
evm.utg1277.18.1.5c22e9cc	303
evm.utg1277.19	1134
evm.utg1277.20	140
evm.utg1277.21	118
evm.utg1277.22	253
evm.utg1277.23.1.5c22e9bf	1575
evm.utg1277.23	1599
evm.utg1277.23.2.5c22e9bf	1286
evm.utg1277.24	3088
evm.utg1277.24.1.5c22e9c0	2510
evm.utg1277.24.2.5c22e9c1	2463
evm.utg1277.24.3.5c22e9c1	3099
evm.utg1277.24.4.5c22e9c1	3088
evm.utg1277.25	535
evm.utg1277.26	428
evm.utg1277.27	161
evm.utg1277.28	804
utg1277.equina_smart_1017137.mrna1	192
utg1277.equina_smart_903033.mrna2	216
evm.utg1277.29.2.5c22e9c1	494
evm.utg1277.29.1.5c22e9c1	397
evm.utg1277.29	494
evm.utg1277.30	78
evm.utg1277.31	99
evm.utg1277.32	340
evm.utg1277.32.1.5c22e9cd	302
evm.utg1277.33	467
evm.utg1277.34	536
evm.utg1277.34.1.5c22e9c2	477
evm.utg1277.35.1.5c22e9cd	662
evm.utg1277.35	905
evm.utg1277.36	99
evm.utg1277.37.1.5c22e9cd	1024
evm.utg1277.37	1405
evm.utg1277.37.1.5c22e9cd.1.5c278f98	820
evm.utg1277.38	678
evm.utg1277.39	539
evm.utg1277.40	136
evm.utg1277.41	184
evm.utg1277.42	455
evm.utg1277.43	934
evm.utg1277.44	700
evm.utg1277.44.1.5c278f92	555
evm.utg1277.44.2.5c278f92	553
evm.utg1277.45	227
evm.utg1277.46	502
evm.utg1277.46.1.5c22e9c3	445
evm.utg1277.46.1.5c22e9c3.1.5c278f93	341
evm.utg1277.46.2.5c22e9c4	361
evm.utg1277.47	190
evm.utg1277.48	215
evm.utg1277.49	358
utg1278.equina_smart_1836520.mrna7	56
evm.utg1278.1	443
evm.utg1278.2	1278
evm.utg1278.2.1.5c22e9ce	1156
evm.utg1278.3.1.5c22e9db	597
evm.utg1278.3	630
evm.utg1278.4	140
evm.utg1278.5	592
evm.utg1278.6	559
evm.utg1278.7	535
evm.utg1278.7.1.5c22e9dc	467
evm.utg1278.8	740
evm.utg1278.8.1.5c22e9dc	592
evm.utg1278.9	363
evm.utg1278.10	457
utg1278.equina_smart_555639.mrna1	129
evm.utg1278.11	1825
evm.utg1278.12.2.5c22e9d0	440
evm.utg1278.12.1.5c22e9cf	522
evm.utg1278.12	564
evm.utg1278.13	469
evm.utg1278.14	758
evm.utg1278.15	154
evm.utg1278.16	190
evm.utg1278.17	985
evm.utg1278.17.1.5c22e9d0	846
evm.utg1278.17.1.5c22e9d0.1.5c278f9a	613
evm.utg1278.18	486
evm.utg1278.19	247
utg1278.equina_smart_1714657utrorf.mrna12	193
evm.utg1278.20	891
evm.utg1278.21	213
evm.utg1278.22	212
evm.utg1278.23	181
evm.utg1278.24	895
evm.utg1278.25	285
evm.utg1278.26	383
evm.utg1278.27	328
evm.utg1278.27.1.5c22e9de	267
evm.utg1278.28	224
evm.utg1278.29	278
evm.utg1278.30	225
evm.utg1278.30.1.5c22e9d1	178
evm.utg1278.31	326
evm.utg1278.31.3.5c22e9d2.1.5c278f9b	184
evm.utg1278.31.1.5c22e9d2	353
evm.utg1278.31.2.5c22e9d2	211
evm.utg1278.31.3.5c22e9d2	211
evm.utg1278.32.37	1043
evm.utg1278.32.37.1.5c278fa2	1046
evm.utg1278.32.37.2.5c278fa2	1042
evm.utg1278.32.37.3.5c278fa3	1046
evm.utg1278.32.37.4.5c278fa3	791
evm.utg1278.33	654
utg1278.equina_smart_112080.mrna1	256
evm.utg1278.34	318
evm.utg1278.35	210
evm.utg1278.36	630
evm.utg1278.36.1.5c22e9d3	624
evm.utg1278.36.2.5c22e9d3	512
evm.utg1278.38	339
evm.utg1278.38.1.5c22e9de	344
evm.utg1278.39.41	865
evm.utg1278.40	98
evm.utg1278.42.43.44	675
evm.utg1278.42.43.44.1.5c278fa3	677
evm.utg1278.42.43.44.2.5c278fa3	489
evm.utg1278.45	236
evm.utg1278.46	133
utg1278.equina_smart_1432188.mrna1	90
evm.utg1278.47	857
evm.utg1278.48	428
evm.utg1278.49	489
evm.utg1278.50	234
evm.utg1278.51	94
evm.utg1278.52	237
evm.utg1278.53	255
evm.utg1278.54	304
evm.utg1278.55	835
evm.utg1278.56	338
evm.utg1278.57	488
evm.utg1278.58	305
evm.utg1278.58.1.5c22e9d4	270
evm.utg1278.58.2.5c22e9d5	299
evm.utg1278.58.3.5c22e9d5	264
evm.utg1278.58.4.5c22e9d5	270
evm.utg1278.58.5.5c22e9d5	256
evm.utg1278.59	367
evm.utg1278.59.1.5c22e9e0	340
evm.utg1278.60	229
evm.utg1278.61	239
evm.utg1278.62	529
evm.utg1278.63	160
evm.utg1278.63.1.5c22e9d6	167
evm.utg1278.64	1029
evm.utg1278.64.1.5c22e9e1	992
evm.utg1278.65	623
evm.utg1278.66	472
evm.utg1278.67	138
evm.utg1278.68	353
evm.utg1278.69	475
evm.utg1278.70	145
evm.utg1278.71	257
