# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "0" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_unstranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
evm.TU.utg1825.39	utg1825	563572	563799	-	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg1825.40	utg1825;utg1825	564814;565599	565164;565664	-;-	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg1825.41	utg1825;utg1825;utg1825	567678;571750;572160	567997;572105;572569	-;-;-	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
evm.TU.utg1825.42	utg1825;utg1825	572628;573936	573474;574216	-;-	1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg1825.43	utg1825;utg1825	577660;579125	577812;579247	-;-	276	2246	1294	1410	940	387	9613	1124	9370	2132	2496	82	1280	1249	1719	499	1151	1086	2603	9117	14642	1047	3715	983	3	3596	5753	2304	1713	100	2640	35	44
evm.TU.utg1825.44	utg1825	583626	583940	-	315	23	75	29	7	123	28	19	33	74	26	24	23	143	46	139	43	4	60	46	79	13	23	9	22	28	39	63	26	41	14	45	10
evm.TU.utg1825.45	utg1825	610559	610801	-	243	3	16	3	14	2	0	6	3	2	0	0	0	3	7	0	0	1	1	2	1	4	4	0	0	1	0	7	9	1	4	0	0
evm.TU.utg1825.46	utg1825;utg1825	612917;613276	613168;613463	-;-	440	211	22	147	115	42	177	111	368	119	108	16	57	50	87	17	96	163	72	59	166	271	87	57	4	259	194	220	47	10	197	82	8
utg1825.equina_smart_1071895.path1	utg1825;utg1825	616140;629575	616241;629703	-;-	231	525	83	322	258	220	866	199	1428	233	330	63	207	165	226	61	147	343	361	188	1351	494	844	213	3	1170	1167	1483	249	70	1092	80	27
evm.TU.utg1825.47	utg1825	648773	650146	+	1374	15	29	63	7	23	69	14	54	27	37	3	73	25	35	37	21	131	61	13	53	17	39	49	2	35	43	32	72	10	49	0	2
evm.TU.utg1825.48	utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825	653872;653968;654391;654391;654660;654660;657049;657049;657096;657627;657627;658116;658116;658116;658456;658456;658456;658644;658644;658644;659902;659902;659902;661442;661442;661442;661669;661669;661669;664221;664435;664435;664435;664835;664835;664835;664835;665243;665243;665243;665243;666172;666172;666172;666172;666788;666788;666788;666788;666938;666938;666938;666938;667579;667579;667579;667579;667850;667850;667850;667850;668682;668682;668682;668682;668950;668950;668950;668950;669287;669287;669287;669287;674020;674020;674020;674020;674519;674519;674519;674519;675558;675558;675558;675558;675730;675730;675730;675730;676967;676967;676967;676967;677922;677922;677922;677922;678087;678087;678087;678087;679398;679398;679398;679398;680106;680106;680106;680106;680320;680320;680320;680320;680962;680962;680962;680962;681514;681514;681514;681514;681676;681676;681676;681676;682303;682303;682303;682303;683228;683228;683228;683228;683940;683940;683940;683940;685188;686205;686205;686205;686205;686997;686997;686997;686997;687197;687197;687197;687197;687415;687415;687415;687415;687769;687769;687769;687769;688031;688031;688031;688031;688336;688336;688336;688336;688523;688523;688523;688523;688902;688902;688902;688902;689460;689460;689460;689460;689750;689750;689750;689750;690129;690129;690129;690129;690319;690319;690319;690319;690510;690510;690510;690510;690771;690771;690771;690771;691059;691059;691059;691059;691411;691411;691411;691411;691572;691572;691572;691572;692124;692124;692124;692124;693020;693020;693020;693020	654231;654231;654476;654476;654771;654771;657118;657118;657685;657685;657685;658199;658199;658199;658520;658520;658520;658719;658719;658719;659952;659952;659952;661557;661557;661557;661750;661750;661750;664506;664506;664506;664506;664921;664921;664921;664921;665333;665333;665333;665333;666227;666227;666227;666227;666864;666864;666864;666864;666999;666999;666999;666999;667615;667615;667615;667615;668012;668012;668012;668012;668839;668839;668839;668839;669192;669192;669192;669192;669370;669370;669370;669370;674103;674103;674103;674103;674602;674602;674602;674602;675641;675641;675641;675641;675825;675825;675825;675825;677101;677101;677101;677101;678005;678005;678005;678005;678194;678194;678194;678194;679481;679481;679481;679481;680198;680198;680198;680198;680403;680403;680403;680403;681096;681096;681096;681096;681597;681597;681597;681597;681768;681768;681768;681768;682395;682395;682395;682395;683320;683320;683320;683320;684035;684035;684035;684035;685280;686258;686258;686258;686258;687080;687080;687080;687080;687289;687289;687289;687289;687498;687498;687498;687498;687873;687873;687873;687873;688093;688093;688093;688093;688398;688398;688398;688398;688615;688615;688615;688615;688985;688985;688985;688985;689591;689591;689591;689591;689917;689917;689917;689917;690168;690168;690168;690168;690404;690404;690404;690404;690597;690597;690597;690597;690965;690965;690965;690965;691136;691136;691136;691136;691478;691478;691478;691478;691667;691667;691667;691667;692172;692172;692172;692172;695519;695519;695519;696737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10077	5167	5124	5389	10762	13223	6067	8670	5604	12731	7174	4877	10869	12121	5193	16325	10387	6378	14207	4223	10092	7449	9090	16584	5634	10608	5841	10762	5071	3369	6497	3705	7553
tRNAscan-SE.tRNA.utg1825.Pseudo(GGC).3	utg1825	660451	660523	-	73	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
utg1825.equina_smart_1572994.path2	utg1825;utg1825	669285;670475	669370;671162	+;+	774	191	111	226	299	396	270	270	283	190	300	203	290	232	256	285	273	278	401	159	333	356	343	422	440	428	238	423	133	204	274	180	202
evm.TU.utg1825.49	utg1825;utg1825;utg1825	698107;699207;703580	698615;699269;703634	+;+;+	627	18	4	18	4	29	24	3	12	24	8	13	13	17	19	40	11	34	6	15	38	8	24	14	5	34	29	16	8	9	23	3	17
evm.TU.utg1825.50	utg1825;utg1825;utg1825;utg1825;utg1825	703727;704804;706432;707285;707803	703920;705288;707142;707589;707943	+;+;+;+;+	1836	377	333	563	195	249	506	269	576	153	270	312	236	410	289	253	241	508	252	290	471	437	454	412	199	738	494	424	444	494	455	375	292
evm.TU.utg1825.51	utg1825;utg1825;utg1825;utg1825;utg1825	709799;711073;712257;713115;714620	710121;711557;712964;713419;714790	+;+;+;+;+	1992	790	500	890	248	523	953	565	1131	290	532	734	367	566	531	300	419	985	645	703	935	980	936	488	413	1386	1220	802	525	1027	745	746	557
evm.TU.utg1825.52	utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825	715763;719713;720663;721062;721185;722722;722922;723277;724301;724539;724973;725490;725950;726791;727855;728942;729254;729493;729778;729914;730886;731536;731926;732189;732656;733238;733992	717061;719944;720976;721108;721287;722850;723098;723364;724401;724605;725081;725568;726125;726875;728117;729170;729310;729588;729848;730073;731056;731717;732109;732327;732806;733310;734764	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5555	1399	1079	2516	236	451	450	723	1419	395	293	1311	214	626	1459	398	480	606	839	2051	460	325	548	366	258	556	2314	587	2282	1088	761	1843	370
tRNAscan-SE.tRNA.utg1825.Cys(ACA).3	utg1825	720223	720297	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2
evm.TU.utg1825.53	utg1825	737010	739310	-	2301	30	0	139	144	82	128	8	90	342	118	10	84	69	47	154	229	641	202	24	264	31	98	171	6	75	82	100	69	8	147	0	4
evm.TU.utg1825.54	utg1825;utg1825	739913;741283	740002;743280	-;-	2088	187	157	222	13	0	38	42	146	34	13	118	4	78	75	20	18	65	43	211	33	16	80	11	34	109	286	205	124	155	16	166	76
evm.TU.utg1825.55	utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825	743506;743507;745019;745019;745393;745393;745771;745771;746197;746197;746420;746420;747399;747399;748040;748040;748402;748402;748835;748835;749697	743616;743616;745219;745219;745488;745488;745843;745843;746305;746305;746509;746509;747484;747484;748121;748121;748552;748552;748988;751704;750325	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3869	2853	1874	2868	1355	2953	2497	1992	2530	3190	3173	2194	2002	2832	1970	2672	2461	2592	3437	3004	3187	5262	3047	1934	887	4594	3139	3710	1944	1985	2868	2542	1646
utg1825.equina_smart_1042707.path1	utg1825;utg1825	746480;747135	746509;747233	+;+	129	8	8	5	10	9	10	5	2	1	4	4	3	0	4	2	6	4	13	5	6	2	6	2	2	4	6	7	0	3	4	2	0
evm.TU.utg1825.56	utg1825;utg1825	757409;758822	758756;759150	-;-	1677	7	10	14	1	1	32	3	14	0	8	4	2	0	110	0	2	14	12	74	20	0	7	15	23	4	4	2	2	2	12	0	2
evm.TU.utg1825.57	utg1825;utg1825	759176;760213	759621;760381	-;-	615	3	14	0	0	0	6	6	0	0	1	10	0	0	18	0	2	0	3	12	8	2	4	10	5	4	0	0	2	0	4	0	8
evm.TU.utg1825.58.59	utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825	763323;763323;763608;763608;764640;764640;764640;764720;765222;765222;765222;765222;765385;765385;765385;765385;766125;766125;766389;766389;766389;766389;766848;766848;766848;766848;766848;766848;767279;767279;767279;767279;767279;767279;768060;768060;768060;768060;768060;768060;768571;768571;768571;768571;768571;768571;768918;768918;768918;768918;768918;768918;769207;769207;769207;769207;769207;769207;770655;770655;770655;770655;770655;770655;770890;770890;770890;770890;770890;770890;772901;772901;772901;772901;772901;772901;773078;773078;773078;773078;773078;773078;773305;773305;773305;773305;773305;773305;773564;773564;773564;773564;773564;773564;774694;774694;774694;774694;774694;774694;774996;774996;774996;774996;774996;774996;775648;775648;775648;775648;775648;775648;775822;775822;775822;775822;775822;775822;776534;776534;776534;776534;776534;776534;776740;776740;776740;776740;776740;776968;776968;776968;776968;776968;777313;777313;777313;777313;777535;777535;777535;777535;777744;777744;777744;777744;778226;778226;778226;778226;778497;778497;778497;778497;778795;778795;778795;778795;779516;779516;779516;779516;779865;779865;779865;779865;780128;780128;780128;780468;780468;780468;781738;781738;781738;781931;781931;781931;782175;782175;782175;782654;782654;782654;783860;783860;783860;784168;784168;784168;785410;785410;785410;788875;789854;790017;790545;791114;791323;792214;792726;795997;796229;796809;797442;798146;798947;799470;800616;801681;802181;802412;802586;803120;803326;803326;803554;803554;803864;803864;803864;804715;805023;805292;806156;806629;807005;808324;808610;808863;810328;810499;810718;811033;812283;813111;814261;843935;843935;844243;844243;844512;844512;845563;845563;845875;845875;846785;846785;848299;848299;848585;848585;848585;848891;848891;848891;849477;849477;849477;849648;849648;849648;850816;850816;850816;851125;851125;851125;851935;851935;851935	764639;764559;764559;764559;764815;764815;764815;764815;765315;765315;765315;765315;765458;765458;765458;765458;766577;766577;766577;766577;766577;766577;766913;766913;766913;766913;766913;766913;767393;767393;767393;767393;767393;767393;768112;768112;768112;768112;768112;768112;768645;768645;768645;768645;768645;768645;769046;769046;769046;769046;769046;769046;769302;769302;769302;769302;769302;769302;770736;770736;770736;770736;770736;770736;771035;771035;771035;771035;771035;771035;772966;772966;772966;772966;772966;772966;773203;773203;773203;773203;773203;773203;773391;773391;773391;773391;773391;773391;773651;773651;773651;773651;773651;773651;774763;774763;774763;774763;774763;774763;775059;775059;775059;775059;775059;775059;775749;775749;775749;775749;775749;775749;775941;775941;775941;775941;775941;775941;776653;776653;776653;776653;776653;776653;776866;776866;776866;776866;776866;777019;777019;777019;777019;777019;777430;777430;777430;777430;777624;777624;777624;777624;777909;777909;777909;777909;778422;778422;778422;778422;778606;778606;778606;778606;778891;778891;778891;778891;779592;779592;779592;779592;780032;780032;780032;780032;780269;780269;780269;780548;780548;780548;781824;781824;781824;781992;781992;781992;782301;782301;782301;782762;782762;782762;783956;783956;783956;784225;784225;784225;785665;785668;785668;789626;789947;790090;790733;791179;791437;792266;792800;796125;796324;796890;797587;798211;799072;799556;800703;801750;802244;802513;802705;803239;803452;803452;803605;803605;803981;803981;803981;804804;805188;805494;806265;806725;807081;808491;808751;808943;810414;810560;810844;811141;812379;813168;814479;844024;844024;844408;844408;844714;844714;845672;845672;845971;845971;846861;846861;848466;848466;848726;848726;848726;848971;848971;848971;849563;849563;849563;849709;849709;849709;850942;850942;850942;851233;851233;851233;851972;851972;851972	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12404	4974	5285	5102	1843	10640	4244	4007	5926	4007	3912	5299	4344	5883	7272	8008	5659	12331	5826	6139	3939	8245	3850	2062	3130	5488	5344	5878	4926	3839	2593	6540	6819
tRNAscan-SE.tRNA.utg1825.Tyr(GTA).1	utg1825	787836	787910	-	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
tRNAscan-SE.tRNA.utg1825.Pseudo(AGA).4	utg1825	791909	791980	-	72	1	12	8	0	6	3	1	9	14	21	1	0	34	11	27	18	12	20	13	1	13	9	0	0	5	4	13	16	5	4	10	9
tRNAscan-SE.tRNA.utg1825.Ser(AGA).1	utg1825	830714	830785	-	72	0	0	0	0	0	2	0	0	2	0	0	0	4	0	2	7	2	3	0	2	11	2	0	0	0	4	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg1825.Cys(ACA).4	utg1825	846364	846438	-	75	2	2	0	2	2	0	0	6	2	4	0	2	0	2	0	5	2	0	1	3	0	7	1	3	0	5	2	0	0	0	1	0
evm.TU.utg1825.60	utg1825;utg1825	854397;854774	854686;854921	+;+	438	7	13	16	31	37	5	0	17	19	8	0	23	6	17	19	41	22	37	17	28	33	1	22	10	13	23	6	20	1	30	8	4
evm.TU.utg1825.61	utg1825;utg1825	878422;879001	878876;879796	-;-	1251	801	612	1231	463	201	1090	478	1119	759	615	1391	690	313	538	270	441	1717	454	1273	759	1487	1027	956	221	1672	1811	867	1229	990	2043	613	218
evm.TU.utg1825.62	utg1825	882831	884444	-	1614	639	396	1326	154	219	847	522	1306	308	471	628	330	86	508	99	451	1402	228	747	824	593	821	301	267	1434	2223	1408	1130	479	1793	510	277
utg1825.evm.utg3676.34.path2	utg1825;utg1825;utg1825	887115;887904;889082	887214;888026;889095	-;-;-	237	61	17	123	5	36	45	24	89	121	37	113	30	6	133	23	63	88	60	32	43	62	38	17	36	119	67	59	70	15	55	58	17
evm.TU.utg1825.63	utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825;utg1825	889630;889630;889630;889630;889630;889924;889924;889924;889924;889924;890432;890432;890432;890432;890432;890923;890923;890923;890923;890923;891136;891136;891136;891136;891136;891276;891276;891276;891276;891276;892213;892213;892213;892213;892213;892344;892344;892344;892344;892344;892739;892739;892739;892739;892739;893043;893043;893043;893043;893043;893341;893341;893341;893341;893341;893571;893571;893571;893571;893571;894207;894207;894207;894207;894207;895662;895702;895702;895702;895990;895990;895990;895990;896022;896206;897396;897396;897396;897396;897396;898075;898075;898075;898075;898075;898248;898248;898248;898248;898248;898516;898516;898516;898516;898516;899078;899078;899078;899078;900155;900155;900155;900155;900317;900317;900317;900317;900446;900446;900446;900446	889841;889841;889841;889841;889841;890021;890021;890021;890021;890021;890487;890487;890487;890487;890487;891010;891010;891010;891010;891010;891175;891175;891175;891175;891175;891348;891348;891348;891348;891348;892274;892274;892274;892274;892274;892431;892431;892431;892431;892431;892855;892855;892855;892855;892855;893124;893124;893124;893124;893124;893450;893450;893450;893450;893450;893670;893670;893670;893670;893670;895557;895589;895629;895557;895557;895877;895845;895845;895845;896133;897025;897025;897025;897025;897025;897454;897454;897454;897454;897454;898106;898106;898106;898106;898106;898278;898278;898278;898278;898278;898580;898580;898580;898580;898640;899143;899143;899143;899143;900237;900237;900237;900237;900359;900359;900359;900359;900650;900650;900650;900650	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4445	144	48	448	44	131	231	84	274	133	105	294	83	41	521	66	261	380	267	151	165	129	207	96	70	390	350	462	235	51	197	179	25
evm.TU.utg1825.64	utg1825	900732	902474	+	1743	36	30	54	8	31	31	40	68	19	41	54	6	54	16	12	22	69	73	16	79	40	32	6	8	53	63	53	17	12	72	63	59
tRNAscan-SE.tRNA.utg1825.Ser(AGA).2	utg1825	902597	902668	-	72	3	1	6	5	3	8	3	8	11	11	4	5	9	12	7	8	6	11	5	10	8	10	5	3	7	10	5	8	4	9	1	11
tRNAscan-SE.tRNA.utg1825.Ser(AGA).3	utg1825	902854	902925	-	72	3	4	20	4	19	8	10	6	16	11	2	6	13	16	9	4	9	17	3	29	21	11	2	8	21	5	10	10	4	9	6	12
evm.TU.utg1825.65	utg1825	905495	905998	-	504	4	0	8	2	0	2	1	1	0	0	0	4	0	15	0	4	3	0	0	16	12	0	2	0	6	6	37	2	0	0	0	0
evm.TU.utg1825.66	utg1825;utg1825	907917;908503	908373;908693	+;+	648	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	2	4	2	0	0	0	0	0	0	0	0	10	0	0	2	0	0
evm.TU.utg1825.67	utg1825	908997	909632	+	636	0	0	4	2	10	0	1	0	0	0	17	0	0	1	0	0	2	2	0	0	0	0	0	0	7	0	6	0	0	0	0	0
evm.TU.utg1825.68	utg1825;utg1825;utg1825	910461;912600;913438	910580;912859;913483	-;-;-	426	0	0	3	0	0	2	0	0	0	0	4	0	1	2	5	5	9	9	0	8	4	7	1	0	0	1	19	0	0	5	0	0
evm.TU.utg1825.69	utg1825;utg1825;utg1825;utg1825	917105;919390;920043;921105	917559;919501;920302;921150	-;-;-;-	873	6	1	14	11	3	2	0	12	0	1	2	5	3	9	1	19	28	7	0	26	9	22	2	0	8	24	34	9	0	26	2	0
