# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-M" "-s" "2" "-T" "16" "-t" "exon" "-g" "gene_id" "-a" "equina_database/ref_index/genes.gtf" "-o" "featurecounts/A_Equina_Counts_stranded.txt" "alignments/10.sorted.bam" "alignments/11.sorted.bam" "alignments/12.sorted.bam" "alignments/13.sorted.bam" "alignments/14.sorted.bam" "alignments/15.sorted.bam" "alignments/16.sorted.bam" "alignments/17.sorted.bam" "alignments/18.sorted.bam" "alignments/19.sorted.bam" "alignments/1.sorted.bam" "alignments/20.sorted.bam" "alignments/21.sorted.bam" "alignments/22.sorted.bam" "alignments/23.sorted.bam" "alignments/24.sorted.bam" "alignments/25.sorted.bam" "alignments/26.sorted.bam" "alignments/27.sorted.bam" "alignments/28.sorted.bam" "alignments/2.sorted.bam" "alignments/30.sorted.bam" "alignments/31.sorted.bam" "alignments/34.sorted.bam" "alignments/36.sorted.bam" "alignments/4.sorted.bam" "alignments/50.sorted.bam" "alignments/5.sorted.bam" "alignments/6.sorted.bam" "alignments/7.sorted.bam" "alignments/8.sorted.bam" "alignments/9.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/10.sorted.bam	alignments/11.sorted.bam	alignments/12.sorted.bam	alignments/13.sorted.bam	alignments/14.sorted.bam	alignments/15.sorted.bam	alignments/16.sorted.bam	alignments/17.sorted.bam	alignments/18.sorted.bam	alignments/19.sorted.bam	alignments/1.sorted.bam	alignments/20.sorted.bam	alignments/21.sorted.bam	alignments/22.sorted.bam	alignments/23.sorted.bam	alignments/24.sorted.bam	alignments/25.sorted.bam	alignments/26.sorted.bam	alignments/27.sorted.bam	alignments/28.sorted.bam	alignments/2.sorted.bam	alignments/30.sorted.bam	alignments/31.sorted.bam	alignments/34.sorted.bam	alignments/36.sorted.bam	alignments/4.sorted.bam	alignments/50.sorted.bam	alignments/5.sorted.bam	alignments/6.sorted.bam	alignments/7.sorted.bam	alignments/8.sorted.bam	alignments/9.sorted.bam
evm.TU.utg2071.9	utg2071;utg2071;utg2071	52449;52921;53264	52729;53138;53463	-;-;-	699	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	2	8	0	0	0	6	0	1	2	0	0
tRNAscan-SE.tRNA.utg2071.Thr(AGT).1	utg2071	53691	53763	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.10	utg2071	56865	58641	-	1777	107	214	260	310	29	168	162	214	413	107	278	268	145	118	143	96	279	318	783	249	0	212	292	133	865	274	618	673	330	243	207	92
evm.TU.utg2071.11	utg2071;utg2071;utg2071;utg2071	60744;61035;62341;63075	60953;61184;62489;63201	+;+;+;+	636	8	9	32	18	7	34	4	10	47	6	19	34	24	8	12	31	24	19	12	16	0	30	24	4	5	14	8	20	2	31	5	2
evm.TU.utg2071.12	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	65666;67048;68230;69036;70049;71477;72310;73044;73644;74807;75752;76616;78126;78946;80325;82124	66135;67425;68396;69268;70143;71680;72624;73170;73951;74953;75913;76888;78380;79095;80639;82964	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4440	64	67	141	86	28	199	27	76	105	117	70	91	84	72	112	234	57	389	47	60	0	51	94	38	41	67	31	38	31	218	46	14
evm.TU.utg2071.13	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	83591;83688;84864;85642;86609;87901;88883;89612;90801	83593;83741;84943;85697;86727;87985;88992;89810;91357	+;+;+;+;+;+;+;+;+	1263	36	40	24	27	17	63	28	21	45	55	52	52	37	3	54	165	37	269	114	39	0	26	18	64	11	60	10	39	27	87	12	4
evm.TU.utg2071.14	utg2071	92722	94722	+	2001	87	33	228	125	99	156	29	140	257	79	83	55	176	141	90	252	53	285	95	105	5	65	59	17	64	263	115	120	9	146	117	49
evm.TU.utg2071.15	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	98101;98681;99685;100778;103482;104229;104706	98391;99070;99963;101167;103760;104279;104861	-;-;-;-;-;-;-	1836	8	282	0	118	9	11	63	5	421	7	220	313	92	10	84	0	4	4	1906	1519	0	213	82	676	12	4	23	89	659	7	45	4
evm.TU.utg2071.16	utg2071;utg2071;utg2071;utg2071	112544;113043;113638;115774	112955;113125;113701;116687	+;+;+;+	1473	6	3	6	13	4	1	11	12	7	0	8	13	1	9	3	6	11	6	0	2	0	4	31	5	18	3	31	8	0	1	0	4
tRNAscan-SE.tRNA.utg2071.Pseudo(GGA).1	utg2071	118756	118827	-	72	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.17	utg2071	124911	125930	+	1020	14	9	38	20	0	34	10	40	38	17	5	36	23	5	0	17	26	2	36	49	0	38	10	32	21	21	44	16	12	7	3	2
evm.TU.utg2071.18	utg2071	127776	128953	+	1178	22	14	44	33	5	48	0	55	21	10	39	65	20	17	10	22	24	25	19	119	0	88	36	45	26	60	31	18	12	22	23	0
evm.TU.utg2071.19	utg2071	130300	132183	+	1884	302	482	305	631	219	400	232	264	519	373	1176	1096	634	450	411	469	223	348	502	282	25	180	656	1827	237	365	395	462	287	389	110	199
evm.TU.utg2071.20	utg2071;utg2071;utg2071	132480;133940;134415	133649;134154;134613	-;-;-	1584	310	510	432	2989	952	319	1114	311	394	334	377	792	560	954	779	573	496	393	613	290	8	153	1534	1815	436	279	762	441	141	241	158	362
evm.TU.utg2071.21	utg2071	137278	137655	+	378	2	2	3	2	0	1	0	9	0	2	9	1	6	1	0	2	0	3	0	0	0	3	2	1	0	11	0	4	0	2	9	2
evm.TU.utg2071.22	utg2071;utg2071;utg2071;utg2071	137892;138205;138341;138545	138110;138261;138436;138814	-;-;-;-	642	0	5	0	7	1	0	0	4	3	1	0	3	1	0	6	0	0	2	0	0	0	0	2	0	7	0	4	7	0	1	0	19
evm.TU.utg2071.23	utg2071	139856	142456	-	2601	18	2	2	1546	5	6	8	0	52	27	93	67	593	6	60	26	0	20	2	2	0	0	163	2	0	2	11	6	4	2	12	0
evm.TU.utg2071.24	utg2071	142775	143146	+	372	221	4	6	2113	3	31	25	20	19	119	72	554	301	129	40	106	0	38	0	0	0	0	133	56	0	8	4	0	0	16	231	9
evm.TU.utg2071.25	utg2071	156787	159177	-	2391	3	61	5	4	117	1	87	2	79	2	4	58	90	3	165	1	1	3	48	17	0	14	4	31	67	10	68	89	30	2	6	43
evm.TU.utg2071.26	utg2071;utg2071;utg2071	164014;164717;165728	164151;164847;165749	+;+;+	291	92	81	360	154	15	416	9	96	437	40	19	485	241	304	252	33	34	50	347	54	0	19	15	17	13	645	1	165	755	113	46	0
evm.TU.utg2071.27	utg2071	169597	170580	+	984	0	1	4	0	0	6	0	5	0	2	2	6	0	6	0	1	0	0	4	31	0	2	0	6	0	21	0	9	3	0	8	0
evm.TU.utg2071.28	utg2071	171379	172128	+	750	2	130	0	0	11	0	10	0	8	0	20	0	3	23	10	2	3	0	2	47	4	7	0	67	0	0	2	15	13	0	17	12
evm.TU.utg2071.29	utg2071;utg2071	173816;174772	174512;174824	+;+	750	12	25	5	87	9	3	8	9	18	6	25	44	22	15	15	12	7	19	38	16	2	11	38	14	10	18	8	68	10	2	10	4
evm.TU.utg2071.30	utg2071	191425	192414	+	990	6	36	0	11	0	10	2	4	8	6	2	10	53	2	19	6	4	2	6	32	0	2	8	4	6	0	9	5	2	6	0	0
evm.TU.utg2071.31	utg2071	195728	196714	+	987	0	1	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
evm.TU.utg2071.32	utg2071;utg2071;utg2071	207030;210088;210259	207450;210170;211506	+;+;+	1752	0	4	0	0	0	2	0	0	0	0	5	4	2	0	0	4	0	4	0	0	0	1	6	0	2	2	2	2	0	5	0	0
evm.TU.utg2071.33	utg2071	212148	212516	+	369	0	0	0	0	0	1	0	0	0	4	2	1	6	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	6	0	0	0
evm.TU.utg2071.34	utg2071;utg2071	212549;214730	213091;215017	+;+	831	1	91	7	6	2	3	0	1	108	1	9	131	171	2	238	2	2	3	80	26	0	14	13	29	0	2	3	76	44	3	0	0
evm.TU.utg2071.35	utg2071;utg2071	218027;218488	218318;218567	-;-	372	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.36	utg2071;utg2071;utg2071	221743;222967;223089	222202;222991;223293	-;-;-	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
evm.TU.utg2071.37	utg2071;utg2071	226433;229485	226934;229960	-;-	978	0	0	0	0	2	0	5	0	6	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
evm.TU.utg2071.38	utg2071	230717	230980	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.39	utg2071	231440	232117	-	678	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.40	utg2071	232832	233116	+	285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0
evm.TU.utg2071.41	utg2071;utg2071;utg2071	233580;234062;234477	233631;234223;234649	+;+;+	387	1	1	0	0	2	2	0	2	4	8	2	0	4	0	2	0	3	0	1	0	0	4	0	0	0	2	1	4	0	0	0	0
evm.TU.utg2071.42	utg2071	235921	236127	+	207	0	2	0	0	7	0	0	2	3	0	0	5	13	0	2	1	0	6	0	0	0	2	5	0	4	0	0	4	4	0	0	0
evm.TU.utg2071.43	utg2071	237357	237893	-	537	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.44	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	248481;249311;249878;250715;250948;251230;252115;252973;255032;255413;255730;256422;256925;262295;263619;267906;268184;268546	248738;249452;250200;250856;251135;251373;252256;253008;255048;255554;256052;256563;257121;262438;263760;268102;268327;268695	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2973	4	2	5	14	1	16	11	0	0	5	3	0	3	0	7	4	9	8	0	2	0	3	8	0	4	22	5	11	0	5	1	0
evm.TU.utg2071.45	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	274160;274525;278637;278890;279209;281106;281430;281936;282175;282864;284178;284710;284960;286047	274315;274668;278778;279086;279352;281247;281749;282077;282509;283005;284500;284851;285150;286331	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2805	0	2	2	4	3	12	0	6	2	2	0	0	0	10	3	2	14	23	0	5	0	1	51	2	2	40	0	26	0	15	0	0
evm.TU.utg2071.46	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	291333;291562;292656;295915;296209;296747;300043;300301;304517;305010;305328;305701;308673;308884;309194;312269;313305;313852;314725;316345;316715;317505;318271;318759;323740;324017;324287;324653;326892;327013;327559;327784;328028;328700;329423;330163;330432;330706;330934;331632;331917;332088;332787;333210;333587;333751;334960;335655;336650;340058;340358;340510	291488;291705;292797;296111;296352;296888;300230;300444;304658;305206;305471;305842;308682;309070;309337;312410;313501;313995;314866;316388;316843;317646;318461;318902;323881;324213;324430;324794;326935;327154;327579;327881;328169;328902;329566;330304;330501;330751;331075;331658;331960;332229;333109;333351;333658;333946;335231;335764;336739;340100;340404;340593	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6909	1757	1262	2632	2468	1601	1217	1577	2977	2894	905	515	2924	1204	3531	3600	1357	4149	1507	299	1426	9	770	2344	305	1122	2003	2031	5647	144	1183	217	93
utg2071.equina_smart_1490637.path2	utg2071;utg2071	303874;304057	303888;304245	+;+	204	0	0	4	0	8	6	0	10	2	0	0	16	1	5	13	9	12	19	0	3	0	0	7	1	5	17	2	35	0	2	0	0
evm.TU.utg2071.47	utg2071;utg2071;utg2071;utg2071	345248;345438;347228;347374	345351;345534;347286;347401	-;-;-;-	288	19	5	4	3	0	2	1	5	2	9	0	0	3	0	3	7	9	11	4	0	0	2	0	38	0	6	0	0	0	2	28	6
evm.TU.utg2071.48	utg2071	349964	351000	+	1037	68	115	87	204	71	127	63	74	131	114	267	316	124	152	119	159	70	95	163	87	1	56	174	268	114	76	118	255	63	113	45	69
evm.TU.utg2071.49	utg2071	351074	352054	+	981	181	250	192	383	137	267	162	149	273	211	781	653	474	271	248	269	136	234	281	141	24	93	414	1356	117	220	190	218	178	226	52	106
evm.TU.utg2071.50	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	352971;353809;355038;355393;355568;357318	353519;354023;355317;355467;355636;357392	-;-;-;-;-;-	1263	113	131	233	1491	334	159	399	121	137	170	161	312	186	496	278	221	212	169	216	146	3	55	745	637	236	127	357	182	51	114	82	131
evm.TU.utg2071.51	utg2071;utg2071;utg2071;utg2071;utg2071	364190;364414;365320;367880;368940	364333;364503;365637;367945;369131	-;-;-;-;-	810	10	0	5	0	2	0	0	18	0	6	6	1	0	7	2	3	3	2	0	2	0	1	0	64	1	4	0	0	0	2	71	0
evm.TU.utg2071.52	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	369208;370679;373811;374040;374880;375337;376173;376561;378362;378941	369601;370811;373871;374137;375051;375684;376376;376599;378445;378943	-;-;-;-;-;-;-;-;-;-	1536	7	4	14	20	20	14	10	4	20	27	9	25	13	14	18	50	12	34	2	0	0	3	28	12	8	5	0	2	0	25	15	10
evm.TU.utg2071.53	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	379576;380738;380975;381528;381738;382429;382890	380409;380887;381149;381640;382110;382690;383082	+;+;+;+;+;+;+	2100	127	18	105	235	127	201	117	131	93	230	280	235	141	151	167	275	219	361	30	31	0	10	368	545	65	91	28	53	15	214	217	14
evm.TU.utg2071.54	utg2071	383220	384749	+	1530	6	44	13	61	158	0	49	8	157	2	4	19	161	6	319	8	74	4	29	37	0	25	75	7	34	15	44	39	25	0	28	13
evm.TU.utg2071.55	utg2071	385612	388686	-	3075	6	22	35	202	570	13	361	26	435	13	163	196	438	16	810	29	304	21	60	527	531	379	286	20	219	16	190	73	50	10	12	54
evm.TU.utg2071.56	utg2071	395588	396532	-	945	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0
evm.TU.utg2071.57	utg2071	397213	397470	-	258	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.58	utg2071;utg2071	397815;399001	398451;399284	+;+	921	164	240	190	311	67	350	35	167	565	423	327	87	553	180	456	284	519	243	427	185	50	135	402	79	71	228	83	256	260	493	156	70
evm.TU.utg2071.59	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	400190;400555;401377;401867;402303;402612;403006	400247;400625;401456;401908;402350;402666;403689	-;-;-;-;-;-;-	1038	64	238	154	321	391	52	170	50	298	44	99	65	446	117	377	121	103	191	97	36	10	31	425	286	133	23	227	248	45	95	85	282
evm.TU.utg2071.60	utg2071	405215	405628	-	414	0	0	0	0	1	0	0	0	7	0	0	0	10	0	0	0	3	0	0	1	0	1	2	0	0	0	0	2	0	0	0	0
evm.TU.utg2071.61	utg2071;utg2071	405682;406322	405733;406632	+;+	363	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	3	8	0	1	0	0	0	1	0	0	0
evm.TU.utg2071.62	utg2071;utg2071;utg2071	407510;408372;409390	407538;408619;409670	+;+;+	558	0	0	0	0	1	0	8	0	0	0	0	4	0	0	2	0	0	0	5	0	0	5	0	8	4	0	1	0	0	0	1	11
evm.TU.utg2071.65	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	417749;417749;417749;417749;417749;417749;428750;428750;428750;428750;428750;428750;428968;428968;428968;428968;428968;428968;429392;429392;429392;429392;429392;429392;432088;432088;432088;432088;432088;432088;432599;432599;432599;432599;432599;432821;432821;432821;432821;433578;433622;433622;433916;433916;433916;434969;435423;435555;435555;435555;435555;440773;440773;440773;440773;440773;440994;440994;440994;440994;440994;440994;440994;441582;441582;441582;441582;441582;441582;441582;441582;442403;442403;442406;442406;442406;442406;442406;442406;442629;442629;442629;442629;442629;442629;442629;442629;443347;443347;443347;443347;443347;443347;443347;443347;443347	417812;417812;417812;417812;417812;417812;428816;428816;428816;428816;428816;428816;429302;429302;429302;429302;429302;429302;429533;429533;429533;429533;429533;429533;432413;432413;432413;432413;432413;432413;432740;432740;432740;432740;432740;433300;433300;433274;433300;433731;433731;433731;434057;434057;434057;435448;435448;435880;435880;435880;435880;440914;440914;440914;440914;440914;441473;441473;441473;441473;441473;441473;441473;441907;441907;441907;441907;441907;441907;441907;441907;442547;442547;442547;442547;442547;442547;442547;442547;443102;443102;443102;443102;443102;443102;443102;443102;444385;444385;443840;444385;444385;443840;443840;443840;443840	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5264	509	433	487	122	419	49	585	344	134	45	1090	310	96	212	792	150	6	168	437	136	0	75	140	945	594	213	334	415	629	42	336	374
evm.TU.utg2071.63	utg2071;utg2071;utg2071	422653;423059;423400	422668;423222;423528	+;+;+	309	59	165	86	75	388	17	186	55	402	35	195	171	124	58	667	44	14	109	148	60	0	25	105	746	60	46	115	91	219	13	87	357
evm.TU.utg2071.64	utg2071;utg2071	424154;424521	424413;424806	-;-	546	0	8	3	0	15	0	17	0	2	0	2	6	0	0	2	0	0	0	2	0	0	0	0	5	3	0	2	0	4	2	0	3
evm.TU.utg2071.66	utg2071	450059	450676	+	618	19	48	43	7	0	1	5	16	5	0	11	0	6	21	6	2	0	4	30	0	0	4	5	76	4	27	12	14	14	2	30	35
evm.TU.utg2071.67	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	451673;452446;454619;455107;455533;457862;458206;458643;458885;459358;459624;460167;460558;460986;461379;462072;462456;462834;463452;463738;463990;464696;465614;466608;467772;468755;469570;470323;470942;471842;472658;473127;473351;474142;474953	451721;452498;454688;455271;455604;458121;458332;458780;459132;459493;459938;460322;460817;461106;461699;462284;462620;462890;463598;463914;464118;465127;465826;466703;467930;469047;469699;470652;471259;472144;472789;473170;473430;474543;475070	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6429	285	226	562	1346	307	683	159	142	1640	257	1075	357	690	281	1693	493	282	531	438	865	2	480	474	904	277	219	880	753	1489	268	234	225
tRNAscan-SE.tRNA.utg2071.Pseudo(GGA).2	utg2071	463239	463312	+	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNAscan-SE.tRNA.utg2071.Leu(TAG).1	utg2071	495132	495213	+	82	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
evm.TU.utg2071.69	utg2071	497186	498187	+	1002	25	41	12	0	2	0	15	18	0	25	29	0	0	4	4	5	1	4	49	0	3	4	0	4	2	24	2	0	27	2	15	41
tRNAscan-SE.tRNA.utg2071.Leu(TAG).2	utg2071	499729	499810	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.70	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	517551;517801;518468;519751;520797;521464;522088;522591;523054;523531;524170;524341;524726;525838;526170;526995;527733;528663;532235	517580;517904;518568;519779;520866;521543;522141;522630;523121;523615;524216;524402;524808;525904;526215;527080;527837;528704;532346	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1311	97	248	206	533	125	205	70	158	608	102	334	246	633	122	782	130	162	326	220	270	0	430	720	125	293	213	178	282	264	199	58	34
tRNAscan-SE.tRNA.utg2071.Pseudo(CTC).3	utg2071	528090	528161	+	72	0	0	0	1	2	0	1	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
evm.TU.utg2071.71	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	534252;534252;534252;535741;535741;541543;542672;542672;542672;543718;543718;543718;544405;544405;544405;544958;544958;544958;545573;545573;545573;548485;548485;548485;549578;549578;549578;553048;553048;553048;555359;555359;555359	534498;534498;534498;535956;535956;541758;542938;542773;542938;544017;544017;544017;544668;544668;544668;545239;545239;545239;545836;545836;545836;548772;548772;548772;549844;549844;549844;553353;553353;553353;555518;555518;555518	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3077	230	88	698	45	188	59	228	225	12	26	721	94	35	199	8	32	94	151	75	63	31	70	65	247	181	95	225	663	357	18	561	404
utg2071.equina_smart_1045328.path2	utg2071;utg2071	550000;551579	550310;551741	-;-	474	2	0	51	0	8	0	1	5	0	0	0	6	0	9	0	4	2	1	1	2	0	3	0	6	0	4	8	25	21	2	0	0
evm.TU.utg2071.72	utg2071;utg2071;utg2071;utg2071	555794;557629;557767;560437	555810;557694;557841;560881	+;+;+;+	603	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
evm.TU.utg2071.73	utg2071	561557	561814	-	258	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
evm.TU.utg2071.74	utg2071;utg2071	562187;562713	562623;563682	+;+	1407	101	199	127	137	122	331	34	68	123	380	275	215	293	261	291	1212	92	599	215	54	0	47	64	164	63	96	49	356	104	352	52	157
evm.TU.utg2071.75	utg2071	564121	564897	-	777	0	0	1	0	0	1	2	0	0	7	0	0	0	1	0	6	10	3	1	0	0	0	0	0	0	0	0	1	0	6	0	4
evm.TU.utg2071.76	utg2071	565374	565643	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg2071.77	utg2071;utg2071	565876;566127	566060;566391	+;+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
evm.TU.utg2071.78	utg2071	566813	567169	+	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
evm.TU.utg2071.79	utg2071	567831	568232	-	402	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	1	0	0	0	0	0	3	0	2	3	14	0	0	0
evm.TU.utg2071.80	utg2071;utg2071	569002;569971	569477;570265	-;-	771	0	23	1	11	0	0	0	0	0	0	36	0	0	0	28	2	0	0	7	0	0	0	14	0	1	0	10	17	103	0	0	2
evm.TU.utg2071.81	utg2071;utg2071;utg2071;utg2071;utg2071;utg2071;utg2071	582973;583995;584296;584738;585189;586020;586398	583656;584067;584343;584779;585268;586090;586455	+;+;+;+;+;+;+	1056	23	89	77	130	58	11	24	23	112	14	37	32	189	39	151	43	30	69	57	16	4	23	174	63	35	16	109	114	19	22	25	73
utg2071.equina_smart_1065012.path6	utg2071;utg2071;utg2071;utg2071	583968;584738;585189;586398	584343;584779;586090;586556	+;+;+;+	1479	62	167	78	210	295	71	144	57	233	69	75	59	330	51	366	88	93	131	81	28	0	20	291	226	87	29	154	165	54	71	64	120
evm.TU.utg2071.82	utg2071;utg2071	587361;588194	587644;588830	-;-	921	165	251	196	306	79	355	44	172	555	462	329	102	567	173	487	301	594	267	447	188	60	153	454	71	77	228	88	274	297	520	162	73
evm.TU.utg2071.83	utg2071;utg2071;utg2071;utg2071	596417;597160;597464;600495	596571;597362;597643;600745	+;+;+;+	789	0	0	3	0	0	1	0	0	0	0	8	9	0	4	0	17	0	9	0	1	0	2	9	0	12	2	4	0	0	0	4	0
evm.TU.utg2071.84	utg2071;utg2071	611355;611695	611472;611783	-;-	207	5	13	5	51	49	25	22	4	37	9	20	49	36	5	39	13	64	40	8	20	0	14	53	15	10	2	7	12	7	19	2	3
evm.TU.utg2071.85	utg2071;utg2071;utg2071;utg2071;utg2071	612072;612285;613981;614765;619349	612179;612327;614103;614929;620649	+;+;+;+;+	1740	8	29	21	66	35	46	7	26	60	14	34	40	51	52	58	44	70	33	31	35	16	19	73	50	19	17	44	51	17	27	16	12
