contig	n_dark_candidate_ids	n_genes	n_transcripts	annotation_classes	candidate_region_span
utg48808	3	13	24	function_dark_no_current_annotation	utg48808:5270-104798
utg4886	3	63	172	function_dark_no_current_annotation	utg4886:13052-452642
utg4898	2	27	52	function_dark_no_current_annotation	utg4898:858-253981
utg49	2	18	36	function_dark_no_current_annotation	utg49:1314-139757
utg4901	1	20	44	function_dark_no_current_annotation	utg4901:4289-156669
utg49040	2	6	10	function_dark_no_current_annotation	utg49040:7746-27304
utg4907	2	77	195	function_dark_no_current_annotation	utg4907:1153-726215
utg4922	3	47	95	function_dark_no_current_annotation	utg4922:3427-395230
utg494	7	39	76	function_dark_no_current_annotation	utg494:6871-302900
utg496	4	32	121	function_dark_no_current_annotation	utg496:1681-400235
utg4972	4	44	98	function_dark_no_current_annotation	utg4972:14516-434780
utg4977	7	12	22	function_dark_no_current_annotation	utg4977:3616-79726
utg498	8	200	499	function_dark_no_current_annotation	utg498:7663-1721907
utg5	5	75	154	function_dark_no_current_annotation	utg5:3189-447034
utg501	6	32	77	function_dark_no_current_annotation	utg501:459-506529
utg5033	6	43	88	function_dark_no_current_annotation	utg5033:12716-403033
utg505	9	76	158	function_dark_no_current_annotation	utg505:9879-726770
utg5059	5	77	188	function_dark_no_current_annotation	utg5059:1919-655261
utg5066	2	17	32	function_dark_no_current_annotation	utg5066:1421-76624
utg5068	1	11	20	function_dark_no_current_annotation	utg5068:801-59130
utg5073	2	53	160	function_dark_no_current_annotation	utg5073:895-514813
utg5074	2	24	49	function_dark_no_current_annotation	utg5074:1693-306944
utg5087	1	2	2	function_dark_no_current_annotation	utg5087:93295-93851
utg512	8	86	180	function_dark_no_current_annotation	utg512:1602-682181
utg5122	3	16	30	function_dark_no_current_annotation	utg5122:237-108089
utg514	1	18	36	function_dark_no_current_annotation	utg514:4596-184015
utg5157	2	20	38	function_dark_no_current_annotation	utg5157:4598-87084
utg5184	2	6	10	function_dark_no_current_annotation	utg5184:1405-42081
utg52	16	147	343	function_dark_no_current_annotation	utg52:4231-1271835
utg5217	4	11	20	function_dark_no_current_annotation	utg5217:70-190522
utg522	4	51	125	function_dark_no_current_annotation	utg522:17378-404634
utg52295	1	4	6	function_dark_no_current_annotation	utg52295:18896-26399
utg5246	3	49	98	function_dark_no_current_annotation	utg5246:8620-289668
utg5290	2	49	118	function_dark_no_current_annotation	utg5290:13786-533345
utg5294	7	61	120	function_dark_no_current_annotation	utg5294:21177-571483
utg530	2	25	58	function_dark_no_current_annotation	utg530:2867-278773
utg53173	1	6	20	function_dark_no_current_annotation	utg53173:1160-60379
utg532	2	23	46	function_dark_no_current_annotation	utg532:28745-213439
utg53212	1	6	10	function_dark_no_current_annotation	utg53212:78-40792
utg535	7	39	111	function_dark_no_current_annotation	utg535:12977-311226
utg536	10	99	208	function_dark_no_current_annotation	utg536:11317-926152
utg5367	3	40	94	function_dark_no_current_annotation	utg5367:6250-399720
utg5370	3	46	98	function_dark_no_current_annotation	utg5370:27-434790
utg5390	5	72	167	function_dark_no_current_annotation	utg5390:3846-622555
utg54	6	52	122	function_dark_no_current_annotation	utg54:1441-391260
utg540	12	72	147	function_dark_no_current_annotation	utg540:5226-589337
utg5414	10	41	86	function_dark_no_current_annotation	utg5414:17025-367327
utg542	23	108	216	function_dark_no_current_annotation	utg542:57934-685302
utg5421	1	19	36	function_dark_no_current_annotation	utg5421:3358-144705
utg54229	1	2	2	function_dark_no_current_annotation	utg54229:17041-17741
utg544	2	3	4	function_dark_no_current_annotation	utg544:168997-244431
utg5454	3	23	44	function_dark_no_current_annotation	utg5454:3455-188678
utg54553	2	10	18	function_dark_no_current_annotation	utg54553:1937-34552
utg5456	2	7	12	function_dark_no_current_annotation	utg5456:9977-67698
utg54636	1	9	16	function_dark_no_current_annotation	utg54636:9849-62625
utg549	1	25	48	function_dark_no_current_annotation	utg549:12247-174540
utg55	19	224	612	function_dark_no_current_annotation	utg55:289-2641347
utg5513	1	2	2	function_dark_no_current_annotation	utg5513:16209-16525
utg5557	1	15	28	function_dark_no_current_annotation	utg5557:14722-119609
utg55667	1	8	14	function_dark_no_current_annotation	utg55667:8329-40526
utg5578	3	15	32	function_dark_no_current_annotation	utg5578:6038-95431
utg55781	3	7	12	function_dark_no_current_annotation	utg55781:5865-38097
utg559	2	16	30	function_dark_no_current_annotation	utg559:1281-94684
utg56	4	77	179	function_dark_no_current_annotation	utg56:43469-701460
utg560	2	32	74	function_dark_no_current_annotation	utg560:2083-300840
utg56260	2	12	22	function_dark_no_current_annotation	utg56260:12912-86512
utg564	4	98	217	function_dark_no_current_annotation	utg564:1109-821516
utg5652	4	63	154	function_dark_no_current_annotation	utg5652:1347-546705
utg5662	6	27	52	function_dark_no_current_annotation	utg5662:48265-164723
utg567	4	29	56	function_dark_no_current_annotation	utg567:9240-211861
utg5696	1	3	4	function_dark_no_current_annotation	utg5696:8217-25277
utg56960	2	3	4	function_dark_no_current_annotation	utg56960:15645-34761
utg57	1	40	81	function_dark_no_current_annotation	utg57:1899-412785
utg5716	1	2	2	function_dark_no_current_annotation	utg5716:18947-19857
utg572	2	40	78	function_dark_no_current_annotation	utg572:11670-376722
utg577	6	110	307	function_dark_no_current_annotation	utg577:5259-938282
utg5774	1	27	54	function_dark_no_current_annotation	utg5774:9956-236456
utg579	6	116	317	function_dark_no_current_annotation	utg579:6831-1213718
utg580	11	84	207	function_dark_no_current_annotation	utg580:2422-681084
utg5817	2	16	43	function_dark_no_current_annotation	utg5817:5447-137322
utg5854	3	13	34	function_dark_no_current_annotation	utg5854:6246-153400
utg5879	4	24	46	function_dark_no_current_annotation	utg5879:4400-100176
utg5885	6	106	242	function_dark_no_current_annotation	utg5885:748-769337
utg589	9	73	144	function_dark_no_current_annotation	utg589:7544-485895
utg590	1	2	2	function_dark_no_current_annotation	utg590:42942-43875
utg59087	3	8	14	function_dark_no_current_annotation	utg59087:7778-68940
utg59213	1	14	26	function_dark_no_current_annotation	utg59213:662-63474
utg594	7	59	134	function_dark_no_current_annotation	utg594:6435-502981
utg5950	13	115	261	function_dark_no_current_annotation	utg5950:233-805365
utg5960	3	23	44	function_dark_no_current_annotation	utg5960:33349-97798
utg59616	2	8	14	function_dark_no_current_annotation	utg59616:2069-49707
utg597	21	242	648	function_dark_no_current_annotation	utg597:9016-2032399
utg5975	2	30	64	function_dark_no_current_annotation	utg5975:16444-329970
utg5980	1	5	8	function_dark_no_current_annotation	utg5980:17131-28047
utg5985	1	28	78	function_dark_no_current_annotation	utg5985:11339-285494
utg599	4	33	64	function_dark_no_current_annotation	utg599:13539-197012
utg59939	2	9	16	function_dark_no_current_annotation	utg59939:684-47939
utg5996	2	12	24	function_dark_no_current_annotation	utg5996:848-91407
utg600	3	38	97	function_dark_no_current_annotation	utg600:806-329571
utg60048	2	3	4	function_dark_no_current_annotation	utg60048:39883-46201
utg6035	4	20	40	function_dark_no_current_annotation	utg6035:989-192475
utg60619	1	3	4	function_dark_no_current_annotation	utg60619:3003-27889
utg607	3	69	195	function_dark_no_current_annotation	utg607:424-676423
utg6070	5	28	58	function_dark_no_current_annotation	utg6070:18095-172925
utg6072	2	31	65	function_dark_no_current_annotation	utg6072:273-220178
utg6078	6	68	149	function_dark_no_current_annotation	utg6078:6758-478499
utg6092	7	44	86	function_dark_no_current_annotation	utg6092:8092-220443
utg612	2	43	88	function_dark_no_current_annotation	utg612:21162-369181
utg6123	3	32	83	function_dark_no_current_annotation	utg6123:265-388582
utg61244	1	11	25	function_dark_no_current_annotation	utg61244:8542-94564
utg61418	4	18	36	function_dark_no_current_annotation	utg61418:81-67514
utg6155	1	22	42	function_dark_no_current_annotation	utg6155:2761-191552
utg616	11	128	344	function_dark_no_current_annotation	utg616:137-1162876
utg6161	6	10	18	function_dark_no_current_annotation	utg6161:8962-50373
utg6183	4	50	124	function_dark_no_current_annotation	utg6183:1563-337294
utg62	9	166	381	function_dark_no_current_annotation	utg62:850-1507030
utg622	16	173	377	function_dark_no_current_annotation	utg622:1945-1412560
utg6220	1	25	58	function_dark_no_current_annotation	utg6220:14899-192341
utg625	16	131	327	function_dark_no_current_annotation	utg625:2642-1064038
utg6272	1	2	2	function_dark_no_current_annotation	utg6272:110296-113723
utg628	1	10	18	function_dark_no_current_annotation	utg628:16-58009
utg6293	9	35	88	function_dark_no_current_annotation	utg6293:4422-466969
utg62950	2	3	4	function_dark_no_current_annotation	utg62950:36414-37168
utg6334	2	26	52	function_dark_no_current_annotation	utg6334:5170-232044
utg637	4	38	86	function_dark_no_current_annotation	utg637:18465-323040
utg6373	8	30	64	function_dark_no_current_annotation	utg6373:23113-421628
utg6379	3	21	42	function_dark_no_current_annotation	utg6379:14068-289794
utg6392	4	19	48	function_dark_no_current_annotation	utg6392:10650-276521
utg64	4	40	104	function_dark_no_current_annotation	utg64:3800-354774
utg6401	11	69	162	function_dark_no_current_annotation	utg6401:9033-559434
utg6423	6	35	68	function_dark_no_current_annotation	utg6423:873-194393
utg6430	1	8	14	function_dark_no_current_annotation	utg6430:1587-35619
utg6432	4	59	120	function_dark_no_current_annotation	utg6432:225-486831
utg6446	1	16	30	function_dark_no_current_annotation	utg6446:761-104642
utg6459	11	57	130	function_dark_no_current_annotation	utg6459:2069-517496
utg6477	1	34	66	function_dark_no_current_annotation	utg6477:61-220595
utg648	8	99	216	function_dark_no_current_annotation	utg648:3974-799384
utg6504	1	32	64	function_dark_no_current_annotation	utg6504:1971-344348
utg6534	2	20	40	function_dark_no_current_annotation	utg6534:6968-73899
utg6551	1	32	72	function_dark_no_current_annotation	utg6551:3994-368278
utg659	3	52	135	function_dark_no_current_annotation	utg659:549-591565
utg6610	2	14	28	function_dark_no_current_annotation	utg6610:313-137925
utg666	2	42	86	function_dark_no_current_annotation	utg666:301-222110
utg6669	6	35	68	function_dark_no_current_annotation	utg6669:933-205779
utg6677	1	10	18	function_dark_no_current_annotation	utg6677:5610-89884
utg67002	2	6	10	function_dark_no_current_annotation	utg67002:472-19448
utg67486	1	4	6	function_dark_no_current_annotation	utg67486:12701-42052
utg67600	2	5	8	function_dark_no_current_annotation	utg67600:11196-24917
utg6781	3	24	48	function_dark_no_current_annotation	utg6781:3376-188006
utg6792	2	14	26	function_dark_no_current_annotation	utg6792:1993-144968
utg6806	7	39	82	function_dark_no_current_annotation	utg6806:27253-392124
utg6821	3	53	130	function_dark_no_current_annotation	utg6821:1505-592390
utg6829	1	8	14	function_dark_no_current_annotation	utg6829:324-45260
utg6834	1	2	2	function_dark_no_current_annotation	utg6834:321782-322784
utg684	3	38	74	function_dark_no_current_annotation	utg684:1461-262378
utg6843	6	25	57	function_dark_no_current_annotation	utg6843:980-192849
utg6851	3	35	72	function_dark_no_current_annotation	utg6851:13988-282960
utg686	7	86	207	function_dark_no_current_annotation	utg686:10843-764435
utg6875	3	18	34	function_dark_no_current_annotation	utg6875:4995-114724
utg6924	2	36	70	function_dark_no_current_annotation	utg6924:12337-326644
utg693	9	115	260	function_dark_no_current_annotation	utg693:425-1030891
utg6938	3	14	28	function_dark_no_current_annotation	utg6938:6229-87081
utg6949	1	23	46	function_dark_no_current_annotation	utg6949:2177-150881
utg695	8	41	86	function_dark_no_current_annotation	utg695:335-360103
utg6958	1	41	106	function_dark_no_current_annotation	utg6958:2817-493907
utg6959	1	28	62	function_dark_no_current_annotation	utg6959:7529-234501
utg696	6	33	64	function_dark_no_current_annotation	utg696:10916-202538
utg69632	1	2	2	function_dark_no_current_annotation	utg69632:4470-6605
utg6976	1	22	42	function_dark_no_current_annotation	utg6976:516-143128
utg699	6	117	264	function_dark_no_current_annotation	utg699:3302-1141542
utg7	11	97	250	function_dark_no_current_annotation	utg7:2188-704586
utg700	2	35	97	function_dark_no_current_annotation	utg700:10480-339257
utg7008	4	24	54	function_dark_no_current_annotation	utg7008:4685-236934
utg7042	2	23	46	function_dark_no_current_annotation	utg7042:820-211390
utg7048	2	9	16	function_dark_no_current_annotation	utg7048:9496-40100
utg7053	1	5	12	function_dark_no_current_annotation	utg7053:3961-111989
utg70613	3	7	12	function_dark_no_current_annotation	utg70613:2240-53651
utg7066	6	42	92	function_dark_no_current_annotation	utg7066:19647-367006
utg707	4	17	32	function_dark_no_current_annotation	utg707:735-136330
utg708	1	11	22	function_dark_no_current_annotation	utg708:1077-93714
utg7083	1	4	6	function_dark_no_current_annotation	utg7083:14997-37673
utg709	1	26	64	function_dark_no_current_annotation	utg709:2747-198123
utg7090	2	28	54	function_dark_no_current_annotation	utg7090:602-145415
utg710	2	35	101	function_dark_no_current_annotation	utg710:48-330029
utg7127	4	53	125	function_dark_no_current_annotation	utg7127:1574-407201
utg714	1	34	89	function_dark_no_current_annotation	utg714:3804-382812
utg7143	1	10	18	function_dark_no_current_annotation	utg7143:2010-102753
utg7145	9	66	138	function_dark_no_current_annotation	utg7145:417-560299
utg7149	1	39	103	function_dark_no_current_annotation	utg7149:1784-442369
utg715	3	105	264	function_dark_no_current_annotation	utg715:127-935402
utg7168	3	28	54	function_dark_no_current_annotation	utg7168:9932-207559
utg7179	4	22	44	function_dark_no_current_annotation	utg7179:11726-198230
utg72	5	39	92	function_dark_no_current_annotation	utg72:877-333890
utg7217	3	61	138	function_dark_no_current_annotation	utg7217:2196-514852
utg7244	2	33	64	function_dark_no_current_annotation	utg7244:4084-244047
utg7264	2	15	32	function_dark_no_current_annotation	utg7264:6883-159156
utg7273	1	2	2	function_dark_no_current_annotation	utg7273:154148-155835
utg7286	8	60	118	function_dark_no_current_annotation	utg7286:10152-380721
utg7289	6	84	247	function_dark_no_current_annotation	utg7289:2530-699710
utg729	8	168	480	function_dark_no_current_annotation	utg729:1571-1209758
utg73	8	145	374	function_dark_no_current_annotation	utg73:16737-1356404
utg734	6	56	124	function_dark_no_current_annotation	utg734:197-361674
utg7343	1	6	10	function_dark_no_current_annotation	utg7343:12331-35043
utg735	12	58	119	function_dark_no_current_annotation	utg735:5036-411584
utg736	9	82	214	function_dark_no_current_annotation	utg736:998-792846
utg738	7	41	90	function_dark_no_current_annotation	utg738:5990-599093
utg7403	1	8	16	function_dark_no_current_annotation	utg7403:10968-72581
utg7412	7	32	85	function_dark_no_current_annotation	utg7412:996-225262
utg74575	1	9	16	function_dark_no_current_annotation	utg74575:2284-46823
utg750	6	81	206	function_dark_no_current_annotation	utg750:13267-773769
utg7522	4	61	126	function_dark_no_current_annotation	utg7522:373-437445
utg7548	4	18	34	function_dark_no_current_annotation	utg7548:1292-132383
utg7549	3	36	82	function_dark_no_current_annotation	utg7549:3867-275619
utg7595	9	60	120	function_dark_no_current_annotation	utg7595:4441-357306
utg7596	3	15	28	function_dark_no_current_annotation	utg7596:13420-121349
utg761	3	49	114	function_dark_no_current_annotation	utg761:538-317462
utg7616	5	24	46	function_dark_no_current_annotation	utg7616:13085-166594
utg762	5	48	119	function_dark_no_current_annotation	utg762:19931-489915
utg7652	3	50	109	function_dark_no_current_annotation	utg7652:1188-455416
utg7661	1	6	10	function_dark_no_current_annotation	utg7661:3067-45666
utg7680	5	23	48	function_dark_no_current_annotation	utg7680:14592-155970
utg77	24	187	470	function_dark_no_current_annotation	utg77:19730-1401515
utg7769	3	12	22	function_dark_no_current_annotation	utg7769:2223-132601
utg777	11	93	212	function_dark_no_current_annotation	utg777:3487-874188
utg78	16	116	268	function_dark_no_current_annotation	utg78:8114-763663
utg7821	2	47	122	function_dark_no_current_annotation	utg7821:1132-354236
utg7840	3	74	153	function_dark_no_current_annotation	utg7840:466-489741
utg7847	1	8	14	function_dark_no_current_annotation	utg7847:3255-75739
utg785	4	27	54	function_dark_no_current_annotation	utg785:2856-212094
utg7855	2	3	4	function_dark_no_current_annotation	utg7855:59422-529311
utg788	14	108	262	function_dark_no_current_annotation	utg788:1911-1011531
utg790	6	61	144	function_dark_no_current_annotation	utg790:466-372554
utg7909	2	21	40	function_dark_no_current_annotation	utg7909:17660-123507
utg791	7	71	225	function_dark_no_current_annotation	utg791:2832-639595
utg7931	3	16	40	function_dark_no_current_annotation	utg7931:2191-150924
utg7950	4	45	90	function_dark_no_current_annotation	utg7950:1695-243435
utg797	7	60	135	function_dark_no_current_annotation	utg797:1607-415472
utg7977	1	2	2	function_dark_no_current_annotation	utg7977:36554-37735
utg798	2	88	220	function_dark_no_current_annotation	utg798:215-818333
utg8	2	88	182	function_dark_no_current_annotation	utg8:5299-868179
utg800	1	10	28	function_dark_no_current_annotation	utg800:8504-85015
utg801	3	121	285	function_dark_no_current_annotation	utg801:5016-1015694
utg80148	1	2	2	function_dark_no_current_annotation	utg80148:4665-5352
utg804	1	23	46	function_dark_no_current_annotation	utg804:830-138544
utg8152	1	12	24	function_dark_no_current_annotation	utg8152:1063-92289
utg816	2	24	50	function_dark_no_current_annotation	utg816:90-231270
utg817	3	30	64	function_dark_no_current_annotation	utg817:1670-278549
utg8181	4	16	30	function_dark_no_current_annotation	utg8181:22340-147794
utg82	11	45	101	function_dark_no_current_annotation	utg82:17259-495612
utg820	4	16	30	function_dark_no_current_annotation	utg820:36125-136118
utg8262	4	56	110	function_dark_no_current_annotation	utg8262:17541-495135
utg8316	1	9	26	function_dark_no_current_annotation	utg8316:404-73443
utg8357	1	4	6	function_dark_no_current_annotation	utg8357:42278-88229
utg8380	1	32	77	function_dark_no_current_annotation	utg8380:6990-173500
utg844	3	12	24	function_dark_no_current_annotation	utg844:2643-78483
utg84504	3	4	6	function_dark_no_current_annotation	utg84504:5167-10065
utg8494	10	123	270	function_dark_no_current_annotation	utg8494:1220-978964
utg8497	2	16	30	function_dark_no_current_annotation	utg8497:1775-125408
utg855	5	30	58	function_dark_no_current_annotation	utg855:9032-173536
utg857	3	41	94	function_dark_no_current_annotation	utg857:2187-361541
utg8578	1	18	38	function_dark_no_current_annotation	utg8578:40677-260005
utg858	5	70	179	function_dark_no_current_annotation	utg858:8327-498173
utg86	8	95	222	function_dark_no_current_annotation	utg86:2218-668392
utg8609	4	30	71	function_dark_no_current_annotation	utg8609:306-216759
utg861	11	140	372	function_dark_no_current_annotation	utg861:964-854737
utg8615	2	21	43	function_dark_no_current_annotation	utg8615:12269-288088
utg8672	3	31	60	function_dark_no_current_annotation	utg8672:1217-183209
utg8674	2	12	22	function_dark_no_current_annotation	utg8674:6609-74141
utg868	4	115	314	function_dark_no_current_annotation	utg868:1339-848094
utg8726	7	30	72	function_dark_no_current_annotation	utg8726:667-224375
utg8768	2	12	30	function_dark_no_current_annotation	utg8768:16347-157382
utg8792	7	65	136	function_dark_no_current_annotation	utg8792:11242-557757
utg881	2	11	27	function_dark_no_current_annotation	utg881:55969-273394
utg882	3	15	31	function_dark_no_current_annotation	utg882:11672-367948
utg8820	2	34	73	function_dark_no_current_annotation	utg8820:1800-247719
utg8851	15	99	209	function_dark_no_current_annotation	utg8851:1768-595379
utg88612	1	9	16	function_dark_no_current_annotation	utg88612:491-39944
utg888	8	74	170	function_dark_no_current_annotation	utg888:6992-499431
utg8892	3	29	56	function_dark_no_current_annotation	utg8892:367-127254
utg890	6	59	173	function_dark_no_current_annotation	utg890:2894-525435
utg891	3	43	88	function_dark_no_current_annotation	utg891:9080-403506
utg89561	1	4	8	function_dark_no_current_annotation	utg89561:839-32855
utg896	3	41	84	function_dark_no_current_annotation	utg896:6114-374889
utg902	2	11	20	function_dark_no_current_annotation	utg902:16583-105007
utg9023	3	20	38	function_dark_no_current_annotation	utg9023:2872-136426
utg910	13	189	521	function_dark_no_current_annotation	utg910:30701-1782738
utg911	3	57	132	function_dark_no_current_annotation	utg911:11772-781358
utg9110	3	34	75	function_dark_no_current_annotation	utg9110:860-282384
utg912	2	46	95	function_dark_no_current_annotation	utg912:5771-346565
utg9141	2	15	28	function_dark_no_current_annotation	utg9141:3334-80080
utg9150	1	21	59	function_dark_no_current_annotation	utg9150:8058-317753
utg9194	5	14	32	function_dark_no_current_annotation	utg9194:17433-163520
utg92	17	178	436	function_dark_no_current_annotation	utg92:4878-1374422
utg920	2	37	73	function_dark_no_current_annotation	utg920:5546-214893
utg9202	2	3	4	function_dark_no_current_annotation	utg9202:16613-26577
utg924	8	92	199	function_dark_no_current_annotation	utg924:10310-733294
utg9251	2	36	72	function_dark_no_current_annotation	utg9251:1590-269285
utg9284	3	22	64	function_dark_no_current_annotation	utg9284:17533-220147
utg9285	3	38	82	function_dark_no_current_annotation	utg9285:4143-249525
utg9313	8	45	105	function_dark_no_current_annotation	utg9313:608-506793
utg935	3	23	44	function_dark_no_current_annotation	utg935:231-198393
utg936	7	50	114	function_dark_no_current_annotation	utg936:84-492680
utg9409	1	2	2	function_dark_no_current_annotation	utg9409:106299-107621
utg95	2	54	140	function_dark_no_current_annotation	utg95:3055-321961
utg950	2	24	62	function_dark_no_current_annotation	utg950:2609-282927
utg95251	1	6	10	function_dark_no_current_annotation	utg95251:3852-28861
utg9561	2	3	4	function_dark_no_current_annotation	utg9561:129310-171168
utg9602	7	41	80	function_dark_no_current_annotation	utg9602:63967-254410
utg9603	3	18	34	function_dark_no_current_annotation	utg9603:46574-125501
utg9623	5	34	71	function_dark_no_current_annotation	utg9623:5358-163100
utg9625	1	2	2	function_dark_no_current_annotation	utg9625:83195-83503
utg9668	2	48	94	function_dark_no_current_annotation	utg9668:4160-379885
utg967	5	65	171	function_dark_no_current_annotation	utg967:578-546599
utg975	9	43	84	function_dark_no_current_annotation	utg975:14058-206944
utg9762	2	7	14	function_dark_no_current_annotation	utg9762:2522-68886
utg9769	8	25	50	function_dark_no_current_annotation	utg9769:6712-189164
utg978	4	13	28	function_dark_no_current_annotation	utg978:8827-302047
utg983	4	26	60	function_dark_no_current_annotation	utg983:4326-223696
utg9867	1	22	42	function_dark_no_current_annotation	utg9867:74-117492
utg9875	4	22	42	function_dark_no_current_annotation	utg9875:1923-152669
utg989	3	48	135	function_dark_no_current_annotation	utg989:10402-623309
utg9902	3	14	30	function_dark_no_current_annotation	utg9902:8542-105665
utg99249	1	2	2	function_dark_no_current_annotation	utg99249:46004-47716
utg993	7	35	72	function_dark_no_current_annotation	utg993:2600-369093
