dark_cluster_id	representative_id	candidate_id	cluster_size	cluster_members	cluster_method
dark_cluster_001709	evm.utg3093.9	evm.utg3093.9	1	evm.utg3093.9	exact_python_fallback
dark_cluster_001710	evm.utg522.1	evm.utg522.1	3	evm.utg522.1;evm.utg522.16;evm.utg522.21	exact_python_fallback
dark_cluster_001710	evm.utg522.1	evm.utg522.16	3	evm.utg522.1;evm.utg522.16;evm.utg522.21	exact_python_fallback
dark_cluster_001710	evm.utg522.1	evm.utg522.21	3	evm.utg522.1;evm.utg522.16;evm.utg522.21	exact_python_fallback
dark_cluster_001711	utg411.equina_smart_1533327.mrna1	utg411.equina_smart_1533327.mrna1	1	utg411.equina_smart_1533327.mrna1	exact_python_fallback
dark_cluster_001712	utg3292.equina_smart_676577.mrna4	utg3292.equina_smart_676577.mrna4	1	utg3292.equina_smart_676577.mrna4	exact_python_fallback
dark_cluster_001713	evm.utg62.12	evm.utg62.12	2	evm.utg62.12;evm.utg62.56	exact_python_fallback
dark_cluster_001713	evm.utg62.12	evm.utg62.56	2	evm.utg62.12;evm.utg62.56	exact_python_fallback
dark_cluster_001714	evm.utg2083.60	evm.utg2083.60	1	evm.utg2083.60	exact_python_fallback
dark_cluster_001715	evm.utg25321.15	evm.utg25321.15	1	evm.utg25321.15	exact_python_fallback
dark_cluster_001716	evm.utg1897.98	evm.utg1897.98	1	evm.utg1897.98	exact_python_fallback
dark_cluster_001717	evm.utg109.91	evm.utg109.91	1	evm.utg109.91	exact_python_fallback
dark_cluster_001718	utg666.equina_smart_442931.mrna1	utg666.equina_smart_442931.mrna1	1	utg666.equina_smart_442931.mrna1	exact_python_fallback
dark_cluster_001719	utg15013.equina_smart_1471276.mrna1	utg15013.equina_smart_1471276.mrna1	1	utg15013.equina_smart_1471276.mrna1	exact_python_fallback
dark_cluster_001720	evm.utg1609.54	evm.utg1609.54	1	evm.utg1609.54	exact_python_fallback
dark_cluster_001721	utg625.equina_smart_1614714.mrna1	utg625.equina_smart_1614714.mrna1	1	utg625.equina_smart_1614714.mrna1	exact_python_fallback
dark_cluster_001722	utg7127.equina_smart_1479913.mrna5	utg7127.equina_smart_1479913.mrna5	1	utg7127.equina_smart_1479913.mrna5	exact_python_fallback
dark_cluster_001723	utg62950.equina_smart_1729724.mrna2	utg62950.equina_smart_1729724.mrna2	1	utg62950.equina_smart_1729724.mrna2	exact_python_fallback
dark_cluster_001724	utg54.equina_smart_1393648.mrna3	utg54.equina_smart_1393648.mrna3	1	utg54.equina_smart_1393648.mrna3	exact_python_fallback
dark_cluster_001725	utg54.equina_smart_1475680.mrna3	utg54.equina_smart_1475680.mrna3	1	utg54.equina_smart_1475680.mrna3	exact_python_fallback
dark_cluster_001726	utg62950.equina_smart_1479913.mrna2	utg62950.equina_smart_1479913.mrna2	1	utg62950.equina_smart_1479913.mrna2	exact_python_fallback
dark_cluster_001727	utg2129.equina_smart_1863330.mrna1	utg2129.equina_smart_1863330.mrna1	1	utg2129.equina_smart_1863330.mrna1	exact_python_fallback
dark_cluster_001728	utg2129.equina_smart_654438.mrna1	utg2129.equina_smart_654438.mrna1	1	utg2129.equina_smart_654438.mrna1	exact_python_fallback
dark_cluster_001729	utg3329.equina_smart_1624084.mrna1	utg3329.equina_smart_1624084.mrna1	1	utg3329.equina_smart_1624084.mrna1	exact_python_fallback
dark_cluster_001730	utg5578.equina_smart_1656874.mrna3	utg5578.equina_smart_1656874.mrna3	1	utg5578.equina_smart_1656874.mrna3	exact_python_fallback
dark_cluster_001731	utg5578.equina_smart_1639775.mrna3	utg5578.equina_smart_1639775.mrna3	1	utg5578.equina_smart_1639775.mrna3	exact_python_fallback
dark_cluster_001732	utg1579.equina_smart_1435556.mrna2	utg1579.equina_smart_1435556.mrna2	1	utg1579.equina_smart_1435556.mrna2	exact_python_fallback
dark_cluster_001733	utg77.equina_smart_1713203.mrna2	utg77.equina_smart_1713203.mrna2	1	utg77.equina_smart_1713203.mrna2	exact_python_fallback
dark_cluster_001734	utg2487.equina_smart_1656874.mrna1	utg2487.equina_smart_1656874.mrna1	2	utg2487.equina_smart_1656874.mrna1;utg2487.equina_smart_1656874.mrna2	exact_python_fallback
dark_cluster_001734	utg2487.equina_smart_1656874.mrna1	utg2487.equina_smart_1656874.mrna2	2	utg2487.equina_smart_1656874.mrna1;utg2487.equina_smart_1656874.mrna2	exact_python_fallback
dark_cluster_001735	utg307.equina_smart_1778237.mrna4	utg307.equina_smart_1778237.mrna4	1	utg307.equina_smart_1778237.mrna4	exact_python_fallback
dark_cluster_001736	utg1056.equina_smart_1778237.mrna7	utg1056.equina_smart_1778237.mrna7	1	utg1056.equina_smart_1778237.mrna7	exact_python_fallback
dark_cluster_001737	utg207.equina_smart_1612683.mrna4	utg207.equina_smart_1612683.mrna4	1	utg207.equina_smart_1612683.mrna4	exact_python_fallback
dark_cluster_001738	utg6078.equina_smart_1778237.mrna3	utg6078.equina_smart_1778237.mrna3	1	utg6078.equina_smart_1778237.mrna3	exact_python_fallback
dark_cluster_001739	utg1272.equina_smart_1694720.mrna1	utg1272.equina_smart_1694720.mrna1	1	utg1272.equina_smart_1694720.mrna1	exact_python_fallback
dark_cluster_001740	utg2487.equina_smart_1624086.mrna1	utg2487.equina_smart_1624086.mrna1	1	utg2487.equina_smart_1624086.mrna1	exact_python_fallback
dark_cluster_001741	utg2099.equina_smart_1635804.mrna1	utg2099.equina_smart_1635804.mrna1	1	utg2099.equina_smart_1635804.mrna1	exact_python_fallback
dark_cluster_001742	utg1555.equina_smart_1863330.mrna4	utg1555.equina_smart_1863330.mrna4	1	utg1555.equina_smart_1863330.mrna4	exact_python_fallback
dark_cluster_001743	utg4187.equina_smart_1614714.mrna10	utg4187.equina_smart_1614714.mrna10	1	utg4187.equina_smart_1614714.mrna10	exact_python_fallback
dark_cluster_001744	utg27.equina_smart_1836529.mrna1	utg27.equina_smart_1836529.mrna1	1	utg27.equina_smart_1836529.mrna1	exact_python_fallback
dark_cluster_001745	utg790.equina_smart_68539.mrna1	utg790.equina_smart_68539.mrna1	1	utg790.equina_smart_68539.mrna1	exact_python_fallback
dark_cluster_001746	utg1345.equina_smart_1503899.mrna1	utg1345.equina_smart_1503899.mrna1	1	utg1345.equina_smart_1503899.mrna1	exact_python_fallback
dark_cluster_001747	evm.utg7289.51	evm.utg7289.51	1	evm.utg7289.51	exact_python_fallback
dark_cluster_001748	evm.utg12551.15	evm.utg12551.15	2	evm.utg12551.15;evm.utg12551.2	exact_python_fallback
dark_cluster_001748	evm.utg12551.15	evm.utg12551.2	2	evm.utg12551.15;evm.utg12551.2	exact_python_fallback
dark_cluster_001749	evm.utg512.47	evm.utg512.47	1	evm.utg512.47	exact_python_fallback
dark_cluster_001750	utg470.equina_smart_1546483.mrna1	utg470.equina_smart_1546483.mrna1	1	utg470.equina_smart_1546483.mrna1	exact_python_fallback
dark_cluster_001751	evm.utg4716.10	evm.utg4716.10	1	evm.utg4716.10	exact_python_fallback
dark_cluster_001752	evm.utg3210.39	evm.utg3210.39	2	evm.utg3210.39;evm.utg3210.8	exact_python_fallback
dark_cluster_001752	evm.utg3210.39	evm.utg3210.8	2	evm.utg3210.39;evm.utg3210.8	exact_python_fallback
dark_cluster_001753	utg4194.equina_smart_1694720.mrna2	utg4194.equina_smart_1694720.mrna2	1	utg4194.equina_smart_1694720.mrna2	exact_python_fallback
dark_cluster_001754	evm.utg7066.43	evm.utg7066.43	1	evm.utg7066.43	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg10114.equina_smart_657794.mrna10	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg3022.equina_smart_657794.mrna6	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg31428.equina_smart_657794.mrna12	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg418.equina_smart_657794.mrna4	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg512.equina_smart_657794.mrna5	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001755	utg10114.equina_smart_657794.mrna10	utg62.equina_smart_657794.mrna2	6	utg10114.equina_smart_657794.mrna10;utg3022.equina_smart_657794.mrna6;utg31428.equina_smart_657794.mrna12;utg418.equina_smart_657794.mrna4;utg512.equina_smart_657794.mrna5;utg62.equina_smart_657794.mrna2	exact_python_fallback
dark_cluster_001756	utg801.equina_smart_1701734.mrna1	utg801.equina_smart_1701734.mrna1	1	utg801.equina_smart_1701734.mrna1	exact_python_fallback
dark_cluster_001757	utg975.evm.utg107.64.mrna3	utg975.evm.utg107.64.mrna3	1	utg975.evm.utg107.64.mrna3	exact_python_fallback
dark_cluster_001758	evm.utg17994.12	evm.utg17994.12	1	evm.utg17994.12	exact_python_fallback
dark_cluster_001759	evm.utg73.130	evm.utg73.130	1	evm.utg73.130	exact_python_fallback
dark_cluster_001760	evm.utg4922.20	evm.utg4922.20	1	evm.utg4922.20	exact_python_fallback
dark_cluster_001761	utg420.equina_smart_56931.mrna1	utg420.equina_smart_56931.mrna1	1	utg420.equina_smart_56931.mrna1	exact_python_fallback
dark_cluster_001762	utg5950.equina_smart_702329.mrna2	utg5950.equina_smart_702329.mrna2	1	utg5950.equina_smart_702329.mrna2	exact_python_fallback
dark_cluster_001763	evm.utg17612.19	evm.utg17612.19	1	evm.utg17612.19	exact_python_fallback
dark_cluster_001764	utg1271.equina_smart_1835967.mrna6	utg1271.equina_smart_1835967.mrna6	1	utg1271.equina_smart_1835967.mrna6	exact_python_fallback
dark_cluster_001765	utg33938.equina_smart_647107.mrna1	utg33938.equina_smart_647107.mrna1	1	utg33938.equina_smart_647107.mrna1	exact_python_fallback
dark_cluster_001766	utg498.equina_smart_989982.mrna1	utg498.equina_smart_989982.mrna1	1	utg498.equina_smart_989982.mrna1	exact_python_fallback
dark_cluster_001767	evm.utg2200.44	evm.utg2200.44	1	evm.utg2200.44	exact_python_fallback
dark_cluster_001768	utg4977.equina_smart_1471853.mrna3	utg4977.equina_smart_1471853.mrna3	1	utg4977.equina_smart_1471853.mrna3	exact_python_fallback
dark_cluster_001769	evm.utg750.50	evm.utg750.50	2	evm.utg750.50;evm.utg750.60	exact_python_fallback
dark_cluster_001769	evm.utg750.50	evm.utg750.60	2	evm.utg750.50;evm.utg750.60	exact_python_fallback
dark_cluster_001770	evm.utg4428.6	evm.utg4428.6	1	evm.utg4428.6	exact_python_fallback
dark_cluster_001771	evm.utg56.17	evm.utg56.17	1	evm.utg56.17	exact_python_fallback
dark_cluster_001772	evm.utg56.16	evm.utg56.16	1	evm.utg56.16	exact_python_fallback
dark_cluster_001773	evm.utg9285.7	evm.utg9285.7	1	evm.utg9285.7	exact_python_fallback
dark_cluster_001774	evm.utg1609.87.1.5c22eb78	evm.utg1609.87.1.5c22eb78	1	evm.utg1609.87.1.5c22eb78	exact_python_fallback
dark_cluster_001775	evm.utg1663.1	evm.utg1663.1	5	evm.utg1663.1;evm.utg1663.11;evm.utg1663.13;evm.utg1663.32;evm.utg1663.61	exact_python_fallback
dark_cluster_001775	evm.utg1663.1	evm.utg1663.11	5	evm.utg1663.1;evm.utg1663.11;evm.utg1663.13;evm.utg1663.32;evm.utg1663.61	exact_python_fallback
dark_cluster_001775	evm.utg1663.1	evm.utg1663.13	5	evm.utg1663.1;evm.utg1663.11;evm.utg1663.13;evm.utg1663.32;evm.utg1663.61	exact_python_fallback
dark_cluster_001775	evm.utg1663.1	evm.utg1663.32	5	evm.utg1663.1;evm.utg1663.11;evm.utg1663.13;evm.utg1663.32;evm.utg1663.61	exact_python_fallback
dark_cluster_001775	evm.utg1663.1	evm.utg1663.61	5	evm.utg1663.1;evm.utg1663.11;evm.utg1663.13;evm.utg1663.32;evm.utg1663.61	exact_python_fallback
dark_cluster_001776	evm.utg8.50	evm.utg8.50	1	evm.utg8.50	exact_python_fallback
dark_cluster_001777	utg10321.equina_smart_699690.mrna3	utg10321.equina_smart_699690.mrna3	1	utg10321.equina_smart_699690.mrna3	exact_python_fallback
dark_cluster_001778	evm.utg896.8	evm.utg896.8	1	evm.utg896.8	exact_python_fallback
dark_cluster_001779	evm.utg7286.47	evm.utg7286.47	1	evm.utg7286.47	exact_python_fallback
dark_cluster_001780	evm.utg10135.1	evm.utg10135.1	1	evm.utg10135.1	exact_python_fallback
dark_cluster_001781	evm.utg4290.15	evm.utg4290.15	1	evm.utg4290.15	exact_python_fallback
dark_cluster_001782	utg376.equina_smart_1752506.mrna1	utg376.equina_smart_1752506.mrna1	1	utg376.equina_smart_1752506.mrna1	exact_python_fallback
dark_cluster_001783	utg522.equina_smart_972692.mrna1	utg522.equina_smart_972692.mrna1	1	utg522.equina_smart_972692.mrna1	exact_python_fallback
dark_cluster_001784	evm.utg101.96	evm.utg101.96	1	evm.utg101.96	exact_python_fallback
dark_cluster_001785	evm.utg17508.4	evm.utg17508.4	1	evm.utg17508.4	exact_python_fallback
dark_cluster_001786	evm.utg1395.2	evm.utg1395.2	1	evm.utg1395.2	exact_python_fallback
dark_cluster_001787	utg8726.equina_smart_1483511.mrna1	utg8726.equina_smart_1483511.mrna1	1	utg8726.equina_smart_1483511.mrna1	exact_python_fallback
dark_cluster_001788	evm.utg349.1	evm.utg349.1	1	evm.utg349.1	exact_python_fallback
dark_cluster_001789	evm.utg6035.1	evm.utg6035.1	2	evm.utg6035.1;evm.utg6035.9	exact_python_fallback
dark_cluster_001789	evm.utg6035.1	evm.utg6035.9	2	evm.utg6035.1;evm.utg6035.9	exact_python_fallback
dark_cluster_001790	evm.utg817.29	evm.utg817.29	1	evm.utg817.29	exact_python_fallback
dark_cluster_001791	evm.utg5662.1	evm.utg5662.1	4	evm.utg5662.1;evm.utg5662.19;evm.utg5662.24;evm.utg5662.26	exact_python_fallback
dark_cluster_001791	evm.utg5662.1	evm.utg5662.19	4	evm.utg5662.1;evm.utg5662.19;evm.utg5662.24;evm.utg5662.26	exact_python_fallback
dark_cluster_001791	evm.utg5662.1	evm.utg5662.24	4	evm.utg5662.1;evm.utg5662.19;evm.utg5662.24;evm.utg5662.26	exact_python_fallback
dark_cluster_001791	evm.utg5662.1	evm.utg5662.26	4	evm.utg5662.1;evm.utg5662.19;evm.utg5662.24;evm.utg5662.26	exact_python_fallback
dark_cluster_001792	evm.utg11096.11	evm.utg11096.11	1	evm.utg11096.11	exact_python_fallback
dark_cluster_001793	utg236.equina_smart_1404524.mrna1	utg236.equina_smart_1404524.mrna1	1	utg236.equina_smart_1404524.mrna1	exact_python_fallback
dark_cluster_001794	evm.utg190.50	evm.utg190.50	1	evm.utg190.50	exact_python_fallback
dark_cluster_001795	utg410.equina_smart_1867654.mrna11	utg410.equina_smart_1867654.mrna11	1	utg410.equina_smart_1867654.mrna11	exact_python_fallback
dark_cluster_001796	evm.utg411.141	evm.utg411.141	1	evm.utg411.141	exact_python_fallback
dark_cluster_001797	evm.utg344.48	evm.utg344.48	1	evm.utg344.48	exact_python_fallback
dark_cluster_001798	evm.utg8316.4	evm.utg8316.4	1	evm.utg8316.4	exact_python_fallback
dark_cluster_001799	utg2129.equina_smart_1442220.mrna1	utg2129.equina_smart_1442220.mrna1	1	utg2129.equina_smart_1442220.mrna1	exact_python_fallback
dark_cluster_001800	utg1355.equina_smart_1433159.mrna1	utg1355.equina_smart_1433159.mrna1	1	utg1355.equina_smart_1433159.mrna1	exact_python_fallback
dark_cluster_001801	evm.utg3891.5	evm.utg3891.5	1	evm.utg3891.5	exact_python_fallback
dark_cluster_001802	evm.utg55.161	evm.utg55.161	1	evm.utg55.161	exact_python_fallback
dark_cluster_001803	evm.utg5217.1	evm.utg5217.1	4	evm.utg5217.1;evm.utg5217.7;evm.utg5217.8;evm.utg5217.9	exact_python_fallback
dark_cluster_001803	evm.utg5217.1	evm.utg5217.7	4	evm.utg5217.1;evm.utg5217.7;evm.utg5217.8;evm.utg5217.9	exact_python_fallback
dark_cluster_001803	evm.utg5217.1	evm.utg5217.8	4	evm.utg5217.1;evm.utg5217.7;evm.utg5217.8;evm.utg5217.9	exact_python_fallback
dark_cluster_001803	evm.utg5217.1	evm.utg5217.9	4	evm.utg5217.1;evm.utg5217.7;evm.utg5217.8;evm.utg5217.9	exact_python_fallback
dark_cluster_001804	evm.utg73.11	evm.utg73.11	1	evm.utg73.11	exact_python_fallback
dark_cluster_001805	evm.utg1464.4	evm.utg1464.4	1	evm.utg1464.4	exact_python_fallback
dark_cluster_001806	evm.utg8851.10	evm.utg8851.10	1	evm.utg8851.10	exact_python_fallback
dark_cluster_001807	utg9623.evm.utg6423.34.mrna2	utg9623.evm.utg6423.34.mrna2	1	utg9623.evm.utg6423.34.mrna2	exact_python_fallback
dark_cluster_001808	evm.utg12655.45	evm.utg12655.45	1	evm.utg12655.45	exact_python_fallback
dark_cluster_001809	evm.utg43115.5	evm.utg43115.5	1	evm.utg43115.5	exact_python_fallback
dark_cluster_001810	utg1253.evm.utg560.14.mrna8	utg1253.evm.utg560.14.mrna8	1	utg1253.evm.utg560.14.mrna8	exact_python_fallback
dark_cluster_001811	utg5246.evm.utg560.14.mrna2	utg5246.evm.utg560.14.mrna2	1	utg5246.evm.utg560.14.mrna2	exact_python_fallback
dark_cluster_001812	evm.utg1890.6	evm.utg1890.6	1	evm.utg1890.6	exact_python_fallback
dark_cluster_001813	evm.utg1900.49	evm.utg1900.49	1	evm.utg1900.49	exact_python_fallback
dark_cluster_001814	evm.utg2205.14	evm.utg2205.14	1	evm.utg2205.14	exact_python_fallback
dark_cluster_001815	evm.utg1234.1	evm.utg1234.1	1	evm.utg1234.1	exact_python_fallback
dark_cluster_001816	evm.utg2801.33	evm.utg2801.33	2	evm.utg2801.33;evm.utg2801.48	exact_python_fallback
dark_cluster_001816	evm.utg2801.33	evm.utg2801.48	2	evm.utg2801.33;evm.utg2801.48	exact_python_fallback
dark_cluster_001817	evm.utg1049.2	evm.utg1049.2	1	evm.utg1049.2	exact_python_fallback
dark_cluster_001818	evm.utg6477.17	evm.utg6477.17	1	evm.utg6477.17	exact_python_fallback
dark_cluster_001819	evm.utg7596.7	evm.utg7596.7	1	evm.utg7596.7	exact_python_fallback
dark_cluster_001820	evm.utg11497.14	evm.utg11497.14	1	evm.utg11497.14	exact_python_fallback
dark_cluster_001821	evm.utg1465.34	evm.utg1465.34	1	evm.utg1465.34	exact_python_fallback
dark_cluster_001822	evm.utg542.99	evm.utg542.99	1	evm.utg542.99	exact_python_fallback
dark_cluster_001823	utg6459.equina_smart_25077.mrna1	utg6459.equina_smart_25077.mrna1	1	utg6459.equina_smart_25077.mrna1	exact_python_fallback
dark_cluster_001824	utg6373.equina_smart_1658164.mrna2	utg6373.equina_smart_1658164.mrna2	1	utg6373.equina_smart_1658164.mrna2	exact_python_fallback
dark_cluster_001825	utg1337.equina_smart_912437.mrna1	utg1337.equina_smart_912437.mrna1	1	utg1337.equina_smart_912437.mrna1	exact_python_fallback
dark_cluster_001826	evm.utg1698.17	evm.utg1698.17	1	evm.utg1698.17	exact_python_fallback
dark_cluster_001827	evm.utg2129.154	evm.utg2129.154	1	evm.utg2129.154	exact_python_fallback
dark_cluster_001828	evm.utg2601.54	evm.utg2601.54	1	evm.utg2601.54	exact_python_fallback
dark_cluster_001829	evm.utg5059.39	evm.utg5059.39	4	evm.utg5059.39;evm.utg5059.63;evm.utg5059.72;evm.utg5059.74	exact_python_fallback
dark_cluster_001829	evm.utg5059.39	evm.utg5059.63	4	evm.utg5059.39;evm.utg5059.63;evm.utg5059.72;evm.utg5059.74	exact_python_fallback
dark_cluster_001829	evm.utg5059.39	evm.utg5059.72	4	evm.utg5059.39;evm.utg5059.63;evm.utg5059.72;evm.utg5059.74	exact_python_fallback
dark_cluster_001829	evm.utg5059.39	evm.utg5059.74	4	evm.utg5059.39;evm.utg5059.63;evm.utg5059.72;evm.utg5059.74	exact_python_fallback
dark_cluster_001830	evm.utg1936.4	evm.utg1936.4	1	evm.utg1936.4	exact_python_fallback
dark_cluster_001831	evm.utg3622.27	evm.utg3622.27	2	evm.utg3622.27;utg45540.evm.utg3622.27.mrna2	exact_python_fallback
dark_cluster_001831	evm.utg3622.27	utg45540.evm.utg3622.27.mrna2	2	evm.utg3622.27;utg45540.evm.utg3622.27.mrna2	exact_python_fallback
dark_cluster_001832	evm.utg735.27	evm.utg735.27	1	evm.utg735.27	exact_python_fallback
dark_cluster_001833	evm.utg6459.10	evm.utg6459.10	1	evm.utg6459.10	exact_python_fallback
dark_cluster_001834	utg1032.equina_smart_458443.mrna1	utg1032.equina_smart_458443.mrna1	1	utg1032.equina_smart_458443.mrna1	exact_python_fallback
dark_cluster_001835	utg49.equina_smart_1592054.mrna1	utg49.equina_smart_1592054.mrna1	1	utg49.equina_smart_1592054.mrna1	exact_python_fallback
dark_cluster_001836	evm.utg7048.3	evm.utg7048.3	1	evm.utg7048.3	exact_python_fallback
dark_cluster_001837	evm.utg6851.24	evm.utg6851.24	1	evm.utg6851.24	exact_python_fallback
dark_cluster_001838	evm.utg59939.4	evm.utg59939.4	2	evm.utg59939.4;evm.utg59939.5	exact_python_fallback
dark_cluster_001838	evm.utg59939.4	evm.utg59939.5	2	evm.utg59939.4;evm.utg59939.5	exact_python_fallback
dark_cluster_001839	utg203.evm.utg2969.39.mrna2	utg203.evm.utg2969.39.mrna2	1	utg203.evm.utg2969.39.mrna2	exact_python_fallback
dark_cluster_001840	evm.utg2969.39	evm.utg2969.39	1	evm.utg2969.39	exact_python_fallback
dark_cluster_001841	evm.utg4695.66	evm.utg4695.66	1	evm.utg4695.66	exact_python_fallback
dark_cluster_001842	evm.utg8.39	evm.utg8.39	1	evm.utg8.39	exact_python_fallback
dark_cluster_001843	utg801.equina_smart_1424486utrorf.mrna1	utg801.equina_smart_1424486utrorf.mrna1	1	utg801.equina_smart_1424486utrorf.mrna1	exact_python_fallback
dark_cluster_001844	evm.utg14731.11	evm.utg14731.11	1	evm.utg14731.11	exact_python_fallback
dark_cluster_001845	evm.utg2100.13	evm.utg2100.13	3	evm.utg2100.13;evm.utg2100.25;evm.utg2100.37	exact_python_fallback
dark_cluster_001845	evm.utg2100.13	evm.utg2100.25	3	evm.utg2100.13;evm.utg2100.25;evm.utg2100.37	exact_python_fallback
dark_cluster_001845	evm.utg2100.13	evm.utg2100.37	3	evm.utg2100.13;evm.utg2100.25;evm.utg2100.37	exact_python_fallback
dark_cluster_001846	evm.utg1022.46	evm.utg1022.46	3	evm.utg1022.46;evm.utg1022.50;evm.utg1022.53	exact_python_fallback
dark_cluster_001846	evm.utg1022.46	evm.utg1022.50	3	evm.utg1022.46;evm.utg1022.50;evm.utg1022.53	exact_python_fallback
dark_cluster_001846	evm.utg1022.46	evm.utg1022.53	3	evm.utg1022.46;evm.utg1022.50;evm.utg1022.53	exact_python_fallback
dark_cluster_001847	evm.utg6551.19	evm.utg6551.19	1	evm.utg6551.19	exact_python_fallback
dark_cluster_001848	evm.utg801.100	evm.utg801.100	1	evm.utg801.100	exact_python_fallback
dark_cluster_001849	evm.utg28209.1	evm.utg28209.1	2	evm.utg28209.1;evm.utg28209.2	exact_python_fallback
dark_cluster_001849	evm.utg28209.1	evm.utg28209.2	2	evm.utg28209.1;evm.utg28209.2	exact_python_fallback
dark_cluster_001850	evm.utg150.15	evm.utg150.15	5	evm.utg150.15;evm.utg150.28;evm.utg150.38;evm.utg150.53;evm.utg150.85	exact_python_fallback
dark_cluster_001850	evm.utg150.15	evm.utg150.28	5	evm.utg150.15;evm.utg150.28;evm.utg150.38;evm.utg150.53;evm.utg150.85	exact_python_fallback
dark_cluster_001850	evm.utg150.15	evm.utg150.38	5	evm.utg150.15;evm.utg150.28;evm.utg150.38;evm.utg150.53;evm.utg150.85	exact_python_fallback
dark_cluster_001850	evm.utg150.15	evm.utg150.53	5	evm.utg150.15;evm.utg150.28;evm.utg150.38;evm.utg150.53;evm.utg150.85	exact_python_fallback
dark_cluster_001850	evm.utg150.15	evm.utg150.85	5	evm.utg150.15;evm.utg150.28;evm.utg150.38;evm.utg150.53;evm.utg150.85	exact_python_fallback
dark_cluster_001851	evm.utg1765.26	evm.utg1765.26	1	evm.utg1765.26	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.1	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.123	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.124	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.27	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.45	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.6	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.64	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.67	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001852	evm.utg625.1	evm.utg625.93	9	evm.utg625.1;evm.utg625.123;evm.utg625.124;evm.utg625.27;evm.utg625.45;evm.utg625.6;evm.utg625.64;evm.utg625.67;evm.utg625.93	exact_python_fallback
dark_cluster_001853	utg3906.equina_smart_584752.mrna1	utg3906.equina_smart_584752.mrna1	1	utg3906.equina_smart_584752.mrna1	exact_python_fallback
dark_cluster_001854	evm.utg3329.6	evm.utg3329.6	1	evm.utg3329.6	exact_python_fallback
dark_cluster_001855	evm.utg456.63	evm.utg456.63	1	evm.utg456.63	exact_python_fallback
