# BUSCO version is: 5.3.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
466942at33208	Fragmented	evm.utg1272.135	124.9	135	https://v10-1.orthodb.org/?query=466942at33208	peroxisome biogenesis factor 2
467106at33208	Complete	evm.utg6551.24	334.3	282	https://v10-1.orthodb.org/?query=467106at33208	Zinc finger, CCCH-type
467142at33208	Duplicated	evm.utg477.9	290.0	321	https://v10-1.orthodb.org/?query=467142at33208	F-box domain
467142at33208	Duplicated	evm.utg477.9.1.5c22f14c	269.4	250	https://v10-1.orthodb.org/?query=467142at33208	F-box domain
467744at33208	Duplicated	evm.utg2156.37	294.7	262	https://v10-1.orthodb.org/?query=467744at33208	TMEM115/Pdh1/Rbl19
467744at33208	Duplicated	evm.utg5033.17	294.1	262	https://v10-1.orthodb.org/?query=467744at33208	TMEM115/Pdh1/Rbl19
468248at33208	Duplicated	evm.utg2108.47	414.6	272	https://v10-1.orthodb.org/?query=468248at33208	Vacuole membrane protein 1
468248at33208	Duplicated	evm.utg2108.47.1.5c22ecf5	393.7	273	https://v10-1.orthodb.org/?query=468248at33208	Vacuole membrane protein 1
468359at33208	Duplicated	evm.utg2007.31	422.5	330	https://v10-1.orthodb.org/?query=468359at33208	CCR4-NOT transcription complex subunit 11
468359at33208	Duplicated	evm.utg5074.10	396.1	336	https://v10-1.orthodb.org/?query=468359at33208	CCR4-NOT transcription complex subunit 11
468631at33208	Complete	evm.utg356.98	171.3	172	https://v10-1.orthodb.org/?query=468631at33208	ATP synthase mitochondrial F1 complex assembly factor 2
468710at33208	Complete	evm.utg3787.41	158.3	168	https://v10-1.orthodb.org/?query=468710at33208	RDD
468757at33208	Complete	evm.utg1919.32	355.5	269	https://v10-1.orthodb.org/?query=468757at33208	XPG N-terminal
469367at33208	Duplicated	evm.utg1565.5	345.2	296	https://v10-1.orthodb.org/?query=469367at33208	Intra-flagellar transport protein 57
469367at33208	Duplicated	evm.utg1565.5.1.5c22eb3b	307.9	264	https://v10-1.orthodb.org/?query=469367at33208	Intra-flagellar transport protein 57
470197at33208	Complete	evm.utg1663.59	319.4	272	https://v10-1.orthodb.org/?query=470197at33208	WD40 repeat
470523at33208	Duplicated	evm.utg107.3	260.9	195	https://v10-1.orthodb.org/?query=470523at33208	Galactosyltransferase, C-terminal
470523at33208	Duplicated	evm.utg217.8	260.9	195	https://v10-1.orthodb.org/?query=470523at33208	Galactosyltransferase, C-terminal
471608at33208	Complete	evm.utg2798.22	323.0	214	https://v10-1.orthodb.org/?query=471608at33208	Tetrapyrrole methylase
471787at33208	Duplicated	evm.utg3980.7	390.4	295	https://v10-1.orthodb.org/?query=471787at33208	Thyroid hormone receptor interactor 4
471787at33208	Duplicated	evm.utg17212.11	388.3	293	https://v10-1.orthodb.org/?query=471787at33208	Thyroid hormone receptor interactor 4
472313at33208	Complete	evm.utg479.10	383.1	250	https://v10-1.orthodb.org/?query=472313at33208	Electron transfer flavoprotein, alpha subunit, C-terminal
472352at33208	Complete	evm.utg415.118	201.8	235	https://v10-1.orthodb.org/?query=472352at33208	WD40 repeat
473106at33208	Complete	evm.utg1337.13	411.5	308	https://v10-1.orthodb.org/?query=473106at33208	DNA/RNA-binding protein KIN17
474144at33208	Complete	evm.utg77.8	248.4	186	https://v10-1.orthodb.org/?query=474144at33208	60S ribosomal protein L6
474302at33208	Duplicated	evm.utg597.28	256.0	317	https://v10-1.orthodb.org/?query=474302at33208	Eukaryotic translation initiation factor 2B subunit gamma
474302at33208	Duplicated	evm.utg3753.20	250.5	317	https://v10-1.orthodb.org/?query=474302at33208	Eukaryotic translation initiation factor 2B subunit gamma
474302at33208	Duplicated	evm.utg597.28.1.5c22f29b.1.5c279689	231.0	205	https://v10-1.orthodb.org/?query=474302at33208	Eukaryotic translation initiation factor 2B subunit gamma
474302at33208	Duplicated	evm.utg597.28.1.5c22f29b	229.4	230	https://v10-1.orthodb.org/?query=474302at33208	Eukaryotic translation initiation factor 2B subunit gamma
474387at33208	Duplicated	evm.utg2798.29	393.4	318	https://v10-1.orthodb.org/?query=474387at33208	DNA methyltransferase 1-associated 1
474387at33208	Duplicated	evm.utg2798.29.1.5c22ee3a	393.3	318	https://v10-1.orthodb.org/?query=474387at33208	DNA methyltransferase 1-associated 1
474387at33208	Duplicated	evm.utg2798.29.3.5c22ee3a	352.8	300	https://v10-1.orthodb.org/?query=474387at33208	DNA methyltransferase 1-associated 1
475826at33208	Fragmented	evm.utg432.55	100.7	111	https://v10-1.orthodb.org/?query=475826at33208	Transcription initiation factor IIE subunit beta
476036at33208	Complete	evm.utg116.365	282.5	196	https://v10-1.orthodb.org/?query=476036at33208	protein MEMO1
477052at33208	Complete	evm.utg1278.34	326.7	232	https://v10-1.orthodb.org/?query=477052at33208	ubiA prenyltransferase domain-containing protein 1
477939at33208	Duplicated	evm.utg470.79	269.6	311	https://v10-1.orthodb.org/?query=477939at33208	MOFRL domain
477939at33208	Duplicated	evm.utg612.10	260.1	303	https://v10-1.orthodb.org/?query=477939at33208	MOFRL domain
477998at33208	Complete	evm.utg2757.23	328.6	465	https://v10-1.orthodb.org/?query=477998at33208	Nucleoporin Nup88
478073at33208	Duplicated	evm.utg496.27	402.6	226	https://v10-1.orthodb.org/?query=478073at33208	Ribosomal protein L2
478073at33208	Duplicated	evm.utg343339.2	402.4	226	https://v10-1.orthodb.org/?query=478073at33208	Ribosomal protein L2
478984at33208	Duplicated	evm.utg55.96	350.9	259	https://v10-1.orthodb.org/?query=478984at33208	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
478984at33208	Duplicated	evm.utg55.96.1.5c22f220	350.9	259	https://v10-1.orthodb.org/?query=478984at33208	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
478984at33208	Duplicated	evm.utg55.96.2.5c22f220	335.2	233	https://v10-1.orthodb.org/?query=478984at33208	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
480700at33208	Complete	evm.utg861.123	176.5	171	https://v10-1.orthodb.org/?query=480700at33208	Translin family
480735at33208	Complete	evm.utg479.85	331.0	243	https://v10-1.orthodb.org/?query=480735at33208	Coatomer subunit epsilon
481557at33208	Complete	evm.utg432.3	234.4	346	https://v10-1.orthodb.org/?query=481557at33208	Ribosome biogenesis protein NOP53
482691at33208	Fragmented	evm.utg1127.18	258.3	142	https://v10-1.orthodb.org/?query=482691at33208	Autophagy-related protein 3
483489at33208	Complete	evm.utg7549.7	347.5	281	https://v10-1.orthodb.org/?query=483489at33208	AAR2, C-terminal
485003at33208	Complete	evm.utg3509.6	283.7	205	https://v10-1.orthodb.org/?query=485003at33208	Autophagy protein 5
485696at33208	Complete	evm.utg55.22	243.4	222	https://v10-1.orthodb.org/?query=485696at33208	checkpoint protein HUS1
486370at33208	Complete	evm.utg2798.31	245.1	276	https://v10-1.orthodb.org/?query=486370at33208	Tetratricopeptide repeat
486431at33208	Duplicated	evm.utg126.164	396.7	408	https://v10-1.orthodb.org/?query=486431at33208	Small-subunit processome, Utp14
486431at33208	Duplicated	evm.utg126.164.1.5c22e999	396.6	408	https://v10-1.orthodb.org/?query=486431at33208	Small-subunit processome, Utp14
486743at33208	Duplicated	evm.utg3365.37	154.8	187	https://v10-1.orthodb.org/?query=486743at33208	Vesicle transport protein, Use1
486743at33208	Duplicated	evm.utg8.79	132.2	154	https://v10-1.orthodb.org/?query=486743at33208	Vesicle transport protein, Use1
486993at33208	Complete	evm.utg1031.65	265.3	246	https://v10-1.orthodb.org/?query=486993at33208	Chromosome 12 open reading frame 10
487873at33208	Complete	evm.utg3839.19	133.1	139	https://v10-1.orthodb.org/?query=487873at33208	COMM domain
487987at33208	Duplicated	evm.utg7048.2	182.9	149	https://v10-1.orthodb.org/?query=487987at33208	Mitochondrial inner membrane protease ATP23
487987at33208	Duplicated	evm.utg435.2	179.5	149	https://v10-1.orthodb.org/?query=487987at33208	Mitochondrial inner membrane protease ATP23
488559at33208	Duplicated	evm.utg7888.12	206.0	169	https://v10-1.orthodb.org/?query=488559at33208	Eukaryotic translation initiation factor 3 subunit K
488559at33208	Duplicated	evm.utg1721.64	205.1	169	https://v10-1.orthodb.org/?query=488559at33208	Eukaryotic translation initiation factor 3 subunit K
488635at33208	Complete	evm.utg4172.25	298.1	232	https://v10-1.orthodb.org/?query=488635at33208	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
489359at33208	Complete	evm.utg10026.4	133.2	176	https://v10-1.orthodb.org/?query=489359at33208	Renin receptor-like
489858at33208	Duplicated	evm.utg116.178	223.7	197	https://v10-1.orthodb.org/?query=489858at33208	Zinc finger protein-like 1
489858at33208	Duplicated	evm.utg116.178.2.5c22e8e3	206.8	176	https://v10-1.orthodb.org/?query=489858at33208	Zinc finger protein-like 1
489997at33208	Complete	evm.utg116.128	302.1	311	https://v10-1.orthodb.org/?query=489997at33208	Helicase, C-terminal
490248at33208	Duplicated	evm.utg194.58.1.5c22ec84	210.7	142	https://v10-1.orthodb.org/?query=490248at33208	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
490248at33208	Duplicated	evm.utg194.58	205.0	129	https://v10-1.orthodb.org/?query=490248at33208	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
490961at33208	Complete	evm.utg505.47	210.9	276	https://v10-1.orthodb.org/?query=490961at33208	Anticodon-binding
491252at33208	Duplicated	evm.utg1819.2	184.6	176	https://v10-1.orthodb.org/?query=491252at33208	Surfeit locus 1/Shy1
491252at33208	Duplicated	evm.utg9150.7	183.6	177	https://v10-1.orthodb.org/?query=491252at33208	Surfeit locus 1/Shy1
491289at33208	Complete	evm.utg172.68	281.8	279	https://v10-1.orthodb.org/?query=491289at33208	solute carrier family 35 member E1
492033at33208	Complete	evm.utg356.117	299.8	171	https://v10-1.orthodb.org/?query=492033at33208	glucose-induced degradation protein 4 homolog
493148at33208	Complete	evm.utg44416.2	148.7	146	https://v10-1.orthodb.org/?query=493148at33208	Spo11/DNA topoisomerase VI subunit A
493505at33208	Fragmented	evm.utg4886.41	133.7	75	https://v10-1.orthodb.org/?query=493505at33208	Class II aldolase/adducin N-terminal
493913at33208	Complete	evm.utg858.5	410.4	393	https://v10-1.orthodb.org/?query=493913at33208	microfibrillar-associated protein 1
494057at33208	Complete	evm.utg1900.9	207.5	171	https://v10-1.orthodb.org/?query=494057at33208	Mediator of RNA polymerase II transcription subunit 18
495100at33208	Duplicated	evm.utg1137.42	402.2	217	https://v10-1.orthodb.org/?query=495100at33208	ATPase, AAA-type, conserved site
495100at33208	Duplicated	evm.utg7855.32	399.7	217	https://v10-1.orthodb.org/?query=495100at33208	ATPase, AAA-type, conserved site
495175at33208	Complete	evm.utg7821.24	233.3	181	https://v10-1.orthodb.org/?query=495175at33208	Alanine racemase, N-terminal
495207at33208	Duplicated	evm.utg4922.44	283.3	246	https://v10-1.orthodb.org/?query=495207at33208	ATPase, BadF/BadG/BcrA/BcrD type
495207at33208	Duplicated	evm.utg3834.23	283.2	246	https://v10-1.orthodb.org/?query=495207at33208	ATPase, BadF/BadG/BcrA/BcrD type
495207at33208	Duplicated	evm.utg4922.44.1.5c22f180	251.3	223	https://v10-1.orthodb.org/?query=495207at33208	ATPase, BadF/BadG/BcrA/BcrD type
495311at33208	Duplicated	evm.utg16283.4	267.4	163	https://v10-1.orthodb.org/?query=495311at33208	PITH domain
495311at33208	Duplicated	evm.utg386.26	267.3	163	https://v10-1.orthodb.org/?query=495311at33208	PITH domain
495329at33208	Complete	evm.utg116.53	205.9	178	https://v10-1.orthodb.org/?query=495329at33208	Exoribonuclease, phosphorolytic domain 1
495389at33208	Duplicated	evm.utg1239.21	141.4	183	https://v10-1.orthodb.org/?query=495389at33208	calcyclin-binding protein
495389at33208	Duplicated	evm.utg3164.23	140.5	183	https://v10-1.orthodb.org/?query=495389at33208	calcyclin-binding protein
495605at33208	Complete	evm.utg6123.10	402.3	226	https://v10-1.orthodb.org/?query=495605at33208	Brix domain
495802at33208	Missing
495926at33208	Complete	evm.utg577.38	138.5	240	https://v10-1.orthodb.org/?query=495926at33208	tRNA intron endonuclease, catalytic domain-like
496070at33208	Complete	evm.utg55.18	194.0	184	https://v10-1.orthodb.org/?query=496070at33208	RNase P subunit p30
496219at33208	Duplicated	evm.utg1708.8	386.0	247	https://v10-1.orthodb.org/?query=496219at33208	Brix domain
496219at33208	Duplicated	evm.utg750.14	380.6	247	https://v10-1.orthodb.org/?query=496219at33208	Brix domain
498535at33208	Complete	evm.utg1205.28	366.6	228	https://v10-1.orthodb.org/?query=498535at33208	Pre-mRNA-splicing factor Isy1
500261at33208	Duplicated	evm.utg1609.61.1.5c22eb77	371.6	291	https://v10-1.orthodb.org/?query=500261at33208	Histone acetyltransferase type B catalytic subunit
500261at33208	Duplicated	evm.utg1609.61	329.8	291	https://v10-1.orthodb.org/?query=500261at33208	Histone acetyltransferase type B catalytic subunit
500808at33208	Complete	evm.utg217.12	404.1	318	https://v10-1.orthodb.org/?query=500808at33208	SET domain
501396at33208	Duplicated	evm.utg73.58.1.5c22f3bb	297.0	169	https://v10-1.orthodb.org/?query=501396at33208	Pre-mRNA-splicing factor 38
501396at33208	Duplicated	evm.utg73.58	296.6	169	https://v10-1.orthodb.org/?query=501396at33208	Pre-mRNA-splicing factor 38
501546at33208	Complete	evm.utg9550.2	136.5	145	https://v10-1.orthodb.org/?query=501546at33208	COP9 signalosome complex subunit 8
501788at33208	Duplicated	evm.utg3884.7	204.5	162	https://v10-1.orthodb.org/?query=501788at33208	Ribosomal protein S7 domain
501788at33208	Duplicated	evm.utg1378.22	203.6	162	https://v10-1.orthodb.org/?query=501788at33208	Ribosomal protein S7 domain
501788at33208	Duplicated	evm.utg1378.22.1.5c22ea6d	192.1	146	https://v10-1.orthodb.org/?query=501788at33208	Ribosomal protein S7 domain
502128at33208	Complete	evm.utg967.29	401.4	302	https://v10-1.orthodb.org/?query=502128at33208	WD40 repeat
502407at33208	Duplicated	evm.utg5885.72	236.5	172	https://v10-1.orthodb.org/?query=502407at33208	dihydropteridine reductase
502407at33208	Duplicated	evm.utg9401.9	235.7	172	https://v10-1.orthodb.org/?query=502407at33208	dihydropteridine reductase
502429at33208	Complete	utg2353.equina_smart_1070368.mrna1	278.7	186	https://v10-1.orthodb.org/?query=502429at33208	GNAT domain
502584at33208	Complete	evm.utg761.25	159.9	262	https://v10-1.orthodb.org/?query=502584at33208	Sarcoglycan complex subunit protein
502691at33208	Duplicated	evm.utg2967.32	361.0	205	https://v10-1.orthodb.org/?query=502691at33208	Dolichyl-phosphate mannosyltransferase subunit 1, catalytic
502691at33208	Duplicated	evm.utg1517.4	359.2	205	https://v10-1.orthodb.org/?query=502691at33208	Dolichyl-phosphate mannosyltransferase subunit 1, catalytic
503333at33208	Complete	evm.utg2353.18	487.9	264	https://v10-1.orthodb.org/?query=503333at33208	GPN-loop GTPase
503828at33208	Complete	evm.utg378.82.1.5c22efe8	134.0	166	https://v10-1.orthodb.org/?query=503828at33208	Basic leucine zipper nuclear factor 1
504207at33208	Complete	evm.utg5950.12	418.1	308	https://v10-1.orthodb.org/?query=504207at33208	RNA 3'-terminal phosphate cyclase domain
504292at33208	Duplicated	evm.utg27.18	246.1	192	https://v10-1.orthodb.org/?query=504292at33208	C2 domain
504292at33208	Duplicated	evm.utg27.18.1.5c22ee12	237.6	174	https://v10-1.orthodb.org/?query=504292at33208	C2 domain
504691at33208	Complete	evm.utg356.58	166.6	129	https://v10-1.orthodb.org/?query=504691at33208	Transmembrane protein 11
504731at33208	Complete	evm.utg56.55	337.9	237	https://v10-1.orthodb.org/?query=504731at33208	Proliferating cell nuclear antigen
504912at33208	Complete	evm.utg1398.4	84.7	126	https://v10-1.orthodb.org/?query=504912at33208	Mitochondrial glycoprotein
505248at33208	Duplicated	evm.utg1396.9	233.8	169	https://v10-1.orthodb.org/?query=505248at33208	Small GTPase superfamily, ARF/SAR type
505248at33208	Duplicated	evm.utg2298.34	233.8	169	https://v10-1.orthodb.org/?query=505248at33208	Small GTPase superfamily, ARF/SAR type
505718at33208	Complete	evm.utg4907.46	72.4	140	https://v10-1.orthodb.org/?query=505718at33208	phosphorylated adapter RNA export protein
508188at33208	Fragmented	evm.utg4907.17	178.9	141	https://v10-1.orthodb.org/?query=508188at33208	C-5 cytosine methyltransferase
508379at33208	Complete	evm.utg1972.79	190.0	131	https://v10-1.orthodb.org/?query=508379at33208	Mitochondrial import inner membrane translocase subunit Tim22
508986at33208	Complete	evm.utg801.54	124.3	203	https://v10-1.orthodb.org/?query=508986at33208	Proteasome assembly chaperone 1
509494at33208	Complete	evm.utg1925.24	249.3	144	https://v10-1.orthodb.org/?query=509494at33208	60S ribosomal protein L18a
509816at33208	Complete	evm.utg3174.46	213.0	150	https://v10-1.orthodb.org/?query=509816at33208	Myc-type, basic helix-loop-helix (bHLH) domain
510174at33208	Duplicated	evm.utg1102.19	327.0	266	https://v10-1.orthodb.org/?query=510174at33208	Arf GTPase activating protein
510174at33208	Duplicated	evm.utg1031.18	324.9	266	https://v10-1.orthodb.org/?query=510174at33208	Arf GTPase activating protein
510174at33208	Duplicated	evm.utg1031.18.1.5c22e7e9	316.5	266	https://v10-1.orthodb.org/?query=510174at33208	Arf GTPase activating protein
510522at33208	Duplicated	evm.utg2417.15	216.9	198	https://v10-1.orthodb.org/?query=510522at33208	DnaJ domain
510522at33208	Duplicated	evm.utg62.154	215.4	192	https://v10-1.orthodb.org/?query=510522at33208	DnaJ domain
510581at33208	Complete	evm.utg1285.50	325.8	233	https://v10-1.orthodb.org/?query=510581at33208	Putative RNA methyltransferase
511272at33208	Complete	evm.utg597.62	232.1	213	https://v10-1.orthodb.org/?query=511272at33208	GTP binding domain
511386at33208	Duplicated	evm.utg28028.5	441.8	481	https://v10-1.orthodb.org/?query=511386at33208	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
511386at33208	Duplicated	evm.utg607.5	441.1	482	https://v10-1.orthodb.org/?query=511386at33208	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
511386at33208	Duplicated	evm.utg28028.5.1.5c22ee43	433.8	463	https://v10-1.orthodb.org/?query=511386at33208	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
511386at33208	Duplicated	evm.utg28028.5.2.5c22ee43	433.7	386	https://v10-1.orthodb.org/?query=511386at33208	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
511575at33208	Complete	evm.utg73.41	258.0	154	https://v10-1.orthodb.org/?query=511575at33208	Calcium load-activated calcium channel
511668at33208	Complete	evm.utg112.40	207.1	199	https://v10-1.orthodb.org/?query=511668at33208	RNA transcription, translation and transport factor protein
514121at33208	Duplicated	evm.utg214.74	286.8	212	https://v10-1.orthodb.org/?query=514121at33208	Leucine-rich repeat
514121at33208	Duplicated	evm.utg512.14	285.3	212	https://v10-1.orthodb.org/?query=514121at33208	Leucine-rich repeat
514121at33208	Duplicated	evm.utg214.74.1.5c22ed07	281.9	214	https://v10-1.orthodb.org/?query=514121at33208	Leucine-rich repeat
514296at33208	Complete	evm.utg386.36	233.2	135	https://v10-1.orthodb.org/?query=514296at33208	Anaphase-promoting complex subunit 10
514565at33208	Duplicated	evm.utg4455.4	368.1	190	https://v10-1.orthodb.org/?query=514565at33208	MOB kinase activator family
514565at33208	Duplicated	evm.utg19074.17	367.5	190	https://v10-1.orthodb.org/?query=514565at33208	MOB kinase activator family
514565at33208	Duplicated	evm.utg2667.13	347.4	179	https://v10-1.orthodb.org/?query=514565at33208	MOB kinase activator family
514565at33208	Duplicated	evm.utg4455.4.1.5c22f101	317.9	163	https://v10-1.orthodb.org/?query=514565at33208	MOB kinase activator family
514675at33208	Complete	evm.utg1272.71	240.1	202	https://v10-1.orthodb.org/?query=514675at33208	Signal recognition particle receptor, beta subunit
514698at33208	Complete	evm.utg1910.58	195.3	153	https://v10-1.orthodb.org/?query=514698at33208	UPF0428 family
514724at33208	Duplicated	evm.utg172.92.1.5c22ebce	185.6	165	https://v10-1.orthodb.org/?query=514724at33208	N-acetylglucosaminyl transferase component
514724at33208	Duplicated	evm.utg172.92	185.2	165	https://v10-1.orthodb.org/?query=514724at33208	N-acetylglucosaminyl transferase component
514727at33208	Complete	evm.utg2200.23	59.0	227	https://v10-1.orthodb.org/?query=514727at33208	Mitochondrial ribonuclease P catalytic subunit
514740at33208	Complete	evm.utg579.62	256.9	175	https://v10-1.orthodb.org/?query=514740at33208	Pre-mRNA-splicing factor SPF27
514834at33208	Complete	evm.utg16050.5	150.3	204	https://v10-1.orthodb.org/?query=514834at33208	Transmembrane protein 231
514892at33208	Complete	evm.utg498.98	298.8	210	https://v10-1.orthodb.org/?query=514892at33208	tRNAHis guanylyltransferase catalytic domain
515058at33208	Complete	evm.utg5059.28	476.9	352	https://v10-1.orthodb.org/?query=515058at33208	Suppressor of fused C-terminal
515377at33208	Duplicated	evm.utg20736.12	184.7	185	https://v10-1.orthodb.org/?query=515377at33208	TMEM192 family
515377at33208	Duplicated	evm.utg10628.3	183.5	185	https://v10-1.orthodb.org/?query=515377at33208	TMEM192 family
515410at33208	Complete	evm.utg2757.31	202.2	146	https://v10-1.orthodb.org/?query=515410at33208	alpha-ketoglutarate-dependent dioxygenase alkB homolog 4
515425at33208	Duplicated	evm.utg736.41.1.5c22f3d0	190.0	206	https://v10-1.orthodb.org/?query=515425at33208	NADH dehydrogenase 
515425at33208	Duplicated	evm.utg736.41	189.4	206	https://v10-1.orthodb.org/?query=515425at33208	NADH dehydrogenase 
515425at33208	Duplicated	evm.utg736.41.2.5c22f3d0	187.0	189	https://v10-1.orthodb.org/?query=515425at33208	NADH dehydrogenase 
515528at33208	Complete	utg207.equina_smart_944886.mrna1	259.1	267	https://v10-1.orthodb.org/?query=515528at33208	protein downstream neighbor of Son
515640at33208	Duplicated	evm.utg3605.55	346.9	194	https://v10-1.orthodb.org/?query=515640at33208	Eukaryotic translation initiation factor 6
515640at33208	Duplicated	evm.utg402.8	344.1	194	https://v10-1.orthodb.org/?query=515640at33208	Eukaryotic translation initiation factor 6
516078at33208	Complete	evm.utg5059.76	275.1	188	https://v10-1.orthodb.org/?query=516078at33208	Deoxyhypusine hydroxylase
516321at33208	Complete	evm.utg861.107	242.1	136	https://v10-1.orthodb.org/?query=516321at33208	RNA polymerase Rpb7-like , N-terminal
516481at33208	Complete	evm.utg389.101	160.8	182	https://v10-1.orthodb.org/?query=516481at33208	Elongator complex protein 6
516659at33208	Duplicated	evm.utg4202.5	144.5	206	https://v10-1.orthodb.org/?query=516659at33208	Mediator complex, subunit Med27
516659at33208	Duplicated	evm.utg699.114	142.4	205	https://v10-1.orthodb.org/?query=516659at33208	Mediator complex, subunit Med27
516716at33208	Duplicated	evm.utg116.37	335.1	314	https://v10-1.orthodb.org/?query=516716at33208	Forkhead-associated (FHA) domain
516716at33208	Duplicated	evm.utg729.156.1.5c22f3b1	333.9	314	https://v10-1.orthodb.org/?query=516716at33208	Forkhead-associated (FHA) domain
516716at33208	Duplicated	evm.utg729.156	333.8	314	https://v10-1.orthodb.org/?query=516716at33208	Forkhead-associated (FHA) domain
517311at33208	Duplicated	evm.utg219.19	233.5	156	https://v10-1.orthodb.org/?query=517311at33208	Endonuclease III-like, conserved site-2
517311at33208	Duplicated	evm.utg622.18	233.4	156	https://v10-1.orthodb.org/?query=517311at33208	Endonuclease III-like, conserved site-2
517525at33208	Duplicated	evm.utg77.1	186.5	271	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg6976.14	184.0	254	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg9110.9	183.9	254	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg92.164.2.5c22f51b	178.9	263	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg92.164.3.5c22f51b	178.9	263	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg92.164.1.5c22f51b	178.7	263	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg92.164	178.1	263	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg3092.26	169.9	262	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg86.72	161.3	261	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517525at33208	Duplicated	evm.utg14703.4	159.2	256	https://v10-1.orthodb.org/?query=517525at33208	Protein kinase domain
517686at33208	Duplicated	evm.utg1032.8	137.0	99	https://v10-1.orthodb.org/?query=517686at33208	ATPase, V1 complex, subunit F
517686at33208	Duplicated	evm.utg62.77	130.5	96	https://v10-1.orthodb.org/?query=517686at33208	ATPase, V1 complex, subunit F
517686at33208	Duplicated	evm.utg1032.8.1.5c22e7f4	129.5	96	https://v10-1.orthodb.org/?query=517686at33208	ATPase, V1 complex, subunit F
517968at33208	Complete	evm.utg797.52	111.3	108	https://v10-1.orthodb.org/?query=517968at33208	Archease domain
518288at33208	Complete	evm.utg6958.19	423.9	281	https://v10-1.orthodb.org/?query=518288at33208	Bardet-Biedl syndrome 5 protein
518569at33208	Duplicated	evm.utg302.15	363.6	300	https://v10-1.orthodb.org/?query=518569at33208	Macrophage erythroblast attacher
518569at33208	Duplicated	evm.utg1530.25	362.5	300	https://v10-1.orthodb.org/?query=518569at33208	Macrophage erythroblast attacher
518635at33208	Complete	evm.utg1363.30	438.7	344	https://v10-1.orthodb.org/?query=518635at33208	Actin-related protein 8
519030at33208	Complete	evm.utg207.113	175.5	161	https://v10-1.orthodb.org/?query=519030at33208	GATA zinc finger domain-containing protein 1
519303at33208	Complete	evm.utg356.3	381.0	319	https://v10-1.orthodb.org/?query=519303at33208	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
519777at33208	Duplicated	evm.utg3753.7	242.9	216	https://v10-1.orthodb.org/?query=519777at33208	Eukaryotic rRNA processing
519777at33208	Duplicated	evm.utg597.17	225.9	247	https://v10-1.orthodb.org/?query=519777at33208	Eukaryotic rRNA processing
520011at33208	Duplicated	evm.utg729.96	216.2	213	https://v10-1.orthodb.org/?query=520011at33208	Ribosomal protein S5, C-terminal
520011at33208	Duplicated	evm.utg729.96.1.5c22f3a5	191.8	203	https://v10-1.orthodb.org/?query=520011at33208	Ribosomal protein S5, C-terminal
521343at33208	Duplicated	evm.utg298.1	129.2	152	https://v10-1.orthodb.org/?query=521343at33208	Mediator complex, subunit Med20
521343at33208	Duplicated	evm.utg8851.2	126.2	144	https://v10-1.orthodb.org/?query=521343at33208	Mediator complex, subunit Med20
521343at33208	Duplicated	evm.utg1708.43	122.4	144	https://v10-1.orthodb.org/?query=521343at33208	Mediator complex, subunit Med20
522886at33208	Complete	evm.utg788.73	274.7	260	https://v10-1.orthodb.org/?query=522886at33208	Queuosine salvage protein
522988at33208	Duplicated	evm.utg4576.10	287.4	307	https://v10-1.orthodb.org/?query=522988at33208	Transglutaminase-like
522988at33208	Duplicated	evm.utg1609.59	287.0	306	https://v10-1.orthodb.org/?query=522988at33208	Transglutaminase-like
523206at33208	Complete	evm.utg279.6	120.2	112	https://v10-1.orthodb.org/?query=523206at33208	SGS domain
523376at33208	Duplicated	evm.utg4177.12.1.5c22f09c	274.0	243	https://v10-1.orthodb.org/?query=523376at33208	Post-GPI attachment to proteins 3
523376at33208	Duplicated	evm.utg4177.12	263.6	234	https://v10-1.orthodb.org/?query=523376at33208	Post-GPI attachment to proteins 3
